證券代號,證券名稱,交易別,成交價,成交股數,成交金額
01009T,王道圓滿R1,配對交易,5.14,"7,520,000","38,652,800"
1731,美吾華,配對交易,20.55,"1,120,000","23,016,000"
2301,光寶科,配對交易,205.25,"182,000","37,355,500"
2330,台積電,配對交易,"2,352.50","41,000","96,452,500"
2330,台積電,配對交易,"2,350.00","126,000","296,100,000"
2330,台積電,配對交易,"2,347.09","89,460","209,970,671"
2330,台積電,配對交易,"2,347.08","368,000","863,725,440"
2330,台積電,配對交易,"2,347.07","260,400","611,177,028"
2330,台積電,配對交易,"2,347.06","7,140","16,758,008"
2330,台積電,配對交易,"2,346.34","14,000","32,848,760"
2330,台積電,配對交易,"2,330.00","2,481,258","5,781,331,140"
2454,聯發科,配對交易,"3,683.25","34,000","125,230,500"
2603,長榮,配對交易,203.25,"95,000","19,308,750"
2891,中信金,配對交易,62.99,"266,070","16,759,749"
2891,中信金,配對交易,62.95,"321,930","20,265,494"
5871A,中租-KY甲特,配對交易,97.50,"1,000,000","97,500,000"
總計,,,,"13,926,258","8,286,452,341"
