證券代號,證券名稱,交易別,成交價,成交股數,成交金額
6464,台數科,逐筆交易,79.00,"479,000","37,841,000"
00919,群益台灣精選高息,配對交易,28.35,"500,000","14,175,000"
1303,南亞,配對交易,207.00,"4,230,000","875,610,000"
2303,聯電,配對交易,123.33,"283,000","34,902,390"
2303,聯電,配對交易,123.31,"1,195,000","147,355,450"
2303,聯電,配對交易,123.30,"128,000","15,782,400"
2308,台達電,配對交易,"1,750.00","280,000","490,000,000"
2308,台達電,配對交易,"1,749.44","417,000","729,516,480"
2308,台達電,配對交易,"1,748.10","115,000","201,031,500"
2308,台達電,配對交易,"1,695.98","23,000","39,007,540"
2317,鴻海,配對交易,219.50,"189,000","41,485,500"
2324,仁寶,配對交易,36.75,"572,000","21,021,000"
2330,台積電,配對交易,"2,417.21","120,000","290,065,200"
2330,台積電,配對交易,"2,415.83","12,000","28,989,960"
2330,台積電,配對交易,"2,415.59","15,000","36,233,850"
2330,台積電,配對交易,"2,404.60","13,365","32,137,479"
2330,台積電,配對交易,"2,404.58","19,635","47,213,928"
2330,台積電,配對交易,"2,379.75","10,000","23,797,500"
2345,智邦,配對交易,"2,032.58","10,000","20,325,800"
2368,金像電,配對交易,"1,040.00","538,000","559,520,000"
2408,南亞科,配對交易,513.20,"2,790,000","1,431,828,000"
2454,聯發科,配對交易,"3,920.06","20,000","78,401,200"
2461,光群雷,配對交易,16.35,"910,000","14,878,500"
2838,聯邦銀,配對交易,22.25,"800,000","17,800,000"
2880,華南金,配對交易,39.54,"523,000","20,679,420"
2880,華南金,配對交易,39.53,"380,000","15,021,400"
2882,國泰金,配對交易,103.91,"418,000","43,434,380"
2882,國泰金,配對交易,103.90,"154,000","16,000,600"
2883,凱基金,配對交易,28.55,"1,500,000","42,825,000"
2885,元大金,配對交易,68.60,"300,000","20,580,000"
3037,欣興,配對交易,986.00,"363,000","357,918,000"
3533,嘉澤,配對交易,"1,619.29","60,000","97,157,400"
3533,嘉澤,配對交易,"1,619.21","55,000","89,056,550"
3533,嘉澤,配對交易,"1,619.01","54,000","87,426,540"
3533,嘉澤,配對交易,"1,618.96","58,000","93,899,680"
3661,世芯-KY,配對交易,"3,994.50","7,000","27,961,500"
4746,台耀,配對交易,44.15,"505,000","22,295,750"
7769,鴻勁,配對交易,"6,180.75","4,000","24,723,000"
總計,,,,"18,050,000","6,187,898,897"
