"排名","代號","名稱","成交","漲跌價","漲跌幅","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"1","2834","臺企銀","16.95","+0.5","+3.04","08/31","+9,226","+16,553","+26,694","+49,914","+88,523","+166,386","+150,841","+427,387","+436,144","+449,908"
"2","2344","華邦電","182.5","+1","+0.55","08/31","+27,526","+38,868","+40,962","+47,735","+35,622","-39,592","-72,675","+83,527","-4,964","+90,803"
"3","00712","復華富時不動產","8.72","-0.01","-0.11","08/31","+140","+5,147","+24,612","+24,612","+16,212","+16,188","+18,669","+5,946","+4,605","+21,144"
"4","3231","緯創","178","0","0","08/31","+11,244","+13,590","+17,721","+24,392","+38,392","+31,758","+110,664","+43,973","+170,895","+114,699"
"5","2884","玉山金","39.75","+1","+2.58","08/31","+10,071","+15,055","+14,110","+24,305","+48,732","+65,406","-56,339","-48,925","+225,569","+31,308"
"6","1101","台泥","24.4","+0.1","+0.41","08/31","+6,852","+10,069","+12,788","+23,024","+41,336","+55,622","+191,717","+479,236","+493,612","+531,905"
"7","00403A","主動統一升級50","10.22","-0.14","-1.35","08/31","+7,448","+7,599","+7,804","+13,601","+31,351","-119,545","+137,445","","",""
"8","2887","台新新光金","38.55","+1.05","+2.8","08/31","+9,443","+11,664","+9,654","+11,246","+31,386","+15,994","+111,629","+274,773","+277,642","+169,509"
"9","2408","南亞科","543","+3","+0.56","08/31","+6,609","+6,813","+9,536","+10,063","+4,395","-19,037","+18,069","+26,429","-4,161","+37,290"
"10","3036","文曄","196","0","0","08/31","+535","+1,959","+3,711","+9,302","+12,198","+9,976","+17,857","+47,859","+67,862","+48,500"
"11","00406A","主動中信台灣收益","9.67","-0.14","-1.43","08/31","+7,035","+6,735","+6,885","+8,602","+16,349","+11,158","","","",""
"12","00685L","群益臺灣加權正2","11.82","-0.14","-1.17","08/31","+9,945","+5,797","+3,318","+8,484","+28,721","-1,969","+410,745","+411,718","+413,262","+411,839"
"13","5483","中美晶","178","-5.5","-3","08/31","+4,351","+5,279","+5,834","+8,224","+13,982","+13,652","+30,091","+28,764","+33,629","+26,396"
"14","2303","聯電","129","-1","-0.77","08/31","+2,616","+2,982","+5,737","+8,115","+7,992","-7,796","-462,729","-354,517","-985,827","-515,954"
"15","2317","鴻海","250","-3","-1.19","08/31","+411","+617","+1,607","+7,864","+9,454","-23,279","-3,044","+4,910","-34,806","+16,729"
"16","3049","精金","13.55","+0.05","+0.37","08/31","+2,204","+3,542","+5,138","+7,441","+9,028","+9,028","+9,028","+9,028","+9,028","+9,028"
"17","2449","京元電子","257","-13","-4.81","08/31","+1,376","+2,667","+3,984","+6,263","+10,445","+33,276","0","+62,048","+64,139","+57,983"
"18","009826","貝萊德世界股票","10.1","-0.03","-0.3","08/31","+3,012","+4,721","+4,721","+5,820","+16,010","+24,695","","","",""
"19","00984D","主動聯博全球非投","10.01","0","0","08/31","+4,986","+5,550","+5,494","+5,494","+2,164","+20,200","+26,375","+32,460","",""
"20","00953B","群益優選非投等債","9.64","+0.01","+0.1","08/31","+298","+2,436","+4,194","+5,351","+9,854","+20,499","+13,686","+22,266","+39,610","+42,661"
"21","2845","遠東銀","13.5","+0.1","+0.75","08/31","+1,091","+3,892","+4,303","+5,277","+999","+3,817","-12,948","+38,264","+39,081","+53,388"
"22","4958","臻鼎-KY","500","+19.5","+4.06","08/31","+1,738","+3,553","+4,626","+5,117","+12,649","+25,207","+8,204","+22,093","-30,631","+19,850"
"23","5904","寶雅*","75","+0.8","+1.08","08/31","+625","+1,785","+2,535","+4,158","+11,588","+17,134","+16,687","+16,171","+16,535","+16,499"
"24","2352","佳世達","28.35","+0.15","+0.53","08/31","+242","+85","+429","+4,076","+5,505","+5,248","+54,503","+55,949","+68,581","+66,158"
"25","2618","長榮航","42","+0.2","+0.48","08/31","+1,855","+2,558","+3,275","+4,006","-32","+1","-211,226","-19,986","-23,267","-127,102"
"26","2484","希華","74","-2.1","-2.76","08/31","+326","+1,558","+2,798","+3,847","+3,004","+934","+3,115","+6,074","+10,666","+10,027"
"27","4763","材料*-KY","46.3","+0.65","+1.42","08/31","-225","+62","+65","+3,217","+4,759","-8,372","-9,987","-16,644","+7,987","-10,641"
"28","4123","晟德","31.25","-0.45","-1.42","08/31","+635","+1,362","+2,077","+3,174","+4,297","+4,577","+4,674","+19,334","+20,825","+16,209"
"29","8150","南茂","89.1","-1.4","-1.55","08/31","+1,213","+1,464","+1,980","+3,149","+4,354","+9,871","+15,619","+17,721","+16,874","+12,503"
"30","2801","彰銀","25.15","+0.3","+1.21","08/31","+368","+2,064","+3,245","+3,038","-5,530","+1,928","-6,447","+30,260","+40,565","+33,001"
"31","2885","元大金","65.4","+1.4","+2.19","08/31","+583","+1,386","+322","+2,998","+11,987","+12,075","-24,057","+20,060","+9,087","+23,343"
"32","6176","瑞儀","91.2","-1.9","-2.04","08/31","+448","+1,102","+1,908","+2,876","+3,094","-1,586","-41,661","-828","-1,271","-9,364"
"33","00918","大華優利高填息30","34.61","+0.35","+1.02","08/31","+1,378","+2,432","+2,432","+2,789","+3,791","-184","-24,452","-3,194","-9,651","-46,026"
"34","4906","正文","36.2","-0.2","-0.55","08/31","+970","+2,324","+3,222","+2,724","+1,725","+3,932","+564","+18,279","+22,857","+20,545"
"35","2332","友訊","19.9","-0.5","-2.45","08/31","+545","+2,806","+2,742","+2,662","+4,134","+8,701","+27,224","+28,098","+20,596","+27,714"
"36","2412","中華電","136","+0.5","+0.37","08/31","+571","+1,363","+1,637","+2,543","+4,069","+5,971","+13,497","+25,630","+43,143","+36,982"
"37","3711","日月光投控","584","-37","-5.96","08/31","+1,043","+1,189","+1,182","+2,537","+3,030","+17,331","-41,181","+5,227","-75,193","+4,553"
"38","2489","瑞軒","42.2","+2","+4.98","08/31","+523","+902","+1,089","+2,533","+4,292","+6,237","-2,885","+37,462","+39,065","+38,829"
"39","2327","國巨*","545","-52","-8.71","08/31","+1,644","+2,067","+1,829","+2,530","+5,065","+9,914","+13,010","+17,894","+22,458","+5,493"
"40","6282","康舒","44.9","-0.4","-0.88","08/31","+562","+944","+1,257","+2,421","+5,374","+6,633","+25,315","+24,884","+36,685","-1,231"
"41","2855","統一證","49.55","+1","+2.06","08/31","-379","+61","+530","+2,279","+5,242","+10,277","+59,120","+62,108","+52,825","+60,560"
"42","8996","高力","1175","-90","-7.11","08/31","+481","+1,035","+1,469","+2,228","+2,598","+3,742","+3,922","+3,780","-1,692","+3,566"
"43","2645","長榮航太","173","-1","-0.57","08/31","+183","+1,030","+1,598","+2,022","+3,462","+4,107","+1,113","-870","+4,490","+2,509"
"44","2880","華南金","41.35","+1.1","+2.73","08/31","+6,007","+8,242","+6,515","+1,944","-17,269","+60,766","+256,840","+322,695","+350,262","+324,085"
"45","2605","新興","35.35","+0.3","+0.86","08/31","+4","+103","+382","+1,918","+2,185","+2,159","-2,651","+1,386","+397","-8,403"
"46","4915","致伸","59.4","-0.2","-0.34","08/31","+150","+347","+892","+1,898","+3,590","+6,845","+19,685","+33,982","+36,279","+34,795"
"47","6278","台表科","199.5","-2","-0.99","08/31","+154","+449","+1,103","+1,838","+2,032","+833","-12,140","+10,023","+11,387","+9,410"
"48","00708L","期元大S&P黃金正2","82.7","-5.45","-6.18","08/31","+1,675","+1,724","+1,761","+1,833","+1,719","+2,301","+2,054","+2,988","+2,771","+4,202"
"49","2363","矽統","51.1","-0.7","-1.35","08/31","+258","+780","+1,270","+1,805","+3,434","+926","+13,692","-3,778","+6,584","-6,434"
"50","8033","雷虎","187","-2.5","-1.32","08/31","+44","+721","+940","+1,748","+1,166","+2,318","-1,135","+1,359","+2,822","+708"
"51","3703","欣陸","19.55","+0.15","+0.77","08/31","+428","+901","+1,237","+1,704","+2,923","+5,617","+3,236","+10,820","+9,888","+10,269"
"52","3090","日電貿","175","+1","+0.57","08/31","+420","+1,568","+1,861","+1,673","+2,866","+10,188","+8,146","+1,874","+8,940","+3,400"
"53","2368","金像電","1165","+35","+3.1","08/31","+740","+1,333","+1,356","+1,643","+1,454","+2,817","+1,494","-3,841","-715","-5,650"
"54","9914","美利達","81.9","-1.2","-1.44","08/31","+184","+653","+870","+1,641","+3,909","+8,204","+6,410","+9,261","+8,055","+9,226"
"55","9958","世紀鋼","90.3","-1.9","-2.06","08/31","+167","+695","+1,209","+1,583","+2,990","+1,865","+5,851","+7,019","+8,983","+9,459"
"56","5388","中磊","77.2","-0.3","-0.39","08/31","+370","+394","+425","+1,552","+5,956","+9,944","+11,617","+9,995","+20,760","+15,939"
"57","6257","矽格","208.5","-10.5","-4.79","08/31","+1,022","+1,023","+1,344","+1,526","+1,893","+2,556","-5,930","-4,698","-526","-4,236"
"58","1316","上曜","10.95","-0.2","-1.79","08/31","+78","+80","+710","+1,497","+1,381","+658","+3,085","+2,456","-13,371","+2,111"
"59","00865B","國泰US短期公債","48.59","+0.08","+0.16","08/31","+896","+1,409","+1,409","+1,409","+1,409","+835","-5,416","+4,956","+11,849","+5,969"
"60","2106","建大","17.1","+0.25","+1.48","08/31","+78","+500","+848","+1,356","+2,349","+3,745","+2,773","+7,483","+7,421","+8,145"
"61","1519","華城","729","-26","-3.44","08/31","+151","+586","+952","+1,340","+2,015","+1,207","+3,526","+14,346","+11,604","+11,870"
"62","6239","力成","277","-10","-3.48","08/31","+146","+137","+988","+1,339","+897","-2,583","-12,109","+4,418","-16,533","+2,248"
"63","00830","國泰費城半導體","81","-1.85","-2.23","08/31","+816","+1,905","+695","+1,318","-81","-11,996","-13,994","-13,560","+862","-2,087"
"64","2882","國泰金","110.5","+5","+4.74","08/31","+1,518","+2,061","+2,017","+1,277","+405","-754","-73,463","-56,851","-352,211","-115,810"
"65","5425","台半","94.8","-1.5","-1.56","08/31","+707","+1,242","+953","+1,247","+6,871","+6,984","+5,205","+7,991","+10,931","+5,345"
"66","00997A","主動群益美國增長","11.08","-0.2","-1.77","08/31","+549","+549","+471","+1,231","+1,231","-6,623","+7,286","","",""
"67","6116","彩晶","14.5","0","0","08/31","+106","+654","+842","+1,223","+1,440","+5,692","+17,882","+26,478","+122,711","+136,446"
"68","3605","宏致","139","+8","+6.11","08/31","+528","+818","+865","+1,200","+804","+728","-3,984","-4,286","-746","-3,302"
"69","3189","景碩","819","-80","-8.9","08/31","+1,070","+1,234","+1,219","+1,177","+2,000","+1,713","+1,174","-5,549","-2,983","-105"
"70","6125","廣運","50.5","-0.5","-0.98","08/31","+233","+398","+612","+1,167","+2,523","+2,464","+1,019","-4,421","-3,997","-4,205"
"71","00937B","群益ESG投等債20+","14.36","+0.02","+0.14","08/31","+50","-1,106","-905","+1,166","-28,911","+11,064","+784","-2,027","-85,483","-41,490"
"72","4904","遠傳","101","+0.5","+0.5","08/31","-101","+480","+652","+1,160","-2,678","-14,442","+14,607","+13,233","+12,581","+15,267"
"73","6139","亞翔","755","-20","-2.58","08/31","+231","+597","+882","+1,110","+1,582","+3,032","+6,927","+6,611","+5,399","+6,648"
"74","00931B","統一美債20年","13.08","+0.02","+0.15","08/31","0","+361","+891","+1,104","+1,348","+2,570","+2,806","-1,464","-1,855","-5,227"
"75","2539","櫻花建","36.15","+1.8","+5.24","08/31","+322","+746","+1,020","+1,103","+1,522","-798","-893","+7,572","+18,034","+9,078"
"76","6415","矽力*-KY","412.5","-45.5","-9.93","08/31","+247","+586","+830","+1,084","+411","+1,432","-6,069","-10,367","-6,603","+1,448"
"77","2881","富邦金","144","0","0","08/31","+4,246","+3,871","+2,494","+1,073","+821","+2,535","-72,105","-119,610","-177,384","-134,236"
"78","009829","大華韓國KOSPI50","10.4","-0.01","-0.1","08/31","+357","+601","+601","+1,056","","","","","",""
"79","2892","第一金","35.3","+0.9","+2.62","08/31","+3,405","+4,852","+1,533","+1,040","-7,123","-10,734","-17,184","+11,734","+14,058","+9,130"
"80","1597","直得","138.5","-13.5","-8.88","08/31","+432","+871","+834","+947","+619","+396","+425","+571","-543","-549"
"81","2375","凱美","127","-6","-4.51","08/31","+120","+803","+855","+947","+1,041","+2,152","+957","+1,234","+3,171","-2,013"
"82","00646","元大S&P500","76.75","-0.1","-0.13","08/31","-432","-249","-239","+946","+2,512","+7,515","-2,551","+12,318","+12,547","+12,519"
"83","8039","台虹","327","-16.5","-4.8","08/31","+56","+850","+602","+942","+4,461","+4,146","+4,474","+5,161","+2,644","+5,224"
"84","009824","群益美國科技巨頭","10","-0.01","-0.1","08/31","+360","+178","+860","+940","+946","+416","","","",""
"85","2369","菱生","31.25","-1.1","-3.4","08/31","+1,004","+875","+1,341","+939","-5","+503","+10,869","+3,668","+10,093","+5,200"
"86","1515","力山","33.4","-1.3","-3.75","08/31","+217","+597","+825","+935","+2,652","+2,897","+3,726","+4,439","+4,120","+4,781"
"87","009805","台新美國電力基建","14.93","-0.32","-2.1","08/31","+36","+818","+818","+934","+2,313","+2,056","-3,326","-11,119","+4,553","+182"
"88","3163","波若威","741","-13","-1.72","08/31","+17","+35","+145","+921","+1,100","+2,153","+3,936","+4,931","+198","+4,553"
"89","6446","藥華藥","1395","-150","-9.71","08/31","+900","+901","+890","+916","+899","+140","+1,530","+499","-8,118","-6,663"
"90","5880","合庫金","25.55","+0.3","+1.19","08/31","+965","+1,084","+1,601","+874","+5,640","-8,558","-113,654","+8,676","+4,093","+25,471"
"91","8046","南電","1230","-10","-0.81","08/31","+161","+416","+608","+873","+1,786","+2,631","-1,047","+1,701","-7,759","+726"
"92","2436","偉詮電","65.7","-1.8","-2.67","08/31","+338","+398","+813","+863","+813","+547","-7,435","-3,075","+1,240","-3,207"
"93","00988A","主動統一全球創新","15.99","-0.4","-2.44","08/31","+714","+714","-103","+860","-13,862","-45,307","-71,591","+20,333","","+28,271"
"94","1514","亞力","102","-3","-2.86","08/31","+399","+789","+763","+845","+589","+1,850","+9,638","+7,996","+7,838","+7,014"
"95","5608","四維航","16.95","+0.25","+1.5","08/31","-37","+175","+275","+837","+3,503","+2,971","+2,841","+3,694","+286","+2,411"
"96","1218","泰山","14.5","-0.05","-0.34","08/31","+54","+255","+516","+823","+1,541","+3,775","+8,447","+4,865","+8,018","+3,956"
"97","00934","中信成長高股息","29.8","+0.19","+0.64","08/31","+77","+171","+216","+807","+1,442","+1,383","+1,464","+1,541","-2,921","+2,072"
"98","3026","禾伸堂","742","0","0","08/31","+868","+988","+899","+788","+2,296","+3,870","+5,271","+6,010","+6,800","+3,964"
"99","3162","精確","72.7","+0.1","+0.14","08/31","+141","+289","+516","+783","+800","+1,328","+617","+459","+3,470","+1,088"
"100","4931","新盛力","259","-13.5","-4.95","08/31","+406","+770","+801","+780","+80","-337","+891","+1,370","+1,494","+2,269"
"101","3413","京鼎","279","-8.5","-2.96","08/31","+292","+383","+461","+778","+1,880","+1,989","-1,572","-3,313","+2,459","-184"
"102","3209","全科","45.85","-1.65","-3.47","08/31","-96","+263","+512","+776","+402","+990","+2,515","+2,283","-941","+1,681"
"103","1712","興農","39.95","+0.15","+0.38","08/31","+110","+333","+488","+771","+1,589","+3,701","+8,087","+11,328","+11,154","+11,412"
