代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
2542,興富發,46.4,1.6,3.57,26W33,08/13,1,6473,20.1,0.3,15,139124,15.4,6.46,5,6760,3.38,0.31,1,9391,29.2,0.44
2886,兆豐金,45.85,-1.1,-2.34,26W33,08/13,-2,-68118,-21.5,-0.46,13,588376,23.5,3.97,-1,-13295,-8.37,-0.09,-2,-46688,-14.7,-0.31
2892,第一金,33.15,0.0,0.0,26W33,08/13,1,30233,14.6,0.21,13,443099,13.3,3.08,-1,-14471,-6.97,-0.1,1,18618,8.97,0.13
1210,大成,52.4,-0.6,-1.13,26W33,08/13,1,123,0.96,0.01,11,51499,24.4,5.76,-2,-960,-2.92,-0.11,1,348,2.74,0.04
2855,統一證,47.35,-0.15,-0.32,26W33,08/13,1,145,0.81,0.01,11,86965,16.3,5.43,0,0,0.0,0.0,1,3280,18.2,0.2
3324,雙鴻,1035.0,-15.0,-1.43,26W33,08/13,-1,-335,-2.71,-0.36,8,24,0.02,0.03,2,524,1.61,0.56,-1,-199,-1.61,-0.21
5880,合庫金,24.2,0.1,0.41,26W33,08/13,-2,-67756,-27.6,-0.43,8,16811,1.82,0.11,1,582,0.48,0.0,-2,-56347,-23.0,-0.36
1409,新纖,25.15,0.35,1.41,26W33,08/13,-6,-44219,-4.81,-2.73,7,2403,0.22,0.15,1,1291,1.93,0.08,-6,-43211,-4.7,-2.67
1477,聚陽,219.5,0.5,0.23,26W33,08/13,-2,-6934,-36.9,-2.81,7,4033,5.88,1.63,-2,-126,-0.67,-0.05,-2,-6505,-34.6,-2.64
2383,台光電,5690.0,-40.0,-0.7,26W33,08/13,1,518,6.47,0.14,6,2534,3.65,0.71,-2,-218,-1.05,-0.06,1,790,9.88,0.22
2409,友達,25.75,-0.5,-1.9,26W33,08/13,-2,-96145,-5.55,-1.27,6,6588,0.1,0.09,-1,-4469,-0.46,-0.06,-2,-93429,-5.39,-1.24
6187,萬潤,1270.0,115.0,9.96,26W33,08/13,3,3824,7.66,3.89,6,1802,2.18,1.83,2,349,0.96,0.36,3,4815,9.65,4.9
006205,富邦上証,41.71,0.13,0.31,26W33,08/13,1,23,1.21,0.02,5,464,3.04,0.49,2,1737,46.0,1.85,4,2395,29.6,2.55
00645,富邦日本,58.95,0.65,1.11,26W33,08/13,-1,-195,-34.4,-0.45,5,494,12.0,1.15,1,231,40.7,0.54,6,1207,25.0,2.81
00652,富邦印度,33.68,-0.1,-0.3,26W33,08/13,9,3264,21.4,5.22,5,499,6.53,0.8,5,1401,18.3,2.24,13,7646,31.8,12.2
00662,富邦NASDAQ,122.95,0.65,0.53,26W33,08/13,-2,-4605,-14.7,-0.52,5,622,0.66,0.07,-20,-151682,-31.5,-17.0,-20,-143473,-29.8,-16.1
00709,富邦歐洲,41.64,-0.01,-0.02,26W33,08/13,-1,-1,-0.18,-0.01,5,785,34.0,5.08,3,483,30.5,3.12,17,3130,43.2,20.2
009814,富邦標普500,11.59,0.02,0.17,26W33,08/13,-2,-349,-4.42,-0.24,5,7745,31.9,5.32,-2,-1546,-19.6,-1.06,19,61307,39.6,42.1
1714,和桐,16.7,-0.7,-4.02,26W33,08/13,-2,-26367,-11.1,-2.66,5,4030,0.75,0.41,-1,-14,-0.01,0.0,-2,-24265,-10.3,-2.45
2015,豐興,63.6,0.1,0.16,26W33,08/13,-1,-438,-47.7,-0.08,5,232,2.67,0.04,1,39,4.25,0.01,-1,-396,-43.2,-0.07
2486,一詮,231.5,1.5,0.65,26W33,08/13,-1,-2402,-9.54,-1.03,5,2194,1.06,0.94,1,89,0.36,0.04,-1,-2063,-8.2,-0.88
2880,華南金,39.1,-2.35,-5.67,26W33,08/13,-4,-140955,-24.3,-1.01,5,135955,19.2,0.98,-2,-13652,-4.84,-0.1,-2,-24566,-8.71,-0.18
2881,富邦金,128.5,1.5,1.18,26W33,08/13,7,103686,11.8,0.74,5,27510,5.46,0.2,-2,-2152,-1.57,-0.02,7,83937,9.59,0.6
2884,玉山金,37.3,0.55,1.5,26W33,08/13,-2,-38817,-13.3,-0.24,5,13680,1.3,0.08,-2,-2853,-0.98,-0.02,-2,-38596,-13.3,-0.24
3008,大立光,4660.0,115.0,2.53,26W33,08/13,-8,-8341,-9.07,-6.38,5,2951,5.16,2.26,2,221,1.09,0.17,1,178,2.27,0.14
3491,昇達科,1345.0,25.0,1.89,26W33,08/13,-2,-575,-3.48,-0.84,5,390,0.78,0.57,3,450,1.56,0.65,-1,-303,-4.84,-0.44
3703,欣陸,20.0,0.0,0.0,26W33,08/13,-2,-6706,-44.4,-0.81,5,409,1.24,0.05,-2,-73,-0.48,-0.01,-2,-6777,-44.8,-0.82
4551,智伸科,174.0,1.5,0.87,26W33,08/13,-2,-3888,-29.9,-3.37,5,1915,6.12,1.66,1,93,1.06,0.08,-2,-2442,-18.8,-2.12
4749,新應材,798.0,-11.0,-1.36,26W33,08/13,-2,-742,-10.4,-0.78,5,516,2.32,0.54,2,11,0.16,0.01,-1,-444,-15.7,-0.47
5274,信驊,17490.0,120.0,0.69,26W33,08/13,-1,-24,-2.32,-0.06,5,793,10.5,1.91,1,1,0.12,0.0,2,290,12.0,0.7
8114,振樺電,214.5,-0.5,-0.23,26W33,08/13,-1,-226,-6.15,-0.3,5,522,1.54,0.68,-1,-234,-6.36,-0.31,-1,-440,-12.0,-0.58
1227,佳格,28.9,0.2,0.7,26W33,08/13,-2,-2059,-24.7,-0.22,4,27,0.1,0.0,1,54,1.55,0.01,-2,-2361,-28.4,-0.26
1434,福懋,17.6,-0.1,-0.56,26W33,08/13,1,2069,29.0,0.12,4,44,0.04,0.0,1,42,0.59,0.0,1,2115,29.6,0.13
1560,中砂,707.0,-21.0,-2.88,26W33,08/13,1,465,7.35,0.31,4,3322,11.0,2.22,-6,-455,-1.06,-0.3,1,353,5.58,0.24
1717,長興,78.2,-0.4,-0.51,26W33,08/13,2,35355,24.7,2.99,4,4828,1.89,0.41,2,2237,1.56,0.19,2,39921,27.9,3.37
1736,喬山,140.5,1.5,1.08,26W33,08/13,2,1972,15.3,0.65,4,920,4.21,0.3,1,13,0.22,0.0,2,2510,19.5,0.83
1904,正隆,24.65,-0.5,-1.99,26W33,08/13,3,13480,31.1,1.22,4,50,0.1,0.0,1,345,1.5,0.03,3,13630,31.5,1.23
2023,燁輝,13.7,-0.1,-0.72,26W33,08/13,1,166,5.81,0.01,4,81,0.32,0.0,1,216,7.54,0.01,1,386,13.5,0.02
2201,裕隆,28.7,0.35,1.23,26W33,08/13,1,2013,18.8,0.19,4,864,1.74,0.08,1,83,0.78,0.01,1,2130,19.9,0.2
2207,和泰車,524.0,20.0,3.97,26W33,08/13,-2,-226,-6.54,-0.04,4,144,1.4,0.03,1,20,1.58,0.0,-2,-202,-5.86,-0.04
2379,瑞昱,758.0,-8.0,-1.04,26W33,08/13,-1,-313,-3.66,-0.06,4,3328,4.19,0.65,2,89,0.32,0.02,-1,-126,-1.48,-0.02
2455,全新,384.0,-0.5,-0.13,26W33,08/13,1,751,4.58,0.41,4,1626,0.92,0.88,2,605,0.68,0.33,1,1436,8.76,0.78
2493,揚博,236.0,-7.0,-2.88,26W33,08/13,-2,-4687,-11.1,-3.7,4,311,0.42,0.25,2,165,0.39,0.13,-2,-4475,-10.6,-3.53
2610,華航,20.1,-0.15,-0.74,26W33,08/13,-1,-130831,-53.4,-2.14,4,26355,2.95,0.43,-2,-4400,-1.09,-0.07,-1,-131979,-53.9,-2.16
2883,凱基金,31.5,0.3,0.96,26W33,08/13,9,408769,15.1,2.2,4,51221,5.88,0.28,-2,-6315,-1.81,-0.03,9,484300,17.9,2.61
3017,奇鋐,3200.0,290.0,9.97,26W33,08/13,2,5895,11.6,1.5,4,6377,6.8,1.62,4,811,0.86,0.21,4,10833,11.5,2.76
3081,聯亞,2665.0,-60.0,-2.2,26W33,08/13,-1,-298,-3.84,-0.29,4,3069,5.21,3.02,2,393,1.94,0.39,2,2422,12.0,2.38
3231,緯創,197.0,3.5,1.81,26W33,08/13,5,298344,13.6,9.38,4,34016,1.67,1.07,1,550,0.25,0.02,5,329434,15.0,10.4
3443,創意,5540.0,410.0,7.99,26W33,08/13,3,729,2.29,0.54,4,1253,3.07,0.94,2,115,0.54,0.09,3,1526,4.78,1.14
6197,佳必琪,312.0,6.5,2.13,26W33,08/13,1,972,14.8,0.8,4,112,0.28,0.09,-6,-439,-0.62,-0.36,1,951,14.5,0.78
6239,力成,283.0,1.5,0.53,26W33,08/13,-5,-35221,-6.86,-4.64,4,6753,1.69,0.89,1,3,0.0,0.0,-5,-31890,-6.22,-4.2
6789,采鈺,451.0,-1.5,-0.33,26W33,08/13,1,521,10.6,0.16,4,45,0.14,0.01,1,31,0.63,0.01,1,552,11.3,0.17
6805,富世達,1830.0,-5.0,-0.27,26W33,08/13,-2,-3456,-15.2,-5.04,4,5156,15.8,7.52,-1,-5,-0.05,-0.01,3,1454,5.21,2.12
6944,兆聯實業,755.0,8.0,1.07,26W33,08/13,-4,-2309,-17.6,-3.01,4,129,0.98,0.17,1,7,0.57,0.01,-4,-2198,-16.8,-2.87
0056,元大高股息,53.0,0.3,0.57,26W33,08/13,2,69968,20.2,0.49,3,2616,0.32,0.02,2,83300,24.1,0.58,2,155368,44.9,1.09
00980A,主動野村臺灣優選,25.2,0.47,1.9,26W33,08/13,1,5201,7.85,0.64,3,68244,23.3,8.39,-4,-107575,-32.0,-13.2,-3,-10017,-3.42,-1.23
00991A,主動復華未來50,18.19,0.4,2.25,26W33,08/13,-1,-5808,-1.47,-0.11,3,8100,0.29,0.16,2,65285,5.32,1.29,2,152124,12.4,3.0
1440,南紡,13.65,0.05,0.37,26W33,08/13,2,5328,25.4,0.32,3,14,0.04,0.0,1,590,4.1,0.04,2,5550,26.5,0.33
1476,儒鴻,326.5,2.0,0.62,26W33,08/13,-2,-2571,-17.5,-0.94,3,397,1.52,0.14,3,328,1.25,0.12,-1,-2195,-36.6,-0.8
