"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"1","00793B","群益AAA-A醫療債","29.72","-0.28","-0.93","26W30","07/24","57.5","-0.42","57.5","-0.42","85.1","-0.39","100","0"
"2","00643K","群益深証中小+R","3.91","0","0","26W30","07/24","100","0","100","0","100","0","100","0"
"3","00657K","國泰日經225+U","24.8","+0.14","+0.57","26W30","07/24","100","0","100","0","100","0","100","0"
"4","00668K","國泰美國道瓊+U","19.63","+0.06","+0.31","26W30","07/24","100","0","100","0","100","0","100","0"
"5","00636K","國泰中國A50+U","8.79","+0.01","+0.11","26W30","07/24","100","0","100","0","100","0","100","0"
"6","006204","永豐臺灣加權","230.7","+0.9","+0.39","26W30","07/24","67.9","-0.07","86.5","-0.07","100","0","100","0"
"7","0057","富邦摩台","319.55","+0.6","+0.19","26W30","07/24","56.3","+0.28","100","0","100","0","100","0"
"8","00625K","富邦上証+R","8.57","0","0","26W30","07/24","65.5","0","100","0","100","0","100","0"
"9","00860B","群益1-5Y投資級債","37.66","-0.24","-0.63","26W30","07/24","70.9","-3.85","75.8","-3.85","75.8","-3.85","75.8","-3.85"
"10","00728","第一金工業30","69.2","+0.95","+1.39","26W30","07/24","88.8","+0.09","94.1","-0.56","98.7","+0.06","100","0"
"11","009818","華南永昌NASDAQxT","19.9","+0.15","+0.76","26W30","07/24","77.8","-1.27","85.9","-1.65","92.1","-1.45","92.1","-1.45"
"12","00899","FT潔淨能源","23.41","-0.01","-0.04","26W30","07/24","83.1","-0.28","88.7","-2.11","91.3","+0.5","91.3","+0.5"
"13","00701","國泰股利精選30","38.3","+0.6","+1.59","26W30","07/24","88.2","+0.45","90.2","+0.61","92","+0.65","93.7","+0.33"
"14","00861","元大全球未來通訊","85.4","-0.6","-0.7","26W30","07/24","89.9","-0.21","91.7","-0.51","94.6","-0.22","94.6","-1.05"
"15","00939","統一台灣高息動能","22.79","+0.07","+0.31","26W30","07/24","81.3","-0.16","89.5","-0.15","92.5","-0.19","93.3","-0.24"
"16","00905","FT臺灣Smart","26.57","+0.22","+0.83","26W30","07/24","82.5","-1.15","88.9","-1.39","92","-1.54","93.2","-1.6"
"17","00893","國泰智能電動車","42.89","+0.16","+0.37","26W30","07/24","84.1","+0.55","89","+0.6","91.7","+0.51","92.9","+0.48"
"18","00930","永豐ESG低碳高息","23.89","-0.05","-0.21","26W30","07/24","86","+0.63","89.2","+0.82","91.7","+0.68","91.7","+0.68"
"19","00896","中信綠能及電動車","28.04","+0.25","+0.9","26W30","07/24","82.2","+0.7","89","+0.77","91","+0.79","91.7","+0.54"
"20","009822","華南永昌未來金融","9.87","+0.01","+0.1","26W30","07/24","74.6","-0.56","82.1","-0.42","88.6","-0.38","90.5","-0.77"
"21","00936","台新永續高息中小","21.35","-0.11","-0.51","26W30","07/24","82.2","-0.18","88.2","-0.43","90.2","-0.08","90.5","-0.08"
"22","00944","野村趨勢動能高息","21","+0.11","+0.53","26W30","07/24","82.2","-0.74","86.4","-0.17","88.1","-1.47","91","-1.11"
"23","00929","復華台灣科技優息","29.13","+0.08","+0.28","26W30","07/24","76.9","-0.2","86.5","-0.15","90.3","-0.17","91.3","-0.18"
"24","009808","華南永昌優選50","30.76","+0.33","+1.08","26W30","07/24","74.6","-0.03","81.2","-0.43","90.2","+0.1","90.2","+0.1"
"25","00895","富邦未來車","50.3","+0.35","+0.7","26W30","07/24","83.3","+0.09","87.5","+0.03","89.5","+0.14","90","+0.33"
"26","006208","富邦台50","245.1","+1.95","+0.8","26W30","07/24","86.6","-0.08","88.9","-0.1","89.8","-0.14","90.1","-0.15"
"27","00934","中信成長高股息","29.61","+0.15","+0.51","26W30","07/24","82.8","-0.85","88.1","-0.98","90.2","-1.09","91.3","-1.11"
"28","8349A","恒耀甲特","45.6","+0.05","+0.11","26W30","07/24","55.6","+0.01","68","-0.1","89.7","0","100","0"
"29","00961","FT臺灣永續高息","13.17","0","0","26W30","07/24","71.6","-2.31","82.6","-2.7","88.6","-3.21","91","-3.88"
"30","009804","聯邦台精彩50","22.69","+0.29","+1.29","26W30","07/24","76.3","-1.02","85.7","-1.23","91.9","-1.69","94.1","-1.76"
"31","00878","國泰永續高股息","33","+0.29","+0.89","26W30","07/24","75.1","+0.13","84.4","+0.14","88.7","+0.14","90.1","+0.13"
"32","00907","永豐優息存股","17.11","-0.09","-0.52","26W30","07/24","78.5","+0.54","84.6","+0.27","87.1","+0.43","87.7","+0.45"
"33","00919","群益台灣精選高息","31.44","+0.13","+0.42","26W30","07/24","73.1","+0.02","83.8","+0.01","89.1","-0.04","90.8","-0.02"
"34","0051","元大中型100","146","+0.2","+0.14","26W30","07/24","82.5","+0.06","85.3","+0.51","86.8","+0.58","93.6","+2.8"
"35","00932","兆豐永續高息等權","17.52","-0.12","-0.68","26W30","07/24","79.5","+1.58","85.7","+1.62","88.1","+1.9","88.9","+2.36"
"36","2314","台揚","11.6","-0.15","-1.28","26W30","07/24","79.6","-0.03","85.7","+0.17","90.2","-0.02","93.3","-0.01"
"37","00875","國泰網路資安","55.75","+2.3","+4.3","26W30","07/24","74.9","-0.5","79.2","-0.46","84.3","-0.61","92.4","+3"
"38","0056","元大高股息","53.85","+0.25","+0.47","26W30","07/24","75.8","-0.07","83.9","-0.02","87.9","-0.06","89.2","-0.08"
"39","00888","永豐台灣ESG","33.76","+0.85","+2.58","26W30","07/24","85.7","+5.21","91.3","+6.35","94.8","+7.39","95.7","+7.66"
"40","00918","大華優利高填息30","34.26","+0.14","+0.41","26W30","07/24","74.2","+0.27","83.2","+0.38","87.3","+0.43","88.7","+0.46"
"41","00690","兆豐藍籌30","78.1","+1.55","+2.02","26W30","07/24","81.6","+0.32","86.7","+0.16","88.7","-0.72","90.9","-0.25"
"42","00927","群益半導體收益","36.71","+0.46","+1.27","26W30","07/24","75.6","-0.8","83","-0.99","87","-1.21","88.4","-1.4"
"43","009819","中信數據及電力","9.89","-0.02","-0.2","26W30","07/24","74.8","-0.34","81.9","-0.36","86.2","+0.13","87.8","+0.07"
"44","00891","中信關鍵半導體","34.58","+0.31","+0.9","26W30","07/24","74.9","-1.22","82.2","-1.25","86.4","-1.17","87.6","-1.24"
"45","00783","富邦中証500","28.27","-0.08","-0.28","26W30","07/24","61.9","+0.44","73.9","+0.37","91.9","-0.68","100","0"
"46","3580","友威科","82.3","+1.4","+1.73","26W30","07/24","67.7","+0.68","76.6","+1.09","89.2","-0.06","92.9","-0.03"
"47","00894","中信小資高價30","46.94","+0.57","+1.23","26W30","07/24","77.1","-0.24","81.3","-0.23","84.8","-0.32","85.2","-1.27"
"48","00921","兆豐龍頭等權重","24.48","-0.16","-0.65","26W30","07/24","83.2","+0.01","86.8","+0.02","88.1","+0.03","91.1","+0.27"
"49","9103","美德醫療-DR","5.08","-0.06","-1.17","26W30","07/24","69.7","-0.07","79.8","-0.24","88.3","-0.34","92.2","-0.09"
"50","00940","元大台灣價值高息","12.69","+0.02","+0.16","26W30","07/24","69.8","-0.09","81.1","-0.11","87.4","-0.12","89.6","-0.12"
"51","00909","國泰數位支付服務","47.82","+0.87","+1.85","26W30","07/24","80.8","-0.44","84.7","-0.57","87.3","-0.9","88.6","-0.49"
