排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2382,廣達,327.0,-6.5,-1.95,08/17,-28837,-38238,-63848,-121479,-154461,-127950,14411.0,23195.0,16331.0,5586.0
2,2002,中鋼,18.95,0.1,0.53,08/17,2732,237,-10515,-58794,-57560,-136871,-173011.0,-115205.0,5233.0,-173942.0
3,6770,力積電,69.7,-4.9,-6.57,08/17,-38675,-36427,-37601,-37102,-20559,49468,-106342.0,136865.0,-30124.0,84217.0
4,2356,英業達,64.9,-1.8,-2.7,08/17,-11857,-22907,-34275,-30799,-38365,-68642,-7013.0,-109031.0,-56410.0,-77031.0
5,1605,華新,37.1,-1.4,-3.64,08/17,-3955,-5547,-26257,-30588,-40848,-29754,-11470.0,-59645.0,23867.0,-119143.0
6,2408,南亞科,515.0,-9.0,-1.72,08/17,-3228,-6039,-13661,-24230,-24666,13946,18859.0,32768.0,-18293.0,32895.0
7,1216,統一,76.2,1.0,1.33,08/17,-10532,-9543,-14357,-23501,-55749,-41680,-24726.0,25871.0,138619.0,65973.0
8,2344,華邦電,176.5,-5.0,-2.75,08/17,334,-965,2909,-19695,-71727,-112973,-96590.0,60523.0,-46927.0,55181.0
9,8112,至上,90.3,-3.2,-3.42,08/17,-5393,-7422,-11677,-17491,-22685,-31866,1407.0,-16548.0,4732.0,-25760.0
10,009816,凱基台灣TOP50,15.31,-0.21,-1.35,08/17,-4798,-4955,-4998,-17317,-66362,-55386,6313.0,101822.0,,
11,2892,第一金,33.7,0.3,0.9,08/17,-4077,-11528,-13516,-15706,-6127,-5166,13111.0,18146.0,19496.0,16253.0
12,2354,鴻準,59.9,-1.8,-2.92,08/17,-2879,-5545,-6460,-14758,-17774,-19945,-17324.0,14557.0,29200.0,19490.0
13,00631L,元大台灣50正2,34.81,-1.14,-3.17,08/17,-299,-6853,-7827,-13363,-41569,-20923,-4361.0,333195.0,328789.0,332600.0
14,5880,合庫金,24.95,0.05,0.2,08/17,1377,32,-12240,-12834,-12638,-14887,-80739.0,5648.0,-1411.0,19831.0
15,1717,長興,70.5,-1.3,-1.81,08/17,-7346,-8313,-11932,-12032,-12382,-2846,-25411.0,8473.0,34677.0,18378.0
16,5371,中光電,86.3,-3.0,-3.36,08/17,-166,-407,-1737,-11854,-26846,-25817,-24827.0,-24444.0,-5570.0,-22484.0
17,00981A,主動統一台股增長,29.61,-0.78,-2.57,08/17,1472,1709,148,-10713,-25268,-147601,-67634.0,50276.0,128466.0,103760.0
18,1402,遠東新,27.8,0.25,0.91,08/17,-1757,-2724,-7389,-10169,-22740,-56567,-204796.0,-1308.0,2586.0,-2269.0
19,2317,鴻海,249.0,-6.0,-2.35,08/17,-1311,-2367,-4740,-10118,-32346,-35865,-34091.0,-28520.0,-71720.0,7276.0
20,2883,凱基金,30.95,-0.45,-1.43,08/17,4506,4546,-8984,-10090,-14932,-1212,50017.0,68870.0,-16184.0,66071.0
21,4763,材料*-KY,50.4,0.3,0.6,08/17,-2601,-5772,-7710,-9935,-12665,-11118,-12512.0,-18348.0,11860.0,-15400.0
22,8422,可寧衛*,27.1,0.65,2.46,08/17,-136,-1223,-2051,-9655,-13946,-12720,3237.0,7334.0,95111.0,3186.0
23,0056,元大高股息,52.7,-0.3,-0.57,08/17,-1862,-2487,-3035,-9189,-63695,-25662,-79383.0,-30798.0,64144.0,-91911.0
24,2377,微星,148.0,-1.5,-1.0,08/17,-4449,-6768,-8891,-9140,-13997,-11523,7215.0,18729.0,48885.0,38218.0
25,2603,長榮,238.0,6.5,2.81,08/17,-2357,-3275,-7224,-8021,-16304,-52086,-64212.0,-62825.0,-40736.0,-74914.0
