排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
301,009807,台新標普科技精選,16.2,-0.55,-3.28,26W29,07/17,44.2,0.35,44.2,0.35,37.4,0.35
302,2440,太空梭,15.55,-1.05,-6.33,26W29,07/17,69.1,-0.24,67.2,0.34,67.2,0.34
303,00640L,富邦日本正2,97.95,-8.3,-7.81,26W29,07/17,16.7,0.34,16.7,0.34,16.7,0.34
304,00688L,國泰20年美債正2,6.72,-0.01,-0.15,26W29,07/17,41.2,0.06,36.9,0.2,33.0,0.34
305,6187,萬潤,975.0,-100.0,-9.3,26W29,07/17,41.4,-0.49,37.2,-2.53,33.4,0.34
306,911868,同方友友-DR,1.2,0.01,0.84,26W29,07/17,30.7,-0.11,26.9,0.34,23.7,0.33
307,2027,大成鋼,40.65,-0.35,-0.85,26W29,07/17,72.3,0.34,71.0,0.27,70.2,0.33
308,1733,五鼎,31.15,-0.5,-1.58,26W29,07/17,40.5,0.33,37.6,0.33,32.8,0.33
309,00633L,富邦上証正2,46.4,-3.95,-7.85,26W29,07/17,27.6,0.49,24.6,0.43,20.7,0.33
310,6416,瑞祺電通,91.3,-3.6,-3.79,26W29,07/17,41.7,1.22,39.7,0.36,35.9,0.32
311,00916,國泰全球品牌50,26.58,-0.19,-0.71,26W29,07/17,13.5,0.5,12.9,0.47,10.0,0.32
312,1104,環泥,26.6,-0.35,-1.3,26W29,07/17,69.7,0.08,68.3,0.09,67.4,0.32
313,1219,福壽,12.15,-0.25,-2.02,26W29,07/17,61.6,0.82,60.2,0.82,57.9,0.32
314,1907,永豐餘,28.15,-0.25,-0.88,26W29,07/17,83.4,0.23,82.3,0.18,81.3,0.32
315,00752,中信中國50,22.71,-0.94,-3.97,26W29,07/17,32.9,0.33,31.9,0.32,31.3,0.32
316,2881C,富邦金丙特,50.8,-0.1,-0.2,26W29,07/17,83.2,0.02,81.8,0.02,81.3,0.31
317,7760,享溫馨,34.2,0.15,0.44,26W29,07/17,53.3,1.24,48.4,0.31,47.1,0.31
318,00709,富邦歐洲,40.2,-0.19,-0.47,26W29,07/17,21.1,0.02,7.77,0.31,7.77,0.31
319,6209,今國光,69.3,-7.6,-9.88,26W29,07/17,39.7,0.98,36.7,1.45,33.6,0.31
320,3031,佰鴻,26.2,-1.75,-6.26,26W29,07/17,59.8,-0.21,59.4,-0.23,58.4,0.3
321,9939,宏全,125.5,0.0,0.0,26W29,07/17,58.5,0.46,54.9,0.06,51.3,0.3
322,9911,櫻花,83.8,-0.4,-0.48,26W29,07/17,65.9,-0.14,64.9,-0.14,62.0,0.3
323,1786,科妍,51.2,-1.2,-2.29,26W29,07/17,47.9,0.21,45.2,0.16,44.0,0.3
324,2015,豐興,63.7,-0.6,-0.93,26W29,07/17,84.9,-0.18,83.5,0.31,82.0,0.3
325,2542,興富發,43.3,-0.05,-0.12,26W29,07/17,61.5,0.21,60.2,0.3,59.4,0.3
326,4129,聯合,91.1,-1.5,-1.62,26W29,07/17,51.3,0.3,49.1,0.29,47.2,0.29
327,4167,松瑞藥,20.65,-0.9,-4.18,26W29,07/17,38.0,0.73,35.8,0.55,34.3,0.29
328,9941,裕融,82.4,-1.8,-2.14,26W29,07/17,69.6,0.0,68.0,0.0,67.6,0.29
329,00643,群益深証中小,18.78,-1.17,-5.86,26W29,07/17,34.6,1.09,28.9,-0.87,25.0,0.29
330,6016,康和證,24.0,-1.45,-5.7,26W29,07/17,47.7,-0.15,46.2,0.3,44.6,0.29
331,2545,皇翔,34.3,-0.55,-1.58,26W29,07/17,75.1,0.02,74.6,0.02,73.9,0.28
332,5534,長虹,81.2,-0.5,-0.61,26W29,07/17,67.0,0.23,64.2,0.03,60.8,0.28
333,6727,亞泰金屬,367.5,-40.5,-9.93,26W29,07/17,18.3,0.22,13.0,0.28,9.69,0.28
334,2520,冠德,35.7,-0.2,-0.56,26W29,07/17,70.4,0.38,68.9,0.16,68.2,0.28
335,6261,久元,83.9,-7.0,-7.7,26W29,07/17,36.3,0.16,33.5,0.22,30.0,0.27
336,3032,偉訓,76.1,-3.5,-4.4,26W29,07/17,47.6,0.42,45.8,1.05,44.2,0.27
337,00931B,統一美債20年,13.51,0.07,0.52,26W29,07/17,73.5,0.28,73.1,0.22,72.6,0.27
338,1905,華紙,14.35,-0.45,-3.04,26W29,07/17,70.5,0.13,69.9,0.26,69.3,0.27
339,1789,神隆,19.85,-0.8,-3.87,26W29,07/17,75.6,-0.06,75.1,0.02,74.8,0.27
340,9802,鈺齊-KY,73.7,-2.2,-2.9,26W29,07/17,60.1,0.38,58.1,-0.23,56.3,0.27
341,4198,欣大健康,38.05,-2.05,-5.11,26W29,07/17,81.4,0.27,81.4,0.27,77.3,0.27
342,2615,萬海,79.5,-1.2,-1.49,26W29,07/17,84.4,0.33,83.6,0.33,82.8,0.26
343,2887G,台新新光庚特一,42.6,-0.1,-0.23,26W29,07/17,40.2,0.3,39.3,0.24,34.1,0.26
344,4102,永日,20.45,0.0,0.0,26W29,07/17,39.8,-1.2,39.8,0.26,33.4,0.26
345,3504,揚明光,64.0,-5.6,-8.05,26W29,07/17,62.4,0.42,61.8,1.1,60.3,0.26
346,00943,兆豐電子高息等權,20.97,-0.98,-4.46,26W29,07/17,34.7,0.44,34.7,0.44,32.5,0.26
347,3105,穩懋,332.5,-36.5,-9.89,26W29,07/17,49.4,0.23,48.0,0.27,46.9,0.26
348,009806,台新標普500,13.46,-0.15,-1.1,26W29,07/17,56.5,0.26,52.3,0.26,52.3,0.26
349,00980B,台新特選IG債10+,9.5,0.05,0.53,26W29,07/17,38.9,0.25,38.9,0.25,37.0,0.25
350,6109,亞元,11.75,-0.45,-3.69,26W29,07/17,47.3,0.04,44.1,-0.77,38.7,0.25
351,00956,中信日經高股息,12.33,-0.15,-1.2,26W29,07/17,20.6,2.78,18.6,2.84,13.1,0.25
352,3048,益登,50.7,-5.1,-9.14,26W29,07/17,48.2,0.24,46.4,0.25,45.4,0.25
353,2618,長榮航,41.2,-0.7,-1.67,26W29,07/17,78.6,0.24,77.4,0.2,76.6,0.25
354,2467,志聖,558.0,-62.0,-10.0,26W29,07/17,66.1,1.55,61.8,0.26,60.2,0.25
355,6462,神盾,99.2,-2.3,-2.27,26W29,07/17,27.8,0.81,24.1,0.25,21.4,0.25
356,1229,聯華,40.85,-0.6,-1.45,26W29,07/17,64.2,0.23,63.4,0.23,62.7,0.24
357,3206,志豐,34.8,-2.0,-5.43,26W29,07/17,50.0,0.25,48.8,0.25,42.7,0.24
358,2472,立隆電,288.0,-32.0,-10.0,26W29,07/17,54.0,-1.41,51.4,-0.33,48.1,0.24
359,2365,昆盈,29.65,-2.05,-6.47,26W29,07/17,21.2,0.11,19.9,-0.14,18.7,0.24
360,9908,大台北,29.15,0.0,0.0,26W29,07/17,78.3,-0.07,76.9,0.05,74.5,0.24
361,00996A,主動兆豐台灣豐收,13.17,-1.25,-8.67,26W29,07/17,14.6,0.23,13.3,0.24,12.1,0.24
362,6456,GIS-KY,64.8,-4.9,-7.03,26W29,07/17,46.1,0.26,45.1,0.24,44.6,0.24
363,2014,中鴻,17.05,-0.55,-3.12,26W29,07/17,48.5,0.3,47.5,0.24,46.9,0.24
364,6418,詠昇,29.1,-2.75,-8.63,26W29,07/17,54.4,0.23,52.4,0.23,52.4,0.23
365,00706L,期元大S&P日圓正2,18.35,-0.1,-0.54,26W29,07/17,25.7,0.24,22.6,0.26,19.6,0.23
366,2514,龍邦,12.85,-0.1,-0.77,26W29,07/17,87.3,0.07,85.7,0.44,84.8,0.23
367,6244,茂迪,25.95,-0.55,-2.08,26W29,07/17,30.2,-0.02,28.9,-0.22,28.0,0.23
368,9934,成霖,10.6,-0.2,-1.85,26W29,07/17,62.4,0.1,61.2,0.24,58.8,0.23
369,5902,德記,33.9,-0.25,-0.73,26W29,07/17,83.3,0.23,82.6,0.23,81.6,0.23
370,6142,友勁,9.39,-0.66,-6.57,26W29,07/17,55.8,0.54,53.6,0.75,51.5,0.23
371,6150,撼訊,57.0,-3.4,-5.63,26W29,07/17,13.4,0.3,12.0,0.23,12.0,0.23
372,2395,研華,513.0,-6.0,-1.16,26W29,07/17,82.0,0.41,80.3,0.34,78.2,0.23
373,5009,榮剛,33.5,-1.45,-4.15,26W29,07/17,46.1,0.28,44.8,0.2,44.1,0.23
374,4904,遠傳,103.0,2.0,1.98,26W29,07/17,92.5,0.16,91.6,0.14,90.9,0.23
375,2392,正崴,35.55,-0.95,-2.6,26W29,07/17,46.4,0.34,45.0,0.07,44.2,0.22
376,2912,統一超,243.0,-2.5,-1.02,26W29,07/17,83.5,0.41,81.4,0.3,80.4,0.22
377,2241,艾姆勒,36.55,-2.4,-6.16,26W29,07/17,38.6,-0.58,35.2,-0.7,32.6,0.22
378,00981A,主動統一台股增長,26.43,-2.52,-8.7,26W29,07/17,17.0,0.14,15.8,0.11,14.9,0.22
379,1540,喬福,21.65,-0.8,-3.56,26W29,07/17,29.3,0.28,27.0,0.28,23.7,0.22
380,00786B,元大10年IG銀行債,33.03,0.1,0.3,26W29,07/17,25.0,-0.02,25.0,-0.02,20.7,0.22
381,006206,元大上證50,36.87,-1.25,-3.28,26W29,07/17,19.5,-0.15,17.2,0.34,11.1,0.22
382,6835,圓裕,32.05,-0.6,-1.84,26W29,07/17,73.6,0.21,68.7,0.21,68.7,0.21
383,5269,祥碩,1435.0,-80.0,-5.28,26W29,07/17,57.1,1.19,54.5,0.21,54.5,0.21
384,2328,廣宇,46.2,-3.15,-6.38,26W29,07/17,39.5,0.21,37.7,0.07,36.5,0.21
385,00780B,國泰A級金融債,37.74,0.11,0.29,26W29,07/17,97.5,-0.07,97.5,0.21,97.2,0.21
386,6741,91APP*-KY,56.7,-1.8,-3.08,26W29,07/17,66.3,-0.66,63.9,-0.61,58.8,0.21
387,00845B,富邦新興投等債,33.83,0.13,0.39,26W29,07/17,99.3,-0.21,99.3,-0.21,99.3,0.21
388,00932,兆豐永續高息等權,17.04,-0.6,-3.4,26W29,07/17,13.4,0.17,13.4,0.17,12.0,0.2
