證券代號,證券名稱,交易別,成交價,成交股數,成交金額
01002T,土銀國泰R1,配對交易,13.50,"10,000,000","135,000,000"
1590,亞德客-KY,配對交易,"1,552.50","13,000","20,182,500"
1731,美吾華,配對交易,20.55,"3,602,381","74,028,930"
2033,佳大,配對交易,15.30,"7,100,000","108,630,000"
2059,川湖,配對交易,"11,110.00","32,000","355,520,000"
2308,台達電,配對交易,"1,660.34","72,000","119,544,480"
2308,台達電,配對交易,"1,660.33","128,000","212,522,240"
2330,台積電,配對交易,"2,390.00","196,000","468,440,000"
2330,台積電,配對交易,"2,386.03","166,950","398,347,708"
2330,台積電,配對交易,"2,386.01","148,050","353,248,780"
2330,台積電,配對交易,"2,380.00","642,000","1,527,960,000"
2330,台積電,配對交易,"2,379.11","362,000","861,237,820"
2330,台積電,配對交易,"2,370.70","15,000","35,560,500"
2330,台積電,配對交易,"2,368.01","7,382","17,480,650"
2330,台積電,配對交易,"2,367.97","6,618","15,671,225"
2356,英業達,配對交易,64.95,"308,000","20,004,600"
2377,微星,配對交易,154.00,"2,145,829","330,457,666"
2379,瑞昱,配對交易,744.00,"524,724","390,394,656"
2395,研華,配對交易,632.48,"72,000","45,538,560"
2882,國泰金,配對交易,98.95,"199,000","19,691,050"
3036,文曄,配對交易,233.50,"940,000","219,490,000"
3665,貿聯-KY,配對交易,"2,200.00","59,000","129,800,000"
6116,彩晶,配對交易,13.55,"2,169,400","29,395,370"
6442,光聖,配對交易,"1,375.00","237,000","325,875,000"
8464,億豐,配對交易,382.50,"355,000","135,787,500"
總計,,,,"29,501,334","6,349,809,236"
