單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"9,919,729,990","18,594,023,919","-8,674,293,929"
自營商(避險),"31,528,976,847","42,283,419,627","-10,754,442,780"
投信,"47,011,577,882","19,846,417,822","27,165,160,060"
外資及陸資(不含外資自營商),"447,661,494,099","453,393,026,925","-5,731,532,826"
外資自營商,0,0,0
合計,"536,121,778,818","534,116,888,293","2,004,890,525"
