證券代號,證券名稱,交易別,成交價,成交股數,成交金額
1423,利華,配對交易,33.30,"920,000","30,636,000"
1560,中砂,配對交易,659.21,"78,300","51,616,143"
1560,中砂,配對交易,659.19,"66,700","43,967,973"
2206,三陽工業,配對交易,64.80,"1,531,000","99,208,800"
2327,國巨*,配對交易,630.00,"6,938,000","4,370,940,000"
2330,台積電,配對交易,"2,367.50","11,000","26,042,500"
2330,台積電,配對交易,"2,332.19","2,266,000","5,284,742,540"
2330,台積電,配對交易,"2,332.18","1,491,000","3,477,280,380"
2330,台積電,配對交易,"2,329.72","192,500","448,471,100"
2330,台積電,配對交易,"2,329.71","357,500","832,871,325"
2330,台積電,配對交易,"2,329.42","13,000","30,282,460"
2330,台積電,配對交易,"2,329.41","18,000","41,929,380"
2330,台積電,配對交易,"2,329.32","94,900","221,052,468"
2330,台積電,配對交易,"2,329.31","270,100","629,146,631"
2330,台積電,配對交易,"2,326.52","200,340","466,095,017"
2330,台積電,配對交易,"2,326.50","177,660","413,325,990"
2330,台積電,配對交易,"2,325.06","24,030","55,871,192"
2330,台積電,配對交易,"2,325.05","64,970","151,058,498"
2330,台積電,配對交易,"2,320.00","1,317,000","3,055,440,000"
2330,台積電,配對交易,"2,303.13","15,000","34,546,950"
2330,台積電,配對交易,"2,300.00","735,000","1,690,500,000"
2454,聯發科,配對交易,"3,343.55","9,435","31,546,394"
2454,聯發科,配對交易,"3,343.54","10,000","33,435,400"
2454,聯發科,配對交易,"3,343.53","7,565","25,293,804"
2834,臺企銀,配對交易,18.05,"650,000","11,732,500"
2838,聯邦銀,配對交易,18.45,"1,050,000","19,372,500"
2887,台新新光金,配對交易,39.10,"500,000","19,550,000"
2890,永豐金,配對交易,39.60,"484,000","19,166,400"
2890,永豐金,配對交易,39.59,"445,000","17,617,550"
2890,永豐金,配對交易,39.57,"390,000","15,432,300"
2891,中信金,配對交易,63.27,"300,000","18,981,000"
3017,奇鋐,配對交易,"2,147.65","18,910","40,612,062"
3017,奇鋐,配對交易,"2,147.63","42,090","90,393,747"
3036,文曄,配對交易,187.00,"3,630,000","678,810,000"
3036,文曄,配對交易,183.25,"2,779,000","509,251,750"
3037,欣興,配對交易,759.07,"35,000","26,567,450"
3037,欣興,配對交易,715.00,"538,000","384,670,000"
3533,嘉澤,配對交易,"1,850.00","11,000","20,350,000"
3653,健策,配對交易,"3,129.56","6,000","18,777,360"
3665,貿聯-KY,配對交易,"1,819.84","202,000","367,607,680"
3665,貿聯-KY,配對交易,"1,765.00","82,000","144,730,000"
5269,祥碩,配對交易,"1,550.00","10,000","15,500,000"
6515,穎崴,配對交易,"5,917.50","4,000","23,670,000"
8464,億豐,配對交易,364.00,"207,000","75,348,000"
總計,,,,"28,193,000","24,063,441,244"
