"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"601","4903","聯光通","36.75","+0.15","+0.41","26W31","07/31","50.5","+0.48","54.3","+0.59","57.9","+0.55","61.2","+0.05"
"602","2731","雄獅","145","+0.5","+0.35","26W31","07/31","47.4","-0.63","51.4","-0.53","57.1","+0.06","60.3","0"
"603","4946","辣椒","93.9","+1","+1.08","26W31","07/31","48.4","-0.01","49.6","0","57.4","0","57.4","0"
"604","2241","艾姆勒","35.5","+0.15","+0.42","26W31","07/31","37.6","-0.3","44.6","-0.25","55","+0.8","62.9","+1.66"
"605","00679B","元大美債20年","25.85","-0.19","-0.73","26W31","07/31","40.6","-0.01","49.9","+0.01","56.1","+0.03","58.7","+0.07"
"606","6477","安集","37.05","-1.1","-2.88","26W31","07/31","49","+0.21","53.2","+0.69","57.2","+0.71","59.6","+0.04"
"607","6167","久正","10.8","-0.15","-1.37","26W31","07/31","43.2","-0.2","50.4","-0.01","57.1","+0.17","59.1","+0.21"
"608","6425","易發","65.2","+3.1","+4.99","26W31","07/31","46.9","-0.41","49.4","-0.97","55.7","-1.41","61.2","+0.27"
"609","00646","元大S&P500","76.85","-0.1","-0.13","26W31","07/31","52.2","+0.46","56.8","+0.33","59.7","+0.3","61.9","+0.6"
"610","8289","泰藝","46.35","-0.65","-1.38","26W31","07/31","43.9","-0.79","49.4","-0.93","56.4","-0.69","61.8","+0.02"
"611","1316","上曜","11.15","-0.6","-5.11","26W31","07/31","44.8","+0.18","51.6","+0.18","57.2","+0.32","61.2","-0.13"
"612","6259","百徽","31.75","+1.5","+4.96","26W31","07/31","48","-1.39","50.8","-1.11","57.2","0","58.9","0"
"613","4111","濟生","28.75","-0.05","-0.17","26W31","07/31","38.8","-0.05","46.8","-0.04","56.9","+0.59","60.9","-0.09"
"614","00981D","主動中信非投等債","10.29","-0.05","-0.48","26W31","07/31","28.7","+0.66","41.7","+0.72","53.7","+1.41","60.2","+1.43"
"615","3714","富采","62.6","-0.9","-1.42","26W31","07/31","47.6","-0.15","53.3","-0.31","57.8","-0.24","60.6","-0.2"
"616","8050","廣積","56.4","-0.9","-1.57","26W31","07/31","48.1","+1.09","52.8","+1.05","56.9","+0.98","59.6","+1.74"
"617","1760","寶齡富錦","58.3","-0.3","-0.51","26W31","07/31","45.1","+0.18","51","-0.04","57.2","-0.47","62.6","0"
"618","6158","禾昌","16.5","0","0","26W31","07/31","42.4","-0.14","47.6","-0.14","57.5","+0.7","58.5","-0.03"
"619","6486","互動","77.4","0","0","26W31","07/31","46.9","-0.09","52.5","-0.35","56.9","-0.04","56.9","-0.04"
