排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,00988B,玉山嚴選非投債,19.96,-0.05,-0.25,07/17,0.0,2.06,20.5,520.0,1769.0,1769.0,,,,
2,7610,聯友金屬-創,2410.0,-190.0,-7.31,07/17,0.0,144.0,550.0,388.0,-37.1,-29.1,,,,
3,00685L,群益臺灣加權正2,10.54,-1.63,-13.4,07/17,38.1,60.4,60.9,343.0,,12524.0,36615.0,9139.0,17453.0,8869.0
4,6474,華豫寧,36.65,-1.2,-3.17,07/17,0.0,333.0,333.0,333.0,333.0,,,,,
5,6910,德鴻,24.6,-1.2,-4.65,07/17,87.5,114.0,275.0,275.0,,,,,,
6,3489,森寶,19.3,-0.3,-1.53,07/17,19.5,45.9,99.5,236.0,299.0,218.0,327.0,375.0,3.17,360.0
7,00749B,凱基新興債10+,31.75,0.09,0.28,07/17,0.0,0.0,0.0,200.0,200.0,200.0,,,-70.0,
8,00989B,台新美國非投等債,10.22,0.01,0.1,07/17,0.0,0.0,0.0,167.0,167.0,167.0,,,,
9,7772,耀穎,99.6,-4.4,-4.23,07/17,33.3,100.0,100.0,167.0,,,,,,
10,2248,華勝-KY,62.5,-2.9,-4.43,07/17,0.0,38.1,164.0,149.0,149.0,164.0,444.0,1143.0,,4250.0
11,006203,元大MSCI台灣,180.75,-12.4,-6.42,07/17,0.0,4.35,50.0,140.0,167.0,167.0,300.0,,243.0,380.0
12,00403A,主動統一升級50,9.52,-0.76,-7.39,07/17,99.5,106.0,114.0,138.0,139.0,72.4,,,,
13,00941,中信上游半導體,26.62,-1.11,-4.0,07/17,0.55,42.2,122.0,119.0,176.0,157.0,123.0,2.43,-63.8,4.61
14,5511,德昌,67.9,1.5,2.26,07/17,4.91,42.3,50.4,106.0,170.0,33.4,90.6,128.0,0.0,156.0
15,7820,立盈,110.5,-4.5,-3.91,07/17,0.0,0.0,0.0,100.0,100.0,,,,,
16,2408,南亞科,395.5,-43.5,-9.91,07/17,5.51,6.92,18.4,97.2,98.7,37.5,-28.8,131.0,-37.4,68.1
17,00990A,主動元大AI新經濟,15.49,-1.7,-9.89,07/17,61.4,71.2,76.6,95.3,142.0,79.6,187.0,-22.4,,-62.8
18,7734,印能科技,2850.0,-310.0,-9.81,07/17,106.0,139.0,85.2,94.9,94.9,5.72,-36.8,-56.9,0.0,-50.4
19,00722B,群益投資級電信債,35.45,0.13,0.37,07/17,0.0,0.0,0.0,90.8,90.8,90.8,90.8,-13.6,1.4,16.5
20,1409,新纖,24.3,-1.7,-6.54,07/17,7.51,13.5,31.0,82.8,127.0,270.0,371.0,201.0,347.0,185.0
21,0057,富邦摩台,295.65,-19.5,-6.19,07/17,0.0,0.0,24.0,82.4,82.4,82.4,520.0,,,
22,00861,元大全球未來通訊,84.65,-4.05,-4.57,07/17,0.38,2.83,2.83,82.2,83.1,70.2,79.0,64.6,24.2,38.6
23,009818,華南永昌NASDAQxT,19.62,-0.67,-3.3,07/17,0.0,0.0,80.0,80.0,80.0,80.0,,,,
24,00892,富邦台灣半導體,37.58,-2.84,-7.03,07/17,-0.33,-0.33,16.5,72.1,100.0,132.0,267.0,334.0,101.0,350.0
25,4946,辣椒,90.2,-7.9,-8.05,07/17,66.7,66.7,66.7,66.7,150.0,150.0,,,,
26,009820,元大納斯達克精選,9.68,-0.43,-4.25,07/17,0.0,0.0,66.4,66.4,65.6,-22.8,,,,
27,00985D,主動貝萊德優投等,10.19,0.03,0.3,07/17,0.0,0.0,64.3,64.3,64.3,64.3,,,,
28,6246,臺龍,13.85,-0.85,-5.78,07/17,9.52,12.2,64.3,64.3,91.7,100.0,,,0.0,
29,2755,揚秦,105.0,-0.5,-0.47,07/17,4.98,21.7,62.2,62.2,16.4,-36.6,-18.2,-73.7,-50.4,-73.4
30,009816,凱基台灣TOP50,14.28,-1.01,-6.61,07/17,50.1,44.9,45.8,60.8,22.8,8.6,261.0,,,
31,4571,鈞興-KY,152.0,-8.0,-5.0,07/17,15.4,20.1,38.5,59.2,38.0,30.8,-58.5,-62.3,-67.7,-70.8
32,3167,大量,766.0,-85.0,-9.99,07/17,9.79,24.4,51.7,56.3,41.7,30.1,22.8,-43.9,-22.1,-40.0
33,6284,佳邦,81.1,-7.7,-8.67,07/17,3.44,7.18,39.0,56.2,53.3,22.7,-5.24,-29.9,0.0,-52.3
34,00991A,主動復華未來50,16.82,-1.71,-9.23,07/17,26.7,25.1,23.7,55.6,76.1,100.0,64.1,1810.0,,2025.0
35,00928,中信上櫃ESG30,28.96,-2.56,-8.12,07/17,0.0,0.0,2.06,55.5,55.5,55.5,111.0,88.0,-54.7,88.0
36,6548,長科*,73.5,-4.0,-5.16,07/17,5.08,11.4,21.1,54.4,111.0,55.4,14.2,18.7,0.0,11.3
37,6865,偉康科技,25.4,0.0,0.0,07/17,0.0,0.0,42.9,53.8,53.8,53.8,122.0,1900.0,,1900.0
38,7556,意德士,218.5,-14.0,-6.02,07/17,13.1,20.3,37.7,53.2,15.2,-4.52,93.9,160.0,0.0,88.1
39,6199,天品,100.0,-4.0,-3.85,07/17,4.99,12.3,21.0,52.7,50.8,69.8,192.0,14.7,0.0,17.8
40,00981A,主動統一台股增長,26.43,-2.52,-8.7,07/17,21.2,21.3,24.6,52.7,89.0,118.0,37.5,550.0,16115.0,626.0
41,4989,榮科,70.4,-7.8,-9.97,07/17,9.17,20.1,44.5,51.5,37.5,7.6,40.1,59.4,702.0,41.5
42,3311,閎暉,33.8,-1.8,-5.06,07/17,9.43,3.42,33.3,50.3,59.6,-20.7,-40.6,-60.0,141.0,-62.9
43,7730,暉盛-創,168.0,-12.0,-6.67,07/17,12.5,12.5,12.5,50.0,28.6,80.0,,,,
44,7822,倍利科,874.0,-89.0,-9.24,07/17,-6.9,-3.57,28.6,50.0,,,,,,
45,1446,宏和,14.0,-0.4,-2.78,07/17,7.41,12.4,49.1,49.9,62.5,-12.8,-21.4,-43.6,-51.3,-43.5
46,1742,台蠟,16.2,-0.05,-0.31,07/17,49.9,49.9,49.9,49.9,49.9,7.13,49.9,-54.5,-54.5,-54.5
47,009819,中信數據及電力,9.74,-0.33,-3.28,07/17,16.7,16.1,49.2,49.2,1.25,-48.4,,,,
48,00891,中信關鍵半導體,33.35,-2.66,-7.39,07/17,43.1,39.0,39.0,48.6,58.9,43.8,89.5,321.0,28.4,240.0
49,5236,凌陽創新,144.5,-8.0,-5.25,07/17,8.79,14.6,21.3,47.8,52.3,37.1,3.34,-25.0,0.0,-18.3
50,00735,國泰臺韓科技,93.05,-8.25,-8.14,07/17,-5.59,-8.37,-9.49,47.3,15.4,19.7,259.0,680.0,1050.0,989.0
51,6983,華洋精機,333.0,-21.0,-5.93,07/17,0.0,5.56,11.8,46.2,,,,,,
52,5483,中美晶,235.5,-23.5,-9.07,07/17,2.27,18.3,43.7,45.5,35.6,57.1,31.5,-20.4,0.0,-6.06
53,1810,和成,27.15,-1.75,-6.06,07/17,-0.89,7.57,27.5,45.5,56.3,33.8,35.9,-19.7,4.7,-4.98
54,6446,藥華藥,1195.0,-65.0,-5.16,07/17,-4.23,-8.93,6.97,45.3,51.3,50.3,-31.5,-85.3,-81.0,-86.4
55,00888,永豐台灣ESG,34.43,-2.73,-7.35,07/17,32.0,38.5,29.8,45.2,93.6,283.0,158.0,5503.0,706.0,2279.0
56,7769,鴻勁,6070.0,-625.0,-9.34,07/17,28.8,39.3,44.9,44.9,-6.73,-39.4,-48.9,,,
57,3008,大立光,4010.0,-250.0,-5.87,07/17,1.14,3.82,23.4,44.8,33.3,9.27,-32.0,-23.5,256.0,14.7
58,00961,FT臺灣永續高息,12.34,-0.18,-1.44,07/17,0.0,0.0,33.4,44.6,46.2,74.3,98.1,82.0,80.4,62.4
59,2317,鴻海,234.0,-8.5,-3.51,07/17,18.5,21.7,25.8,44.2,7.85,35.3,-32.7,132.0,-41.9,107.0
60,8046,南電,1150.0,-125.0,-9.8,07/17,-0.76,17.1,37.7,43.9,22.1,-7.17,-49.6,-57.6,-80.7,-51.6
61,6840,東研信超,60.9,-1.2,-1.93,07/17,8.74,10.7,11.7,43.1,46.5,40.7,24.5,228.0,0.0,251.0
62,3026,禾伸堂,690.0,-76.0,-9.92,07/17,-0.06,19.9,44.4,41.8,158.0,133.0,106.0,83.1,376.0,51.4
63,6282,康舒,48.8,-4.2,-7.92,07/17,2.04,23.7,25.9,41.0,53.4,84.0,10.2,16.2,181.0,-15.5
64,1303,南亞,199.0,-22.0,-9.95,07/17,117.0,80.0,67.0,40.9,81.1,265.0,10.0,-70.1,-85.6,-87.9
65,2327,國巨*,699.0,-77.0,-9.92,07/17,-1.5,-5.93,18.5,40.4,62.8,41.5,66.0,74.5,34.9,-46.9
66,0053,元大電子,221.75,-16.25,-6.83,07/17,40.0,40.0,40.0,40.0,40.0,-9.68,-9.68,-34.9,-33.3,-34.9
67,6859,伯特光,98.0,-7.5,-7.11,07/17,7.77,9.18,12.1,39.9,70.8,60.1,58.3,32.0,0.0,34.7
68,6411,晶焱,82.2,-4.0,-4.64,07/17,11.0,15.5,17.4,39.2,61.4,13.6,-16.9,-32.8,0.0,-31.4
69,2388,威盛,65.9,-6.7,-9.23,07/17,2.58,10.1,19.2,39.0,70.6,-2.97,1.62,-18.4,29.8,-3.11
70,6640,均華,937.0,-93.0,-9.03,07/17,1.44,14.6,16.5,38.6,66.9,119.0,149.0,-32.3,0.0,-31.6
71,6538,倉和,137.0,-11.0,-7.43,07/17,4.76,8.83,29.1,38.5,69.1,86.9,57.7,101.0,0.0,64.9
72,6170,統振,46.55,-0.65,-1.38,07/17,6.6,6.6,7.88,38.2,43.9,-28.7,-26.0,16.5,0.0,23.5
73,3607,谷崧,14.75,-1.05,-6.65,07/17,12.9,15.3,25.4,37.2,75.6,-11.7,-22.0,-19.3,-38.2,-22.4
74,1563,巧新,61.0,-4.1,-6.3,07/17,5.96,3.37,23.3,36.8,63.5,-4.37,-42.3,-23.4,-23.6,-11.4
75,8926,台汽電,65.5,-1.5,-2.24,07/17,5.2,4.97,7.95,36.7,69.1,186.0,213.0,271.0,110.0,274.0
76,5452,佶優,27.0,-1.85,-6.41,07/17,8.27,16.7,25.8,36.6,23.6,-11.5,-9.52,-7.68,0.0,-11.6
77,3498,陽程,117.0,-12.5,-9.65,07/17,-1.58,0.94,4.2,36.6,96.7,140.0,70.1,77.3,40.5,80.1
78,3594,磐儀,47.65,-4.45,-8.54,07/17,6.24,9.5,17.3,36.3,37.1,76.2,130.0,244.0,70.0,253.0
79,7828,創新服務,1945.0,-215.0,-9.95,07/17,0.0,2.08,22.5,36.1,,,,,,
80,6155,鈞寶,60.2,-6.6,-9.88,07/17,11.8,19.2,5.35,35.3,49.4,-30.2,-8.73,16.3,392.0,29.4
81,3360,尚立,19.55,-1.2,-5.78,07/17,2.76,13.1,26.5,35.3,43.7,29.1,67.0,567.0,115.0,532.0
82,3024,憶聲,14.2,0.55,4.03,07/17,9.5,16.3,20.6,35.2,31.7,10.9,67.0,67.0,76.0,48.4
83,00929,復華台灣科技優息,28.52,-1.38,-4.62,07/17,13.8,17.4,16.9,34.7,62.7,74.9,74.3,116.0,132.0,104.0
84,00952,凱基台灣AI50,17.22,-1.14,-6.21,07/17,0.0,0.74,5.4,34.2,23.0,15.1,111.0,294.0,-60.9,266.0
85,3041,揚智,23.25,-2.3,-9.0,07/17,3.1,10.3,15.1,32.5,38.0,40.6,-1.29,-48.3,-55.6,-38.5
86,3516,亞帝歐,24.65,-1.05,-4.09,07/17,2.76,3.71,30.3,31.8,-3.45,-4.28,16.5,15.3,-27.8,15.3
87,00984D,主動聯博全球非投,10.21,0.01,0.1,07/17,0.0,3.22,-1.35,31.4,27.1,66.2,383.0,,,
88,8150,南茂,110.5,-12.0,-9.8,07/17,7.84,4.84,8.88,31.2,56.1,7.56,4.64,-23.6,10.5,-22.9
89,6269,台郡,56.2,-4.9,-8.02,07/17,11.0,16.8,19.1,31.0,71.3,85.7,168.0,185.0,25.3,187.0
90,6792,詠業,53.5,-3.4,-5.98,07/17,3.98,6.53,12.0,30.5,51.7,51.7,45.8,144.0,125.0,81.2
91,1294,漢田生技,56.7,-0.8,-1.39,07/17,3.45,5.88,7.14,30.4,80.0,69.8,15.4,32.4,,32.4
92,00944,野村趨勢動能高息,20.55,-0.91,-4.24,07/17,13.7,13.7,13.7,30.0,44.4,-5.45,29.2,-0.32,-73.2,-0.32
93,5519,隆大,28.0,-0.45,-1.58,07/17,6.06,6.11,13.3,29.8,59.8,35.5,115.0,123.0,15.2,144.0
94,5210,寶碩,30.55,-0.9,-2.86,07/17,0.0,0.0,0.0,29.5,115.0,65.6,,,0.0,
95,3303,岱稜,53.8,-3.6,-6.27,07/17,13.7,29.5,39.3,29.5,51.3,77.5,102.0,113.0,113.0,112.0
96,00992A,主動群益科技創新,15.22,-1.53,-9.13,07/17,7.37,26.3,26.0,29.2,64.5,-6.95,100.0,1209.0,,4851.0
97,3438,類比科,54.2,-4.0,-6.87,07/17,8.03,16.6,24.2,29.0,32.2,-9.33,13.7,4.81,167.0,16.2
98,1735,日勝化,20.0,-1.3,-6.1,07/17,7.85,13.0,20.8,28.2,28.6,6.41,-16.1,253.0,379.0,318.0
99,1102,亞泥,33.25,0.25,0.76,07/17,-0.29,0.88,8.87,28.0,33.0,31.7,-56.4,50.7,149.0,156.0
100,00406A,主動中信台灣收益,8.82,-0.82,-8.51,07/17,0.0,4.65,4.65,27.9,133.0,33690.0,,,,
101,1802,台玻,56.6,-5.1,-8.27,07/17,0.96,3.03,12.6,27.8,44.4,-4.03,47.8,-3.95,56.0,2.36
102,8131,福懋科,69.0,-7.6,-9.92,07/17,7.93,8.66,8.49,27.7,17.5,45.7,-53.1,-44.3,114.0,-36.7
103,3485,敘豐,238.5,-22.5,-8.62,07/17,0.0,6.45,13.8,26.9,1000.0,,,,,
104,006208,富邦台50,227.75,-14.75,-6.08,07/17,-0.11,0.0,4.4,26.9,29.1,3.05,-27.2,28.7,-54.0,14.3
105,6907,雅特力-KY,236.0,-3.0,-1.26,07/17,0.0,7.87,15.1,26.9,-39.4,-9.87,,,,
106,6690,安碁資訊,159.5,-4.5,-2.74,07/17,14.3,14.3,18.2,26.8,41.5,210.0,193.0,94.4,0.0,43.4
107,6278,台表科,164.5,-13.0,-7.32,07/17,-2.05,-3.31,0.8,26.8,31.3,21.9,126.0,210.0,405.0,201.0
108,2430,燦坤,18.0,0.0,0.0,07/17,2.12,4.34,5.98,26.7,45.4,53.0,175.0,243.0,175.0,243.0
109,2013,中鋼構,40.5,-0.5,-1.22,07/17,0.31,0.93,3.51,26.6,48.6,-19.6,32.8,53.6,-33.6,40.3
