排名,代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖
301,6426,統新,市,07/31,,151.0,13.5,9.82,361,54.3,137.5,151.0,151.0,148.0,2.18,290.0,6.23,,,,,
302,7730,暉盛-創,市,07/31,,151.0,13.5,9.82,84,12.2,137.5,141.0,151.0,141.0,7.27,78.6,5.73,,,,,
303,1773,勝一,市,07/31,,150.5,4.0,2.73,845,129.0,146.5,153.0,155.0,150.5,3.07,18.8,3.95,,,,,
304,6693,廣閎科,櫃,07/31,,150.0,13.5,9.89,146,21.9,136.5,150.0,150.0,150.0,0.0,110.0,5.94,,,,,
305,6933,AMAX-KY,市,07/31,,150.0,12.5,9.09,358,53.3,137.5,150.0,151.0,143.5,5.45,25.2,2.66,,,,,
306,3035,智原,市,07/31,,149.5,-1.0,-0.66,19321,2957.0,150.5,160.0,162.5,148.5,9.3,58.9,2.28,,,,,
307,3042,晶技,市,07/31,,149.5,12.5,9.12,24032,3531.0,137.0,150.0,150.5,142.5,5.84,28.6,3.36,,,,,
308,4961,天鈺,市,07/31,,149.5,6.5,4.55,988,149.0,143.0,150.0,155.0,149.5,3.85,18.1,1.02,,,,,
309,6654,天正國際,櫃,07/31,,149.0,4.0,2.76,107,16.1,145.0,147.5,159.5,146.5,8.97,403.0,5.3,,,,,
310,2640,大車隊,櫃,07/31,,148.0,3.0,2.07,30,4.4,145.0,147.0,148.0,147.0,0.69,16.1,4.72,,,,,
311,4571,鈞興-KY,市,07/31,,147.5,9.0,6.5,151,22.2,138.5,146.0,148.5,144.0,3.25,16.4,2.27,,,,,
312,6914,阜爾運通,市,07/31,,147.5,0.5,0.34,113,16.7,147.0,148.0,149.5,147.0,1.7,15.1,2.83,,,,,
313,2731,雄獅,市,07/31,,147.0,2.5,1.73,643,94.7,144.5,144.5,148.5,144.5,2.77,8.59,2.57,,,,,
314,2351,順德,市,07/31,,145.5,12.0,8.99,2280,330.0,133.5,146.5,146.5,141.0,4.12,64.1,3.66,,,,,
315,6173,信昌電,櫃,07/31,,145.5,13.0,9.81,2323,330.0,132.5,145.5,145.5,134.0,8.68,39.0,2.79,,,,,
316,6263,普萊德,櫃,07/31,,145.5,5.0,3.56,154,22.6,140.5,145.0,148.5,144.5,2.85,17.5,4.81,,,,,
317,6712,長聖,櫃,07/31,,145.5,2.0,1.39,334,48.7,143.5,148.5,148.5,144.5,2.79,29.2,4.97,,,,,
318,5287,數字,櫃,07/31,,145.0,0.5,0.35,49,7.09,144.5,147.0,147.0,144.5,1.73,10.3,3.54,,,,,
319,3265,台星科,櫃,07/31,,144.0,11.0,8.27,669,95.8,133.0,144.0,146.0,140.0,4.51,25.3,3.25,,,,,
320,4572,駐龍,市,07/31,,143.5,5.0,3.61,20,2.85,138.5,141.5,143.5,139.0,3.25,54.4,3.08,,,,,
321,5236,凌陽創新,市,07/31,,142.5,8.5,6.34,167,23.8,134.0,141.5,146.5,140.0,4.85,14.9,3.72,,,,,
322,7827,漢康-KY創,市,07/31,,142.5,2.5,1.79,173,24.5,140.0,142.0,144.0,140.0,2.86,,43.31,,,,,
323,2316,楠梓電,市,07/31,,142.0,12.5,9.65,672,95.4,129.5,142.0,142.0,142.0,0.0,9.18,1.88,,,,,
324,2377,微星,市,07/31,,142.0,6.0,4.41,18799,2690.0,136.0,143.5,148.0,139.5,6.25,14.9,2.18,,,,,
325,3217,優群,櫃,07/31,,141.5,4.5,3.28,612,87.2,137.0,143.0,144.0,141.0,2.19,11.3,2.45,,,,,
326,3555,博士旺,櫃,07/31,,141.5,6.5,4.81,37,5.21,135.0,143.0,144.0,140.0,2.96,16.5,6.84,,,,,
327,5474,聰泰,櫃,07/31,,141.0,6.0,4.44,177,25.0,135.0,141.0,142.5,139.5,2.22,28.0,2.98,,,,,
328,7740,熙特爾-創,市,07/31,,141.0,0.5,0.36,155,22.5,140.5,144.0,149.0,141.0,5.69,19.8,5.17,,,,,
329,8227,巨有科技,櫃,07/31,,141.0,11.0,8.46,410,57.7,130.0,142.5,143.0,137.5,4.23,56.0,4.79,,,,,
330,3228,金麗科,櫃,07/31,,140.5,10.0,7.66,560,77.7,130.5,137.0,143.5,134.0,7.28,,15.77,,,,,
