單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"11,388,023,602","13,352,395,091","-1,964,371,489"
自營商(避險),"31,984,098,123","41,118,029,935","-9,133,931,812"
投信,"25,548,651,682","15,939,388,076","9,609,263,606"
外資及陸資(不含外資自營商),"403,752,468,218","423,329,360,056","-19,576,891,838"
外資自營商,0,0,0
合計,"472,673,241,625","493,739,173,158","-21,065,931,533"
