代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
1216,統一,72.9,-0.9,-1.22,06/08,3,1350,3.64,0.02,15,62132,22.4,1.09,3,516,1.39,0.01,3,3922,10.6,0.07
3293,鈊象,780.0,-10.0,-1.27,06/08,-5,-5594,-25.3,-1.99,15,11415,25.2,4.05,-2,-225,-2.96,-0.08,3,903,7.61,0.32
5871,中租-KY,115.5,-2.5,-2.12,06/08,-14,-48165,-22.4,-2.81,14,61716,28.7,3.61,-3,-204,-0.31,-0.01,6,20632,16.2,1.21
2382,廣達,376.5,-14.0,-3.59,06/08,-6,-111786,-20.5,-2.89,13,234590,26.4,6.07,2,238,0.18,0.01,1,1642,2.59,0.04
2886,兆豐金,41.2,-0.75,-1.79,06/08,-2,-17183,-28.1,-0.12,13,119697,20.4,0.81,1,922,3.14,0.01,-2,-15272,-25.0,-0.1
2887,台新新光金,27.75,-0.85,-2.97,06/08,2,22086,8.54,0.09,13,592366,25.5,2.38,2,4126,1.6,0.02,6,351576,28.2,1.41
6274,台燿,1535.0,-75.0,-4.66,06/08,1,87,1.46,0.03,12,6945,8.58,2.38,-10,-1965,-2.53,-0.67,1,215,3.63,0.07
2379,瑞昱,596.0,-47.0,-7.31,06/08,-8,-16595,-26.2,-3.22,11,19684,25.7,3.82,-1,-61,-0.72,-0.01,-3,-267,-1.08,-0.05
2412,中華電,138.5,-2.5,-1.77,06/08,-5,-22341,-29.3,-0.29,11,31836,16.4,0.41,4,2303,4.06,0.03,-2,-10482,-36.4,-0.14
5880,合庫金,23.05,-0.4,-1.71,06/08,-2,-6099,-10.7,-0.04,11,3187,0.95,0.02,4,1206,0.91,0.01,-2,-5397,-9.45,-0.03
1303,南亞,97.5,-7.0,-6.7,06/08,2,7821,7.15,0.1,9,16582,1.91,0.21,-2,-2473,-2.26,-0.03,7,108850,16.6,1.37
2317,鴻海,269.5,-15.0,-5.27,06/08,-3,-36679,-11.4,-0.26,9,16101,1.31,0.11,-3,-6064,-1.89,-0.04,-3,-40981,-12.8,-0.29
2890,永豐金,31.9,-0.8,-2.45,06/08,7,152269,38.5,1.05,9,4934,1.09,0.03,-2,-414,-0.46,0.0,7,156678,39.6,1.08
3231,緯創,163.5,-7.5,-4.39,06/08,-1,-1985,-2.79,-0.06,9,41875,4.1,1.32,-4,-3588,-0.8,-0.11,-1,-2839,-4.0,-0.09
1605,華新,35.8,-3.75,-9.48,06/08,1,4036,4.31,0.09,8,2355,0.31,0.05,-3,-5453,-1.97,-0.12,1,2176,2.33,0.05
2377,微星,132.0,-9.5,-6.71,06/08,1,24,0.08,0.0,8,1279,0.34,0.15,-4,-1724,-1.3,-0.2,-2,-1176,-1.99,-0.14
3481,群創,48.35,-5.35,-9.96,06/08,2,13046,4.91,0.16,8,60125,1.15,0.75,-3,-13568,-3.11,-0.17,-1,-2021,-2.28,-0.03
4961,天鈺,158.0,-10.5,-6.23,06/08,-1,-156,-16.3,-0.13,8,729,8.64,0.6,-2,-29,-1.63,-0.02,-1,-150,-15.8,-0.12
00935,野村臺灣新科技50,57.5,-2.4,-4.01,06/08,-3,-11625,-14.7,-1.7,7,2549,1.63,0.37,-17,-99853,-26.9,-14.6,-23,-130116,-28.8,-19.0
2002,中鋼,18.65,-0.65,-3.37,06/08,-1,-32274,-28.5,-0.21,7,2133,0.37,0.01,-1,-581,-0.51,0.0,-1,-32544,-28.8,-0.21
2395,研華,471.0,-25.0,-5.04,06/08,1,80,2.14,0.01,7,1115,2.85,0.13,-2,-70,-0.77,-0.01,1,69,1.83,0.01
2892,第一金,29.1,-0.2,-0.68,06/08,1,1092,2.14,0.01,7,24709,4.95,0.17,1,147,0.29,0.0,1,2213,4.34,0.02
6526,達發,627.0,-42.0,-6.28,06/08,2,51,3.59,0.03,7,858,10.5,0.51,-4,-40,-0.98,-0.02,2,33,2.31,0.02
6831,邁科,715.0,-24.0,-3.25,06/08,1,77,7.99,0.11,7,761,5.31,1.13,2,19,0.74,0.03,2,301,11.7,0.45
8926,台汽電,66.9,-2.7,-3.88,06/08,-2,-2440,-11.6,-0.29,7,478,0.57,0.06,1,1,0.02,0.0,-2,-2401,-11.5,-0.29
2105,正新,33.5,-0.6,-1.76,06/08,-12,-103410,-38.1,-3.19,6,76612,37.8,2.36,11,4568,1.77,0.14,-4,-10666,-7.11,-0.33
2347,聯強,85.3,-3.0,-3.4,06/08,-9,-44768,-42.4,-2.68,6,43194,47.3,2.59,6,2068,2.26,0.12,1,1822,11.6,0.11
4766,南寶,360.0,-6.5,-1.77,06/08,-1,-8,-0.59,-0.01,6,87,1.77,0.07,-2,-15,-0.8,-0.01,-1,0,-0.02,0.0
4938,和碩,92.1,-4.8,-4.95,06/08,-5,-67447,-28.1,-2.51,6,72764,26.0,2.71,-4,-1610,-0.9,-0.06,-2,-3820,-5.08,-0.14
6196,帆宣,487.5,-16.5,-3.27,06/08,3,610,10.8,0.28,6,157,1.41,0.07,-2,-47,-1.26,-0.02,3,626,11.1,0.28
6890,來億-KY,249.5,7.0,2.89,06/08,-5,-3291,-11.8,-1.32,6,8406,29.1,3.37,7,251,0.85,0.1,9,5577,18.4,2.24
8016,矽創,285.0,-18.5,-6.1,06/08,4,1601,23.8,1.33,6,264,2.0,0.22,-3,-43,-0.92,-0.04,4,1701,25.3,1.42
1101,台泥,23.85,-0.55,-2.25,06/08,-3,-54194,-45.0,-0.72,5,1540,0.77,0.02,-3,-1405,-1.17,-0.02,-3,-54794,-45.5,-0.73
1210,大成,54.0,-0.4,-0.74,06/08,-6,-23507,-42.9,-2.63,5,26381,50.8,2.95,1,21,0.22,0.0,4,3275,7.88,0.37
1319,東陽,97.8,-0.1,-0.1,06/08,-5,-8092,-14.5,-1.37,5,16826,30.1,2.84,-3,-396,-1.51,-0.07,6,13376,17.9,2.26
1723,中碳,84.3,-1.0,-1.17,06/08,2,488,24.4,0.21,5,122,2.31,0.05,-2,-88,-4.39,-0.04,4,764,17.5,0.32
2371,大同,28.85,-1.45,-4.79,06/08,-3,-19869,-14.7,-0.92,5,746,0.34,0.03,-2,-1437,-2.71,-0.07,-3,-20258,-15.0,-0.94
2539,櫻花建,36.6,-0.75,-2.01,06/08,1,201,15.9,0.02,5,59,0.67,0.0,1,26,2.07,0.0,1,242,19.2,0.02
2542,興富發,41.9,-1.1,-2.56,06/08,-5,-49242,-47.7,-2.27,5,49671,48.1,2.29,-3,-343,-0.58,-0.02,-3,-3913,-6.57,-0.18
2597,潤弘,184.5,0.0,0.0,06/08,-5,-3268,-17.2,-1.05,5,9109,48.0,2.93,-1,-1,-0.02,0.0,7,6811,32.0,2.19
2812,台中銀,19.05,-0.25,-1.3,06/08,1,588,2.71,0.01,5,693,0.59,0.01,1,33,0.15,0.0,1,756,3.48,0.01
2855,統一證,53.2,-5.9,-9.98,06/08,-6,-60420,-35.0,-3.77,5,46551,28.8,2.91,0,0,0.0,0.0,-2,-10957,-14.6,-0.68
2883,凱基金,26.75,-0.85,-3.08,06/08,-3,-361315,-32.5,-2.13,5,519032,35.9,3.06,-3,-1631,-0.15,-0.01,-2,-14012,-2.4,-0.08
2884,玉山金,32.9,-0.45,-1.35,06/08,7,96035,18.6,0.59,5,23254,6.92,0.14,1,561,0.97,0.0,6,105352,26.6,0.65
3015,全漢,62.1,-6.8,-9.87,06/08,-3,-1778,-4.61,-0.95,5,226,0.5,0.12,-1,-37,-1.13,-0.02,-3,-1446,-3.75,-0.77
3708,上緯投控,117.0,-2.5,-2.09,06/08,1,60,5.08,0.06,5,81,1.56,0.09,-3,-169,-5.86,-0.18,-2,-363,-18.8,-0.39
5309,系統電,74.0,-0.3,-0.4,06/08,1,1231,10.8,0.53,5,158,0.12,0.07,-2,-1322,-3.75,-0.57,1,1149,10.1,0.5
6509,聚和,49.85,-1.35,-2.64,06/08,1,758,19.8,0.39,5,237,1.12,0.12,-2,-82,-0.87,-0.04,1,751,19.7,0.38
8109,博大,120.0,0.0,0.0,06/08,1,100,19.4,0.12,5,81,4.25,0.1,2,17,2.53,0.02,1,128,24.9,0.16
8215,明基材,27.85,-1.8,-6.07,06/08,-1,-144,-6.09,-0.04,5,367,1.38,0.11,-2,-29,-0.63,-0.01,-1,-109,-4.61,-0.03
8454,富邦媒,388.0,35.0,9.92,06/08,1,32,0.96,0.01,5,6324,22.3,2.39,-2,-111,-1.45,-0.04,3,3025,19.2,1.14
9910,豐泰,78.5,1.6,2.08,06/08,-16,-30736,-34.2,-3.11,5,20075,33.9,2.03,3,496,1.52,0.05,-4,-1680,-3.59,-0.17
9933,中鼎,41.8,-1.65,-3.8,06/08,-1,-365,-4.25,-0.04,5,427,0.81,0.05,1,51,0.59,0.01,-1,-253,-2.94,-0.03
9941,裕融,83.0,1.1,1.34,06/08,-5,-12904,-30.4,-2.24,5,19112,45.1,3.32,1,6,0.09,0.0,6,6657,15.0,1.16
0050,元大台灣50,100.95,-3.2,-3.07,06/08,-3,-214731,-23.0,-1.09,4,17481,1.73,0.09,-6,-232792,-18.4,-1.18,-6,-482801,-38.1,-2.45
1402,遠東新,26.75,-0.8,-2.9,06/08,-3,-77057,-37.8,-1.44,4,80916,26.9,1.51,-2,-1332,-0.96,-0.02,-1,-11548,-17.0,-0.22
2324,仁寶,38.6,-2.8,-6.76,06/08,-4,-138823,-13.7,-3.15,4,483,0.05,0.01,2,883,0.25,0.02,-6,-155752,-12.0,-3.53
2330,台積電,2295.0,-70.0,-2.96,06/08,-4,-49664,-31.5,-0.19,4,4816,3.06,0.02,-1,-214,-0.41,0.0,-3,-43991,-34.3,-0.17
3265,台星科,172.0,-8.0,-4.44,06/08,-2,-1005,-25.0,-0.74,4,209,2.24,0.15,-3,-218,-3.51,-0.16,-2,-1087,-27.0,-0.8
3665,貿聯-KY,2095.0,-105.0,-4.77,06/08,-1,-558,-16.4,-0.29,4,1395,9.68,0.71,-2,-72,-1.17,-0.04,-1,-282,-8.29,-0.14
5371,中光電,71.0,-2.5,-3.4,06/08,-3,-2156,-15.0,-0.55,4,1360,6.97,0.35,1,4,0.11,0.0,1,196,5.52,0.05
6187,萬潤,1080.0,-40.0,-3.57,06/08,-1,-146,-7.49,-0.15,4,1206,9.21,1.23,-7,-213,-0.7,-0.22,-1,-115,-5.94,-0.12
6223,旺矽,5515.0,-250.0,-4.34,06/08,-2,-106,-4.32,-0.11,4,227,5.17,0.23,-2,-48,-1.97,-0.05,-1,-49,-4.86,-0.05
6505,台塑化,52.6,-2.7,-4.88,06/08,-1,-1849,-21.8,-0.02,4,123,0.24,0.0,1,168,1.99,0.0,-1,-1640,-19.3,-0.02
6679,鈺太,262.0,-19.0,-6.76,06/08,2,4,0.42,0.01,4,47,2.55,0.09,-6,-240,-8.27,-0.44,-3,-69,-4.73,-0.13
00850,元大臺灣ESG永續,86.4,-3.3,-3.68,06/08,-3,-464,-11.3,-0.11,3,240,5.84,0.06,-2,-316,-10.1,-0.08,-2,-705,-22.5,-0.17
1504,東元,71.6,-6.8,-8.67,06/08,-3,-44841,-14.2,-1.89,3,811,0.26,0.03,-3,-4159,-1.32,-0.18,-3,-48189,-15.3,-2.03
1560,中砂,649.0,-49.0,-7.02,06/08,-1,-42,-2.75,-0.03,3,24,0.57,0.02,-3,-101,-2.41,-0.07,-2,-112,-4.2,-0.07
2327,國巨*,751.0,-18.0,-2.34,06/08,-4,-20635,-21.4,-1.0,3,1461,1.84,0.07,-3,-935,-1.17,-0.05,-4,-20103,-20.9,-0.97
2352,佳世達,30.1,-1.0,-3.22,06/08,1,1989,12.5,0.13,3,418,0.39,0.03,-2,-766,-1.8,-0.05,1,1711,10.7,0.11
2360,致茂,2450.0,-115.0,-4.48,06/08,-1,-46,-1.46,-0.01,3,283,3.54,0.07,1,7,0.21,0.0,5,1128,8.95,0.27
2409,友達,24.4,-2.7,-9.96,06/08,1,2613,3.78,0.03,3,242,0.02,0.0,1,897,1.3,0.01,1,3571,5.16,0.05
2421,建準,157.0,-4.5,-2.79,06/08,1,401,8.81,0.14,3,106,0.5,0.04,-2,-342,-3.44,-0.12,1,249,5.48,0.09
2493,揚博,164.0,-14.0,-7.87,06/08,-1,-260,-5.3,-0.21,3,60,0.17,0.05,-3,-202,-0.57,-0.16,-1,-339,-6.91,-0.27
2606,裕民,68.2,-2.6,-3.67,06/08,-1,-858,-17.7,-0.1,3,432,2.63,0.05,-2,-375,-2.91,-0.04,-1,-1015,-21.0,-0.12
3023,信邦,322.5,-6.5,-1.98,06/08,2,1608,17.3,0.67,3,271,2.72,0.11,-1,-45,-0.89,-0.02,2,1932,20.8,0.8
3042,晶技,210.5,-1.5,-0.71,06/08,-1,-333,-1.5,-0.1,3,373,0.71,0.11,-4,-763,-0.76,-0.22,-1,-729,-3.29,-0.21
5434,崇越,437.5,-21.0,-4.58,06/08,1,11,1.4,0.01,3,23,0.78,0.01,-1,-5,-0.66,0.0,1,20,2.52,0.01
5536,聖暉*,1050.0,-80.0,-7.08,06/08,4,2074,24.9,1.67,3,66,1.08,0.05,-3,-91,-1.48,-0.07,4,2106,25.3,1.7
6139,亞翔,728.0,-80.0,-9.9,06/08,-2,-2424,-17.3,-1.03,3,869,3.71,0.37,-2,-329,-2.36,-0.14,-1,-2282,-49.9,-0.97
6669,緯穎,5275.0,-385.0,-6.8,06/08,-3,-722,-12.7,-0.39,3,120,2.12,0.06,-2,-51,-1.29,-0.03,-3,-643,-11.3,-0.35
6770,力積電,67.5,-7.1,-9.52,06/08,-1,-1303,-1.3,-0.03,3,116,0.04,0.0,-4,-20580,-5.87,-0.48,-1,-4031,-4.01,-0.09
8210,勤誠,1375.0,5.0,0.36,06/08,-2,-1060,-26.2,-0.85,3,65,1.02,0.05,1,10,0.44,0.01,-2,-1034,-25.5,-0.83
8996,高力,1210.0,85.0,7.56,06/08,1,1287,22.1,1.38,3,752,6.07,0.81,-1,-32,-0.55,-0.03,4,3063,19.9,3.28
00679B,元大美債20年,26.45,-0.1,-0.38,06/08,4,27955,17.1,0.4,2,300,0.34,0.0,21,254535,29.7,3.6,26,388155,38.6,5.5
00687B,國泰20年美債,27.78,-0.09,-0.32,06/08,13,151735,42.3,2.81,2,300,0.45,0.01,9,70845,26.7,1.31,59,799043,51.1,14.8
00795B,中信美國公債20年,26.63,-0.11,-0.41,06/08,16,57451,44.9,3.23,2,100,0.57,0.01,3,4208,17.4,0.24,16,71177,55.6,4.0
1102,亞泥,33.75,-0.65,-1.89,06/08,-6,-25454,-24.0,-0.72,2,195,0.6,0.01,1,46,0.26,0.0,-6,-28560,-26.9,-0.81
2301,光寶科,218.5,-11.5,-5.0,06/08,-1,-74,-0.32,0.0,2,241,0.35,0.01,-2,-1065,-1.54,-0.05,-1,-529,-2.28,-0.02
2313,華通,252.0,-7.0,-2.7,06/08,-6,-57676,-18.8,-4.84,2,99,0.09,0.01,-5,-3079,-1.31,-0.26,-6,-63800,-20.8,-5.35
2637,慧洋-KY,78.5,-2.1,-2.61,06/08,-1,-1194,-11.5,-0.16,2,293,1.13,0.04,-1,-38,-0.37,-0.01,-1,-1089,-10.5,-0.15
2881,富邦金,116.0,-2.0,-1.69,06/08,-2,-42876,-25.8,-0.31,2,42274,25.4,0.3,4,1119,0.38,0.01,1,1870,1.79,0.01
3044,健鼎,478.0,-20.0,-4.02,06/08,-2,-908,-11.2,-0.17,2,576,7.11,0.11,-2,-49,-0.61,-0.01,-2,-381,-4.7,-0.07
3045,台灣大,115.0,-1.0,-0.86,06/08,4,7138,15.6,0.19,2,735,2.97,0.02,1,92,0.52,0.0,6,18969,23.8,0.51
3324,雙鴻,1095.0,-15.0,-1.35,06/08,1,274,7.97,0.29,2,13,0.16,0.01,-3,-288,-1.91,-0.31,1,232,6.75,0.25
3357,臺慶科,283.0,-13.0,-4.39,06/08,3,4232,15.3,3.68,2,24,0.1,0.02,2,96,0.38,0.08,3,4341,15.7,3.78
4958,臻鼎-KY,512.0,11.0,2.2,06/08,1,295,2.75,0.03,2,75,0.4,0.01,-2,-327,-1.73,-0.03,1,236,2.2,0.02
6282,康舒,58.8,-5.0,-7.84,06/08,1,108,0.24,0.01,2,169,0.11,0.02,-2,-5831,-3.68,-0.68,-2,-37461,-23.7,-4.38
6285,啟碁,273.5,-18.5,-6.34,06/08,2,1128,5.08,0.23,2,149,0.67,0.03,-3,-424,-1.26,-0.09,2,951,4.28,0.2
6789,采鈺,487.5,-25.5,-4.97,06/08,2,485,8.66,0.15,2,47,0.84,0.01,-3,-38,-0.5,-0.01,2,498,8.89,0.16
