排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
301,2027,大成鋼,市,44.35,0.1,0.23,14192,08/05,3480,812,-100,4192,574.0,22.2,＋＋－
302,6217,中探針,櫃,147.0,13.0,9.7,221,08/05,-1,0,-25,-26,25.8,22.0,－・－
303,2916,滿心,櫃,40.5,0.4,1.0,69,08/05,-1,0,0,-1,14.2,22.0,－・・
304,8039,台虹,市,220.0,20.0,10.0,7676,08/05,1134,29,496,1659,57.8,21.9,＋＋＋
305,3481,群創,市,47.8,0.0,0.0,421661,08/05,-38795,-104,-3506,-42405,1746.0,21.8,－－－
306,6166,凌華,市,139.0,12.5,9.88,5759,08/05,372,0,20,392,47.5,21.8,＋・＋
307,5212,凌網,櫃,47.0,-0.3,-0.63,2,08/05,0,0,0,0,7.55,21.8,・・・
308,2603,長榮,市,205.0,-1.0,-0.49,5472,08/05,-678,-73,-228,-978,471.0,21.8,－－－
309,3022,威強電,市,97.6,6.7,7.37,7196,08/05,310,-3,177,485,38.2,21.6,＋－＋
310,3042,晶技,市,177.0,7.5,4.42,23364,08/05,1202,0,188,1390,73.9,21.5,＋－＋
311,3357,臺慶科,櫃,210.0,4.0,1.94,1897,08/05,-59,0,-5,-64,24.7,21.5,－－－
312,2351,順德,市,169.0,3.5,2.11,3029,08/05,-471,155,24,-292,39.0,21.4,－＋＋
313,3583,辛耘,市,703.0,4.0,0.57,933,08/05,16,-76,10,-50,17.2,21.4,＋－＋
314,009807,台新標普科技精選,櫃,17.26,0.63,3.79,165,08/05,0,0,62,62,3.05,21.4,・・＋
315,009806,台新標普500,櫃,13.93,0.22,1.6,90,08/05,1,0,-14,-13,3.02,21.4,＋・－
316,2415,錩新,市,31.3,0.3,0.97,230,08/05,-20,0,0,-20,19.1,21.2,－・・
317,8021,尖點,市,396.0,5.5,1.41,11219,08/05,-1210,16,-85,-1279,30.7,21.1,－＋－
318,1587,吉茂,市,24.4,0.05,0.21,98,08/05,13,0,0,13,16.9,21.1,＋・・
319,8213,志超,市,30.2,0.5,1.68,330,08/05,40,0,13,53,57.2,21.1,＋・＋
320,2376,技嘉,市,342.0,10.0,3.01,10360,08/05,4976,32,-44,4964,141.0,21.0,＋＋－
321,6244,茂迪,櫃,24.7,1.0,4.22,4860,08/05,-248,0,56,-192,81.4,21.0,－・＋
322,7610,聯友金屬-創,市,1595.0,145.0,10.0,269,08/05,-10,0,-3,-13,10.2,21.0,－・－
323,2911,麗嬰房,市,6.84,-0.02,-0.29,87,08/05,-2,0,0,-2,22.0,20.9,－・・
324,3014,聯陽,市,130.0,2.0,1.56,1007,08/05,107,-5,-1,101,34.7,20.9,＋－－
