排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
1,00719B,元大美債1-3,31.45,-0.02,-0.06,26W28,07/09,58.8,-0.59,58.0,-0.23,56.5,-0.39
2,4989,榮科,65.7,-2.0,-2.95,26W28,07/09,31.9,3.91,30.4,4.84,29.0,5.42
3,00657,國泰日經225,77.65,-0.2,-0.26,26W28,07/09,19.1,4.03,19.1,4.03,19.1,19.1
4,00989B,台新美國非投等債,10.26,0.0,0.0,26W28,07/09,48.6,-2.2,47.3,-2.2,42.0,-3.98
5,009826,貝萊德世界股票,10.22,-0.06,-0.58,,,,,,,,
6,00982T,平衡兆豐台美動能,15.24,0.0,0.0,26W28,07/09,34.3,3.31,26.8,-0.12,21.9,-0.12
7,00689R,國泰20年美債反1,22.9,0.19,0.84,26W28,07/09,72.8,1.79,62.5,1.79,62.5,1.79
8,00666R,富邦恒生國企反1,9.02,-0.02,-0.22,26W28,07/09,83.6,-2.6,83.6,-2.6,83.6,-2.6
9,00731,復華富時高息低波,91.0,0.5,0.55,26W28,07/09,17.9,0.59,14.8,3.84,11.1,0.12
10,00799B,國泰A級醫療債,29.35,-0.21,-0.71,26W28,07/09,20.2,-0.44,20.2,-0.44,16.3,-0.44
11,00676R,富邦臺灣加權反1,5.77,0.04,0.7,26W28,07/09,36.4,1.61,31.4,2.17,25.6,1.55
12,00401A,主動摩根台灣鑫收,13.23,-0.16,-1.19,26W28,07/09,24.5,0.05,24.5,0.3,23.3,0.24
13,8996,高力,1045.0,-90.0,-7.93,26W28,07/09,42.8,0.51,39.9,1.29,33.3,0.44
14,00986B,FT金融債10+,9.72,-0.03,-0.31,26W28,07/09,80.4,0.11,77.4,0.11,77.4,0.11
15,009817,國泰日本不動產,9.19,-0.04,-0.43,26W28,07/09,20.0,-1.59,18.7,-1.63,17.2,-1.68
16,00715L,期街口布蘭特正2,43.02,4.54,11.8,26W28,07/09,35.0,3.87,32.7,3.19,32.0,3.27
17,00983B,大華優利美公債20,15.36,-0.15,-0.97,26W28,07/09,56.1,0.08,56.1,0.08,53.1,0.28
18,6271,同欣電,193.5,1.5,0.78,26W28,07/09,50.4,-4.04,46.9,-3.94,45.0,-4.08
19,00664R,國泰臺灣加權反1,1.68,0.01,0.6,26W28,07/09,50.8,0.03,45.1,0.29,40.8,0.42
20,5475,德宏,123.5,0.5,0.41,26W28,07/09,37.0,0.31,35.4,0.46,33.9,-1.03
21,00928,中信上櫃ESG30,31.55,-0.87,-2.68,26W28,07/09,22.6,-6.73,22.6,-6.73,22.6,-6.73
22,00686R,群益臺灣加權反1,1.02,0.01,0.99,26W28,07/09,53.0,0.21,46.1,-0.25,41.2,-0.29
23,00675L,富邦臺灣加權正2,292.0,-1.0,-0.34,26W28,07/09,17.3,0.06,14.7,-0.44,13.8,-0.43
24,00642U,期元大S&P石油,25.8,1.16,4.71,26W28,07/09,34.3,-0.13,31.4,0.29,31.4,1.07
25,00962,台新AI優息動能,14.93,-0.09,-0.6,26W28,07/09,23.2,-1.18,23.2,-1.18,19.5,-1.25
26,7835,永悅健康-創,27.3,2.05,8.12,26W28,07/09,85.3,0.0,83.9,0.0,83.9,0.0
27,00943,兆豐電子高息等權,21.51,-0.19,-0.88,26W28,07/09,34.3,-0.7,34.3,0.94,32.3,-1.06
28,00694B,富邦美債1-3,42.29,-0.05,-0.12,26W28,07/09,72.8,-1.38,70.8,0.18,70.8,0.18
29,3211,順達,338.5,-18.0,-5.05,26W28,07/09,49.6,0.85,45.4,-0.03,42.5,-0.11
30,00645,富邦日本,57.45,0.15,0.26,26W28,07/09,19.1,0.3,19.1,0.3,14.9,0.23
31,4163,鐿鈦,144.0,9.5,7.06,26W28,07/09,65.6,0.01,64.4,0.01,62.5,0.01
32,1718,中纖,9.91,-0.29,-2.84,26W28,07/09,50.9,-2.04,49.5,-2.1,48.7,-1.73
33,5464,霖宏,62.6,-5.0,-7.4,26W28,07/09,70.5,-0.54,64.5,-1.38,59.2,0.04
34,00752,中信中國50,23.99,-0.01,-0.04,26W28,07/09,32.6,-0.12,31.5,-0.14,30.9,-0.15
35,9949,琉園,23.55,0.25,1.07,26W28,07/09,65.0,-3.08,63.7,-3.1,51.7,-7.06
36,8358,金居,352.0,-32.0,-8.33,26W28,07/09,50.0,-1.4,46.5,-2.05,44.3,-0.79
37,00700,富邦恒生國企,17.75,0.0,0.0,26W28,07/09,8.33,1.47,4.31,1.52,4.31,4.31
38,00907,永豐優息存股,16.85,0.08,0.48,26W28,07/09,12.6,1.21,11.8,1.66,11.2,1.66
39,2483,百容,35.45,-2.0,-5.34,26W28,07/09,62.4,-0.29,61.0,-0.29,61.0,-0.29
40,5490,同亨,30.7,-2.65,-7.95,26W28,07/09,30.0,0.34,28.7,0.44,26.8,2.3
41,3090,日電貿,150.5,-4.5,-2.9,26W28,07/09,65.7,-0.44,63.8,-0.71,62.3,-0.39
42,0055,元大MSCI金融,43.9,0.28,0.64,26W28,07/09,41.5,-0.03,38.5,-0.04,38.5,-0.04
43,00981D,主動中信非投等債,10.47,-0.02,-0.19,26W28,07/09,40.6,-3.12,36.6,-3.33,33.1,-3.51
44,6831,邁科,637.0,-19.0,-2.9,26W28,07/09,56.9,-0.63,48.5,-0.52,43.3,-0.39
45,2492,華新科,251.0,-5.5,-2.14,26W28,07/09,72.0,0.09,70.7,-0.17,69.5,0.03
46,4971,IET-KY,460.5,-19.5,-4.06,26W28,07/09,21.5,-0.18,9.5,-2.1,7.02,0.0
47,00963,中信全球高股息,13.35,-0.01,-0.07,26W28,07/09,29.4,0.9,28.7,0.9,26.7,0.9
48,5011,久陽,17.75,-0.65,-3.53,26W28,07/09,46.6,0.89,42.6,0.94,37.3,0.04
49,5483,中美晶,168.5,-9.0,-5.07,26W28,07/09,60.0,0.87,57.9,1.2,55.4,0.82
50,00687B,國泰20年美債,27.49,-0.27,-0.97,26W28,07/09,43.9,-0.25,42.4,-0.25,41.4,-0.3
51,00665L,富邦恒生國企正2,9.63,0.05,0.52,26W28,07/09,56.1,2.32,51.6,2.4,48.0,2.18
52,2233,宇隆,201.0,-3.0,-1.47,26W28,07/09,42.6,-2.13,38.4,1.27,34.2,-0.05
53,2243,宏旭-KY,40.05,-2.85,-6.64,26W28,07/09,64.0,4.92,60.6,8.8,53.7,5.94
