單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"13,367,653,953","9,178,640,737","4,189,013,216"
自營商(避險),"44,642,635,055","34,246,575,990","10,396,059,065"
投信,"43,292,812,352","42,536,962,010","755,850,342"
外資及陸資(不含外資自營商),"482,898,785,160","483,407,514,152","-508,728,992"
外資自營商,0,0,0
合計,"584,201,886,520","569,369,692,889","14,832,193,631"
