代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
2618,長榮航,43.7,0.4,0.92,08/03,19,479645,45.6,8.88,-1,-3476,-8.63,-0.06,-1,-1046,-2.59,-0.02,21,433095,38.2,8.02
2603,長榮,207.5,3.5,1.72,08/03,18,74629,41.0,3.45,-1,-496,-6.23,-0.02,-1,-45,-0.57,0.0,7,16433,29.5,0.76
8482,商億-KY,49.95,-3.05,-5.75,08/03,18,73,54.7,0.07,0,0,0.0,0.0,-1,-3,-27.0,0.0,16,72,56.5,0.07
3045,台灣大,112.0,-0.5,-0.44,08/03,17,131900,44.2,3.54,-1,-900,-8.24,-0.02,-1,-123,-1.13,0.0,-1,-1001,-9.16,-0.03
4904,遠傳,103.5,-1.5,-1.43,08/03,17,79433,31.4,2.2,-1,-621,-5.88,-0.02,-1,-77,-0.72,0.0,13,63517,32.1,1.76
5213,亞昕,21.45,-0.2,-0.92,08/03,17,1356,30.3,0.19,0,0,0.0,0.0,-1,0,-0.1,0.0,17,1355,30.2,0.19
1788,杏昌,130.0,0.0,0.0,08/03,16,110,23.7,0.25,0,0,0.0,0.0,0,0,0.0,0.0,16,110,23.7,0.25
3034,聯詠,519.0,0.0,0.0,08/03,16,23002,25.2,3.78,-1,-178,-5.15,-0.03,-2,-46,-0.42,-0.01,-1,-7,-0.2,0.0
00717,富邦美國特別股,14.83,-0.02,-0.13,08/03,15,1651,64.1,1.35,0,0,0.0,0.0,2,91,28.7,0.07,5,702,81.7,0.57
00859B,群益0-1年美債,41.65,-0.12,-0.29,08/03,15,2252,6.33,8.83,0,0,0.0,0.0,1,26,0.85,0.1,1,31,1.02,0.12
1402,遠東新,26.9,-0.25,-0.92,08/03,15,132107,41.6,2.47,-1,-2094,-20.3,-0.04,-2,-800,-2.17,-0.01,-1,-902,-8.73,-0.02
2883B,凱基金乙特,8.15,0.0,0.0,08/03,14,6913,37.4,0.44,0,0,0.0,0.0,1,17,1.33,0.0,1,193,15.1,0.01
1476,儒鴻,346.5,0.5,0.14,08/03,13,4403,17.7,1.6,-1,-4,-0.48,0.0,-1,-16,-1.95,-0.01,8,1881,13.1,0.69
2412,中華電,139.0,-0.5,-0.36,08/03,13,112995,41.3,1.46,-1,-632,-6.01,-0.01,-1,-228,-2.17,0.0,13,121358,44.3,1.56
2434,統懋,49.75,-3.45,-6.48,08/03,13,293,5.1,0.79,0,0,0.0,0.0,-1,-11,-0.58,-0.03,13,351,6.11,0.95
00653L,富邦印度正2,48.78,0.9,1.88,08/03,12,419,12.1,2.91,0,0,0.0,0.0,2,708,75.7,4.92,2,828,88.5,5.75
7792,安葆,200.0,8.5,4.44,08/03,12,572,28.3,1.23,0,0,0.0,0.0,2,6,2.73,0.01,12,567,28.0,1.21
8240,華宏,39.55,0.9,2.33,08/03,12,954,23.6,0.95,0,0,0.0,0.0,2,4,0.68,0.0,12,927,22.9,0.93
8467,波力-KY,98.9,-1.1,-1.1,08/03,12,69,30.9,0.14,0,0,0.0,0.0,-1,-3,-17.6,-0.01,0,0,0.0,0.0
1541,錩泰,21.4,-0.05,-0.23,08/03,11,52,21.1,0.07,0,0,0.0,0.0,-1,-2,-7.41,0.0,2,13,25.3,0.02
2636,台驊控股,66.1,-0.2,-0.3,08/03,11,1181,40.1,0.83,0,0,0.0,0.0,-1,-5,-2.15,0.0,11,1197,40.7,0.84
6558,興能高,24.4,0.9,3.83,08/03,11,870,22.3,0.93,0,0,0.0,0.0,-1,-6,-2.36,-0.01,11,874,22.4,0.93
