證券代號,證券名稱,交易別,成交價,成交股數,成交金額
1459,聯發,逐筆交易,17.15,"1,750,000","30,012,500"
6464,台數科,逐筆交易,79.00,"364,000","28,756,000"
0050,元大台灣50,配對交易,106.05,"8,059,880","854,750,274"
00878,國泰永續高股息,配對交易,36.00,"700,000","25,200,000"
1402,遠東新,配對交易,28.40,"3,776,205","107,244,222"
1519,華城,配對交易,727.00,"150,000","109,050,000"
2308,台達電,配對交易,"1,770.00","21,000","37,170,000"
2317,鴻海,配對交易,252.76,"95,000","24,012,200"
2317,鴻海,配對交易,252.73,"114,000","28,811,220"
2317,鴻海,配對交易,252.00,"149,000","37,548,000"
2327,國巨*,配對交易,554.05,"195,290","108,200,424"
2327,國巨*,配對交易,554.03,"135,710","75,187,411"
2327,國巨*,配對交易,549.31,"153,920","84,549,795"
2327,國巨*,配對交易,549.29,"142,080","78,043,123"
2330,台積電,配對交易,"2,437.69","10,000","24,376,900"
2330,台積電,配對交易,"2,423.53","37,423","90,695,763"
2330,台積電,配對交易,"2,423.50","65,577","158,925,860"
2330,台積電,配對交易,"2,410.00","1,504,000","3,624,640,000"
2382,廣達,配對交易,335.25,"319,000","106,944,750"
2408,南亞科,配對交易,529.00,"1,400,000","740,600,000"
2454,聯發科,配對交易,"3,957.50","49,000","193,917,500"
2454,聯發科,配對交易,"3,865.00","22,000","85,030,000"
2881,富邦金,配對交易,140.25,"138,000","19,354,500"
2882,國泰金,配對交易,92.30,"760,000","70,148,000"
2883,凱基金,配對交易,35.45,"1,600,000","56,720,000"
2885,元大金,配對交易,63.54,"630,800","40,081,032"
2885,元大金,配對交易,63.53,"1,172,200","74,469,866"
2886,兆豐金,配對交易,46.28,"410,000","18,974,800"
2887,台新新光金,配對交易,41.25,"1,310,000","54,037,500"
2890,永豐金,配對交易,39.62,"1,086,000","43,027,320"
2891,中信金,配對交易,64.08,"296,000","18,967,680"
2891,中信金,配對交易,64.05,"296,000","18,958,800"
2892,第一金,配對交易,33.48,"572,000","19,150,560"
3008,大立光,配對交易,"6,915.00","35,000","242,025,000"
3017,奇鋐,配對交易,"3,305.00","70,000","231,350,000"
3037,欣興,配對交易,"1,149.83","15,000","17,247,450"
3665,貿聯-KY,配對交易,"2,036.10","15,390","31,335,579"
3665,貿聯-KY,配對交易,"2,036.08","11,610","23,638,889"
6944,兆聯實業,配對交易,736.00,"50,000","36,800,000"
總計,,,,"27,681,085","7,669,952,919"
