"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"1801","2477","美隆電","20.7","-0.1","-0.48","26W29","07/17","21.2","+0.01","24","+0.14","26.8","-0.03","28.8","-0.04"
"1802","2887I","台新新光辛特","9.51","-0.01","-0.11","26W29","07/17","18.8","-0.04","22.9","-0.04","27.1","-0.07","29.8","-0.08"
"1803","2454","聯發科","3985","+120","+3.1","26W29","07/17","15.2","+0.22","19.8","+0.26","25.4","+0.13","29.7","+0.24"
"1804","2739","寒舍","37.75","-0.5","-1.31","26W29","07/17","21.3","+0.07","24.9","-0.05","26.5","-0.04","28.5","-0.04"
"1805","4558","寶緯","18.65","+1.2","+6.88","26W29","07/17","15.8","-0.08","18.1","-0.08","26","+0.01","40.1","+1.06"
"1806","2702","華園","12.7","+0.05","+0.4","26W29","07/17","21.3","0","24.1","0","26.3","0","26.6","0"
"1807","2640","大車隊","158","+1.5","+0.96","26W29","07/17","13.9","-0.08","18.1","-0.1","26.4","-0.01","32.5","0"
"1808","6971","惠民實業","26.35","+0.05","+0.19","26W29","07/17","20.4","+0.15","23.5","+0.15","26.2","0","32.1","0"
"1809","2520","冠德","35.3","-0.35","-0.98","26W29","07/17","21.4","-0.21","24.7","-0.16","27.7","-0.41","29.6","-0.38"
"1810","4113","聯上","15.1","0","0","26W29","07/17","15.8","+0.01","21.1","+0.16","25.4","+0.16","30","-0.03"
"1811","2379","瑞昱","722","-8","-1.1","26W29","07/17","14","+0.33","18.7","+0.5","26.1","+0.42","31.8","-0.33"
"1812","2204","中華","53.4","-0.6","-1.11","26W29","07/17","21","-0.11","23.4","-0.07","25","-0.03","25.7","-0.3"
"1813","8162","微矽電子-創","63.6","+0.8","+1.27","26W29","07/17","17.4","+0.1","22.7","+0.84","25.7","+0.31","29.2","+0.34"
"1814","6577","勁豐","80.8","+0.5","+0.62","26W29","07/17","19.9","-0.19","21.9","-0.48","25.1","0","27.6","0"
"1815","9905","大華","21.55","+0.1","+0.47","26W29","07/17","20.9","-0.08","23.1","-0.09","26.2","-0.15","27.3","0"
"1816","1301","台塑","62.7","-0.4","-0.63","26W29","07/17","20.8","-0.57","23.1","-0.63","25.1","-0.68","26.1","-0.67"
"1817","6624","萬年清","41.65","+0.7","+1.71","26W29","07/17","15.8","-0.02","19.9","-0.01","23.5","0","23.5","0"
"1818","2385","群光","108","0","0","26W29","07/17","19.4","+0.21","22.1","+0.12","25.6","+0.48","27.7","+0.19"
"1819","7753","星亞","37.05","-0.15","-0.4","26W29","07/17","18.7","0","21.2","0","25.8","0","27.5","0"
"1820","6870","騰雲","255.5","+2","+0.79","26W29","07/17","16.7","-0.47","18.2","-1.63","28.3","-0.38","39.4","-0.04"
"1821","9907","統一實","15.35","-0.1","-0.65","26W29","07/17","18.2","+0.12","21.7","+0.14","25.1","+0.15","27","0"
"1822","6614","資拓宏宇","35.9","-0.35","-0.97","26W29","07/17","19.4","-0.04","22.4","-0.29","25.6","0","26.2","0"
"1823","6877","鏵友益","116.5","+0.5","+0.43","26W29","07/17","16.4","-0.33","20.5","-0.27","25.3","-1.35","28.5","-2.31"
"1824","6791","虎門科技","101","-1","-0.98","26W29","07/17","19.6","0","22.8","0","25.8","0","36","0"
"1825","6582","申豐","32.6","-0.1","-0.31","26W29","07/17","20.4","-0.07","23.3","-0.04","25.7","0","25.7","0"
"1826","2356","英業達","64.9","-0.7","-1.07","26W29","07/17","24.1","+0.8","25.9","+0.91","27.5","+0.95","28.9","+0.96"
"1827","7770","君曜","36.55","-0.4","-1.08","26W29","07/17","14.1","+0.03","18.8","0","25.5","0","34.9","0"
"1828","6730","常廣","32.95","-0.25","-0.75","26W29","07/17","13.1","+0.01","18.9","+0.01","26","+0.01","31.5","0"
"1829","2612","中航","60.2","-1.8","-2.9","26W29","07/17","21.8","-0.01","24.8","-0.13","26.3","-0.16","27.5","-0.15"
"1830","4442","竣邦-KY","51.4","0","0","26W29","07/17","13.1","+0.29","15.1","0","22.8","0","31.9","0"
"1831","1713","國化","44.2","+0.5","+1.14","26W29","07/17","16.1","-0.08","21.1","+0.13","26.2","+0.2","29.8","0"
"1832","2538","基泰","8.9","-0.11","-1.22","26W29","07/17","15.6","-0.04","19.8","-0.07","24.7","-0.07","27.7","-0.22"
"1833","1806","冠軍","8.02","0","0","26W29","07/17","20.7","-0.09","23","+0.03","25.6","+0.07","27.1","-0.18"
"1834","5205","中茂","20.4","+0.25","+1.24","26W29","07/17","16.5","0","23.8","0","25.5","0","28.7","0"
"1835","1773","勝一","159.5","-0.5","-0.31","26W29","07/17","17.6","-0.17","21.3","-0.12","24.4","-0.38","27.8","-0.03"
"1836","1906","寶隆","11.4","-0.1","-0.87","26W29","07/17","19.9","+0.04","22.7","+0.05","25.5","0","26.5","0"
"1837","6221","晉泰","21.7","0","0","26W29","07/17","19","+0.08","22.5","+0.16","25.2","+0.23","26.3","+0.01"
"1838","6584","南俊國際","682","+62","+10","26W29","07/17","16.1","+0.17","19.3","+0.05","23.5","-0.1","29.6","-0.03"
