排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,9938,百和,42.15,-0.35,-0.82,08/13,21.8,23.4,26.6,26.9,21.3,8.42,4.23,3.14,1.69,0.42,0.14,3.56
2,3665,貿聯-KY,2205.0,50.0,2.32,08/13,5.27,26.7,26.4,24.5,12.0,5.93,9.23,8.3,7.29,5.61,3.98,9.35
3,1773,勝一,160.5,-0.5,-0.31,08/13,42.7,38.4,29.9,22.3,14.2,4.84,1.41,1.69,1.63,2.68,1.56,1.75
4,1590,亞德客-KY,1470.0,-125.0,-7.84,08/13,19.6,13.3,17.6,19.7,9.16,6.57,3.61,2.36,1.63,2.05,2.08,1.99
5,6535,順藥,87.9,-0.2,-0.23,08/13,20.9,16.3,16.9,18.3,19.6,16.6,8.1,4.42,1.2,0.53,,3.43
6,2204,中華,51.2,-0.3,-0.58,08/13,0.93,0.57,0.89,16.7,14.5,9.63,5.62,3.78,3.93,3.98,2.86,4.17
7,3583,辛耘,719.0,-15.0,-2.04,08/13,30.6,24.2,23.4,16.1,10.5,8.28,2.98,1.34,1.53,0.99,0.99,1.24
8,8210,勤誠,990.0,-15.0,-1.49,08/13,16.9,15.2,17.8,15.2,9.54,7.89,8.66,5.31,2.05,0.48,0.27,3.76
9,8028,昇陽半導體,267.5,2.5,0.94,08/13,2.34,13.9,14.7,13.6,9.26,3.46,1.68,0.71,0.51,0.13,,0.9
10,7751,竑騰,1315.0,0.0,0.0,08/13,26.1,28.5,17.5,12.9,8.12,6.59,7.43,4.93,,,,3.6
11,6768,志強-KY,66.0,0.4,0.61,08/13,0.37,0.16,8.74,12.9,9.02,11.0,4.92,3.47,4.88,2.71,,5.32
12,6669,緯穎,6070.0,45.0,0.75,08/13,3.07,10.1,15.5,12.8,6.62,4.56,4.39,3.42,3.8,3.4,,4.1
13,7734,印能科技,3250.0,-100.0,-2.99,08/13,25.3,16.1,16.8,12.2,8.24,3.32,4.65,2.19,1.47,,,1.79
14,5536,聖暉*,903.0,-15.0,-1.63,08/13,4.87,14.1,13.0,12.1,7.04,5.4,4.36,3.59,5.03,5.43,3.34,5.07
15,00965,元大航太防衛科技,27.34,0.19,0.7,08/13,10.2,9.38,7.33,11.6,5.83,4.57,4.25,3.84,5.66,,,4.3
16,4764,雙鍵,245.0,-4.5,-1.8,08/13,0.0,0.0,0.0,11.5,8.98,2.58,1.01,0.5,0.33,0.32,,0.41
17,3227,原相,201.5,-2.5,-1.23,08/13,0.0,0.0,8.47,11.1,11.2,9.61,2.45,2.62,2.13,2.12,1.64,2.83
18,2385,群光,106.0,1.0,0.95,08/13,32.3,21.4,15.7,10.6,6.77,10.9,9.84,8.54,12.3,11.2,6.79,10.4
19,5371,中光電,86.3,-0.2,-0.23,08/13,0.0,0.0,0.0,10.5,9.4,2.62,1.33,1.3,0.59,1.27,0.96,1.0
20,2357,華碩,937.0,85.0,9.98,08/13,0.41,2.34,2.05,10.0,6.05,6.02,6.93,5.58,5.95,6.37,3.99,6.03
21,6196,帆宣,511.0,12.0,2.4,08/13,0.06,6.53,4.98,10.0,4.41,2.02,1.43,0.87,3.99,2.25,1.1,0.89
22,6415,矽力*-KY,465.0,16.0,3.56,08/13,5.28,21.1,13.4,9.41,7.16,9.43,4.17,2.67,2.47,2.28,2.31,2.7
23,6223,旺矽,6495.0,-105.0,-1.59,08/13,7.0,5.36,3.91,9.29,5.23,3.25,3.25,3.95,4.58,3.29,2.23,4.9
24,2885,元大金,69.7,1.1,1.6,08/13,0.99,2.47,2.05,8.9,4.5,5.17,13.9,10.6,12.9,7.37,2.72,12.0
25,7769,鴻勁,6770.0,290.0,4.48,08/13,0.18,3.2,3.56,8.89,5.41,4.37,5.7,3.37,,,,3.08
26,9802,鈺齊-KY,72.7,-0.1,-0.14,08/13,0.0,0.0,5.06,8.85,9.39,6.84,4.41,2.69,0.96,0.3,0.09,2.46
