代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00696B,富邦美債20年,28.95,0.05,0.17,26W24,06/11,56,639106,43.0,96.7,0,0,0.0,0.0,-3,-9120,-24.4,-1.38,22,287375,44.4,43.5
00717,富邦美國特別股,14.91,0.05,0.34,26W24,06/11,50,24287,59.8,19.0,0,0,0.0,0.0,-1,-18,-3.31,-0.01,15,13873,77.0,10.8
00857B,永豐20年美公債,23.21,0.02,0.09,26W24,06/11,31,167550,42.7,29.6,0,0,0.0,0.0,4,11541,23.2,2.04,31,176961,45.1,31.2
00931B,統一美債20年,13.43,0.02,0.15,26W24,06/11,21,292344,53.3,13.6,0,0,0.0,0.0,4,15214,14.5,0.71,21,341788,62.3,15.8
006205,富邦上証,39.96,0.17,0.43,26W24,06/11,18,6278,10.9,6.44,0,0,0.0,0.0,-1,-530,-15.3,-0.54,18,10055,17.4,10.3
00710B,復華彭博非投等債,19.01,0.05,0.26,26W24,06/11,16,2531,15.0,1.4,0,0,0.0,0.0,3,189,4.88,0.1,23,23523,53.6,13.0
00746B,富邦A級公司債,35.51,0.08,0.23,26W24,06/11,16,37632,51.0,1.5,0,0,0.0,0.0,-16,-36625,-49.6,-1.46,1,116,4.93,0.0
9933,中鼎,41.25,0.75,1.85,26W24,06/11,14,78076,16.2,8.67,2,597,0.75,0.07,-3,-1821,-1.71,-0.2,14,78224,16.3,8.69
009817,國泰日本不動產,8.77,0.06,0.69,26W24,06/11,13,43186,18.6,16.2,0,0,0.0,0.0,3,7208,13.6,2.7,11,48972,28.5,18.3
00982B,FT投資級債20+,9.86,0.0,0.0,26W24,06/11,13,2312,36.4,8.0,0,0,0.0,0.0,1,10,1.5,0.04,1,632,91.8,2.19
00984B,大華優利美A債15,16.34,0.02,0.12,26W24,06/11,13,92582,43.1,60.9,0,0,0.0,0.0,2,2860,17.2,1.88,6,40393,55.8,26.6
00915,凱基優選高股息30,30.2,0.2,0.67,26W24,06/11,12,76700,15.5,13.8,0,0,0.0,0.0,66,993503,44.2,179.0,66,1163312,51.8,209.0
00740B,富邦全球投等債,38.7,0.07,0.18,26W24,06/11,11,68315,48.4,3.17,0,0,0.0,0.0,-15,-102403,-39.1,-4.75,4,3679,8.4,0.17
00772B,中信高評級公司債,33.68,0.08,0.24,26W24,06/11,11,89220,51.1,2.59,0,0,0.0,0.0,2,3536,10.7,0.1,42,221108,39.9,6.42
00862B,中信投資級公司債,31.97,0.06,0.19,26W24,06/11,11,7364,27.8,0.88,0,0,0.0,0.0,2,342,8.44,0.04,25,4280,7.59,0.51
00908,富邦入息REITs+,15.0,0.16,1.08,26W24,06/11,11,3942,37.7,10.7,0,0,0.0,0.0,-1,-493,-38.2,-1.33,10,2755,29.6,7.46
00948B,中信優息投資級債,9.49,0.01,0.11,26W24,06/11,11,242366,49.2,5.84,0,0,0.0,0.0,4,24519,13.0,0.59,46,1567221,56.4,37.8
00950B,凱基A級公司債,14.03,0.03,0.21,26W24,06/11,11,110560,37.3,2.74,0,0,0.0,0.0,1,5216,21.4,0.13,5,37748,26.3,0.93
00959B,大華投等美債15Y+,9.36,0.01,0.11,26W24,06/11,11,50984,45.8,9.55,0,0,0.0,0.0,1,3026,25.4,0.57,6,41720,61.0,7.82
00966B,統一ESG投等債15+,13.98,0.02,0.14,26W24,06/11,11,16534,27.6,13.3,0,0,0.0,0.0,2,774,10.6,0.62,31,44622,23.0,35.8
00970B,新光BBB投等債20+,9.42,0.02,0.21,26W24,06/11,11,42098,41.7,10.9,0,0,0.0,0.0,1,540,4.18,0.14,30,115787,42.0,29.9
009813,貝萊德標普卓越50,10.95,-0.06,-0.54,26W24,06/11,11,41646,15.6,9.92,0,0,0.0,0.0,10,128668,52.6,30.6,10,170284,69.6,40.6
2248,華勝-KY,55.4,-1.0,-1.77,26W24,06/11,11,236,5.4,0.5,0,0,0.0,0.0,-1,-2,-0.6,0.0,2,84,12.0,0.18
00647L,元大S&P500正2,127.8,-1.6,-1.24,26W24,06/11,10,183,3.13,2.85,0,0,0.0,0.0,-1,-37,-11.0,-0.57,-1,-7,-2.01,-0.1
00701,國泰股利精選30,36.29,0.27,0.75,26W24,06/11,10,8634,13.8,4.92,0,0,0.0,0.0,23,37366,24.2,21.3,23,54254,35.2,30.9
00757,統一FANG+,125.15,-0.5,-0.4,26W24,06/11,10,21027,17.6,7.21,-1,-100,-1.31,-0.03,-2,-3254,-16.9,-1.12,-2,-2333,-12.1,-0.8
