排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1801,1225,福懋油,市,24.0,-0.3,-1.23,56,08/18,-19,0,-12,-31,2.74,1.1,－・－
1802,00955,中信日本商社,櫃,14.95,-0.38,-2.48,5990,08/18,13,0,1416,1429,5.96,1.1,＋・＋
1803,2460,建通,市,28.4,-0.25,-0.87,284,08/18,-32,0,0,-32,1.9,1.1,－・・
1804,6923,中台,市,75.7,-0.2,-0.26,34,08/18,9,0,0,9,1.03,1.1,＋・・
1805,00679B,元大美債20年,櫃,25.98,0.18,0.7,29206,08/18,-3284,0,-12028,-15312,69.5,1.1,－・－
1806,00757,統一FANG+,市,136.35,-1.1,-0.8,3430,08/18,886,0,771,1657,3.08,1.1,＋・＋
1807,00934,中信成長高股息,市,28.55,0.1,0.35,1462,08/18,140,0,-366,-226,4.74,1.1,＋・－
1808,2462,良得電,市,19.4,0.0,0.0,127,08/18,-26,0,0,-26,1.69,1.1,－・－
1809,6581,鋼聯,市,107.5,0.0,0.0,12,08/18,-12,0,0,-12,1.24,1.1,－・・
1810,009802,富邦旗艦50,市,18.73,-0.25,-1.32,2082,08/18,-465,0,39,-426,5.82,1.1,－・＋
1811,3541,西柏,櫃,21.75,-0.05,-0.23,8,08/18,-2,0,0,-2,0.62,1.1,－・・
1812,8284,三竹,櫃,66.6,0.6,0.91,22,08/18,1,0,0,1,0.52,1.1,＋・・
1813,009821,野村稀土關鍵資源,市,14.63,-0.33,-2.21,4689,08/18,486,0,6190,6676,6.61,1.1,＋・＋
1814,5353,台林,櫃,27.9,-0.2,-0.71,21,08/18,-5,0,0,-5,0.83,1.1,－・－
1815,5529,鉅陞,櫃,20.95,0.0,0.0,30,08/18,-15,0,0,-15,1.16,1.1,－・＋
1816,6117,迎廣,市,61.0,-0.7,-1.13,138,08/18,-68,0,-16,-84,1.01,1.1,－・－
1817,8433,弘帆,櫃,54.4,0.1,0.18,15,08/18,-2,0,0,-2,0.6,1.1,－・・
1818,7810,捷創科技,櫃,194.0,-1.5,-0.77,13,08/18,-9,0,0,-9,0.22,1.1,－・－
