排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
1,00640L,富邦日本正2,107.7,2.95,2.82,26W25,06/18,15.2,3.67,15.2,3.67,15.2,15.2
2,3060,銘異,37.9,0.65,1.74,26W25,06/18,25.1,7.84,22.6,7.44,22.0,8.86
3,009807,台新標普科技精選,16.76,0.05,0.3,26W25,06/18,47.6,1.2,43.7,1.45,37.3,7.69
4,00920,富邦ESG綠色電力,26.32,0.06,0.23,26W25,06/18,17.1,2.95,17.1,2.95,12.5,7.52
5,00681R,元大美債20反1,20.76,-0.15,-0.72,26W25,06/18,91.2,5.42,91.2,5.42,80.3,5.43
6,00984D,主動聯博全球非投,10.11,0.02,0.2,26W25,06/18,37.1,4.21,33.2,4.08,29.6,5.21
7,006207,復華滬深,34.2,0.38,1.12,26W25,06/18,8.01,-1.18,5.16,5.16,5.16,5.16
8,00401A,主動摩根台灣鑫收,13.99,0.17,1.23,26W25,06/18,26.6,4.74,26.3,5.03,26.0,5.04
9,00405A,主動富邦台灣龍耀,9.64,0.25,2.66,26W25,06/18,16.9,4.22,15.8,4.59,14.2,5.04
10,2455,全新,416.0,-12.0,-2.8,26W25,06/18,45.2,3.66,40.4,3.88,38.6,5.01
11,00403A,主動統一升級50,11.03,0.28,2.6,26W25,06/18,16.1,4.68,14.9,4.81,13.5,4.98
12,5351,鈺創,94.0,2.0,2.17,26W25,06/18,34.5,3.21,32.6,3.22,31.2,4.9
13,2241,艾姆勒,50.6,4.55,9.88,26W25,06/18,38.4,1.5,36.2,3.87,35.4,4.83
14,6127,九豪,84.4,3.8,4.71,26W25,06/18,21.8,2.63,21.2,4.67,20.3,4.66
15,8096,擎亞,155.5,5.5,3.67,26W25,06/18,56.6,5.27,54.7,5.34,52.8,4.65
16,009818,華南永昌NASDAQxT,19.76,-0.02,-0.1,26W25,06/18,4.61,1.57,4.61,1.57,4.61,4.61
17,00406A,主動中信台灣收益,10.29,0.16,1.58,26W25,06/18,15.9,4.1,15.1,3.84,13.6,4.61
18,6207,雷科,165.5,1.5,0.91,26W25,06/18,23.4,5.92,18.5,5.27,16.6,4.45
19,00651R,復華香港反1,5.56,0.11,2.02,26W25,06/18,61.6,1.93,55.0,1.93,49.4,4.4
20,2243,宏旭-KY,51.7,4.7,10.0,26W25,06/18,59.0,2.35,52.9,4.23,47.6,4.34
21,8261,富鼎,215.0,19.5,9.97,26W25,06/18,47.1,6.82,46.6,7.97,42.1,4.23
22,2478,大毅,234.0,6.5,2.86,26W25,06/18,64.6,4.37,61.8,4.78,59.4,4.22
23,3019,亞光,160.5,2.0,1.26,26W25,06/18,40.7,3.23,38.1,3.5,37.1,4.16
24,00734B,台新JPM新興債,15.89,0.01,0.06,26W25,06/18,83.7,0.31,81.1,0.31,81.1,4.13
25,00996A,主動兆豐台灣豐收,16.06,0.47,3.01,26W25,06/18,17.4,4.54,16.4,4.54,14.3,3.96
26,2399,映泰,48.05,-3.85,-7.42,26W25,06/18,36.2,3.13,33.9,2.88,31.9,3.92
27,006206,元大上證50,37.38,0.38,1.03,26W25,06/18,19.9,0.98,14.4,0.98,14.4,3.81
28,2493,揚博,273.5,24.5,9.84,26W25,06/18,54.3,3.3,50.9,3.68,48.8,3.68
29,5285,界霖,93.7,3.7,4.11,26W25,06/18,59.8,0.47,54.2,1.86,54.2,3.52
30,00991A,主動復華未來50,20.68,0.66,3.3,26W25,06/18,22.0,3.33,21.1,3.38,20.0,3.48
31,6720,久昌,142.0,-0.5,-0.35,26W25,06/18,45.1,-0.02,38.0,-2.63,29.0,3.43
32,3041,揚智,28.15,-0.85,-2.93,26W25,06/18,27.4,4.9,25.5,3.43,24.8,3.43
33,6269,台郡,79.6,-0.3,-0.38,26W25,06/18,34.5,4.78,31.8,3.73,30.1,3.42
34,5483,中美晶,181.0,-1.5,-0.82,26W25,06/18,59.7,2.95,57.9,2.95,56.0,3.38
