排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,1102,亞泥,36.4,1.3,3.7,07/02,0.21,48.6,51.5,50.6,42.9,27.8,15.1,12.7,13.3,11.4,6.47,12.7
2,0061,元大寶滬深,25.03,-0.84,-3.25,07/02,0.0,0.0,52.7,45.4,24.2,13.7,4.91,5.15,2.31,0.57,0.6,5.15
3,3036,文曄,217.5,6.5,3.08,07/02,48.2,53.6,50.9,40.4,27.1,28.2,19.1,13.7,11.8,7.15,5.45,13.7
4,6005,群益證,37.35,-0.3,-0.8,07/02,33.4,37.3,38.1,39.3,33.0,20.0,15.2,12.2,12.1,9.98,4.89,12.2
5,9907,統一實,15.15,-0.3,-1.94,07/02,4.09,1.96,21.4,35.1,33.1,24.3,14.1,9.54,4.3,1.9,0.62,9.54
6,3044,健鼎,506.0,0.0,0.0,07/02,56.0,56.0,45.1,34.8,22.2,13.6,6.64,7.53,10.9,8.27,5.83,7.53
7,6188,廣明,80.0,2.5,3.23,07/02,21.6,28.9,30.9,33.5,22.9,11.9,10.1,5.59,1.92,0.48,0.75,5.59
8,6121,新普,417.5,10.0,2.45,07/02,30.8,51.1,45.0,33.2,25.3,28.6,19.0,19.9,17.0,12.4,5.51,19.9
9,2439,美律,90.0,0.5,0.56,07/02,37.1,42.8,41.0,30.7,15.9,5.9,10.2,7.72,10.3,4.62,2.55,7.72
10,9910,豐泰,66.5,-2.5,-3.62,07/02,67.2,54.4,43.7,28.5,20.0,5.18,3.46,2.62,1.88,0.91,0.3,2.62
11,2385,群光,105.5,-1.5,-1.4,07/02,37.0,31.3,32.0,28.0,20.5,9.39,9.19,10.2,13.1,10.8,6.66,10.2
12,3005,神基,102.5,-4.0,-3.76,07/02,46.4,27.2,29.2,27.9,19.4,10.6,10.7,8.97,8.54,5.77,4.16,8.97
13,6488,環球晶,1205.0,100.0,9.05,07/02,26.1,23.0,25.4,27.2,14.0,8.33,3.12,3.31,2.94,4.02,2.1,3.31
14,9904,寶成,24.1,0.4,1.69,07/02,0.05,33.9,31.0,25.8,21.6,14.1,10.9,9.69,4.87,1.67,0.61,9.69
15,2393,億光,67.8,-1.8,-2.59,07/02,24.1,20.8,23.1,24.8,16.2,7.54,4.76,4.84,12.6,8.13,3.37,4.84
16,3010,華立,127.0,1.0,0.79,07/02,18.8,12.2,5.22,24.5,30.1,24.3,10.7,6.61,4.66,5.04,2.86,6.61
17,6414,樺漢,373.5,3.0,0.81,07/02,0.0,10.8,17.5,24.3,22.5,12.0,6.17,5.97,5.01,4.68,3.2,5.97
18,2353,宏碁,32.0,-0.1,-0.31,07/02,35.5,27.3,26.4,23.9,12.0,3.24,3.33,2.93,3.51,4.21,2.02,2.93
19,7765,中華資安,221.5,3.0,1.37,07/02,0.0,34.0,36.5,23.6,9.32,4.8,2.07,1.45,,,,1.45
20,6176,瑞儀,87.5,0.6,0.69,07/02,32.8,32.8,23.9,23.6,31.8,31.4,15.1,14.5,15.2,12.0,4.51,14.5
21,6515,穎崴,9310.0,420.0,4.72,07/02,1.14,6.43,13.8,23.5,17.8,9.71,11.3,7.77,5.48,5.15,,7.77
22,4938,和碩,83.2,0.6,0.73,07/02,31.8,31.7,25.5,23.1,13.4,5.25,4.38,6.5,9.81,8.03,3.89,6.5
23,6510,精測,3240.0,-45.0,-1.37,07/02,29.3,14.5,22.8,22.7,20.8,13.6,9.99,9.27,6.8,5.8,3.76,9.27
24,2006,東和鋼鐵,69.0,1.1,1.62,07/02,0.17,0.14,13.0,22.7,52.8,36.2,21.0,13.6,10.6,9.08,3.75,13.6
25,1319,東陽,75.4,-0.7,-0.92,07/02,0.08,6.9,9.77,22.4,29.3,16.6,12.2,9.41,9.36,5.86,3.72,9.41
26,5522,遠雄,63.8,-0.8,-1.24,07/02,4.98,13.9,11.5,22.3,13.2,8.0,5.59,6.12,4.39,7.55,5.39,6.12
27,2880,華南金,36.6,-0.1,-0.27,07/02,6.12,24.1,19.4,21.3,19.4,13.9,10.5,8.41,6.9,6.08,2.56,8.41
28,3533,嘉澤,2175.0,15.0,0.69,07/02,24.3,28.2,30.7,20.0,18.0,12.0,7.5,4.47,5.01,5.5,5.99,4.47
29,2885,元大金,65.8,-0.2,-0.3,07/02,3.55,8.99,6.84,19.6,27.6,19.7,16.4,14.0,13.9,7.41,2.64,14.0
30,4966,譜瑞-KY,656.0,33.0,5.3,07/02,0.0,15.3,20.0,18.7,14.9,10.8,3.94,3.55,2.74,3.46,3.76,3.55
