排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2303,聯電,102.5,-11.0,-9.69,271684,07/29,-25652,-46066,-68019,-81438,-91164,-93303,50222.0,28541.0,108671.0,118102.0
2,3481,群創,41.8,-3.2,-7.11,524233,07/29,-18613,-32515,-60217,-72637,-77049,-123493,854.0,73944.0,138569.0,104959.0
3,00632R,元大台灣50反1,11.43,0.35,3.16,444786,07/29,-30337,-43012,-54919,-51517,-29324,-50465,-39782.0,436.0,41597.0,21613.0
4,1303,南亞,141.5,-15.5,-9.87,106771,07/29,-5748,-11288,-15656,-23912,-27518,-6623,-13537.0,-21331.0,-7503.0,-29794.0
5,6770,力積電,50.4,-5.4,-9.68,158698,07/29,-15236,-22071,-24330,-23195,-37855,-25947,7931.0,18693.0,91762.0,38095.0
6,0050,元大台灣50,93.7,-3.45,-3.55,546283,07/29,6425,9914,-3177,-19603,13983,16173,19214.0,22300.0,21358.0,20826.0
7,00991A,主動復華未來50,14.07,-1.04,-6.88,300187,07/29,146,-11309,-10476,-17835,-5537,14480,81710.0,88776.0,,44687.0
8,00988B,玉山嚴選非投債,19.87,0.06,0.3,4991,07/29,-3292,-8223,-12174,-17180,-10048,719,2863.0,,,
9,00664R,國泰臺灣加權反1,1.87,0.08,4.47,107134,07/29,-9366,-11518,-14079,-15908,-28362,-29940,-39464.0,-38875.0,-62945.0,-35607.0
10,00989B,台新美國非投等債,10.24,0.02,0.2,2291,07/29,-14,0,0,-15548,-15563,-15,-121.0,,,
11,2409,友達,23.65,-0.25,-1.05,251725,07/29,-3037,-9905,-13069,-14639,-12830,-33567,3890.0,19943.0,145317.0,70974.0
12,6147,頎邦,126.0,-13.5,-9.68,29129,07/29,-3645,-6859,-12404,-11911,-18886,-16575,-19920.0,27671.0,28691.0,27660.0
13,00988A,主動統一全球創新,14.35,-1.04,-6.76,105731,07/29,-5133,-8814,-7707,-10192,-13580,-11004,43084.0,57357.0,,59740.0
14,6182,合晶,94.1,-10.4,-9.95,6262,07/29,-1178,-3268,-3910,-10150,-15615,2220,35423.0,43299.0,51361.0,47408.0
15,2313,華通,171.0,-11.0,-6.04,47322,07/29,-4770,-8326,-8799,-9907,-12287,-11778,-9934.0,-1940.0,5433.0,-4657.0
16,1815,富喬,62.7,-5.2,-7.66,20433,07/29,-4232,-7666,-8419,-8704,-15273,-15196,-17903.0,-20909.0,-36169.0,-36833.0
17,1802,台玻,44.05,-4.1,-8.52,35266,07/29,-5460,-7182,-7739,-8407,-13679,-15208,-27513.0,-16618.0,10744.0,-21285.0
18,00665L,富邦恒生國企正2,9.81,0.42,4.47,45861,07/29,-5319,-8168,-9073,-8235,-11532,-23987,-13971.0,-9250.0,-38086.0,-29009.0
19,8150,南茂,72.9,-8.1,-10.0,23400,07/29,-2059,-4508,-5337,-8087,-11427,-6470,-3118.0,-5226.0,13681.0,2003.0
20,2327,國巨*,507.0,-56.0,-9.95,51709,07/29,-786,-4143,-4463,-7439,-11350,-15823,6650.0,-6930.0,28681.0,-8227.0
21,2489,瑞軒,26.1,-1.35,-4.92,15447,07/29,-3596,-6186,-6700,-7265,-13298,-25109,-26548.0,-4071.0,10442.0,14720.0
22,00992A,主動群益科技創新,13.59,-0.99,-6.79,100651,07/29,-6733,-6915,-6983,-7076,-8523,-8730,-41524.0,11742.0,,11175.0
23,2367,燿華,35.85,-2.55,-6.64,15653,07/29,-4171,-6037,-6213,-6346,-8961,-10288,-11431.0,-8735.0,-6514.0,-6678.0
24,00407A,主動凱基台灣,7.79,-0.47,-5.69,130636,07/29,-5705,-3753,-3444,-5863,-7034,-4238,,,,
25,3231,緯創,169.5,-0.5,-0.29,155521,07/29,181,-678,-2550,-5644,-869,1227,-5478.0,-12528.0,5444.0,-4666.0
26,5347,世界,133.0,-14.5,-9.83,28825,07/29,-880,-2425,-4057,-5434,-8767,-4490,-2801.0,-9370.0,8153.0,7659.0
27,3374,精材,279.5,-31.0,-9.98,10675,07/29,-301,-2802,-4601,-5353,-88,12734,16180.0,11983.0,16089.0,18480.0
28,4989,榮科,55.5,-4.0,-6.72,8388,07/29,-2203,-4058,-4159,-5121,-6539,-5107,-6403.0,-1577.0,11700.0,-1291.0
29,1326,台化,58.5,-2.4,-3.94,50658,07/29,-2573,-4228,-6783,-5109,-2918,15179,16473.0,12214.0,6850.0,10528.0
30,6282,康舒,40.7,-2.15,-5.02,18581,07/29,-3115,-4751,-4930,-4982,-6855,-7681,-8160.0,-16009.0,7497.0,-6312.0
31,6505,台塑化,74.8,0.2,0.27,48289,07/29,-805,-1977,-4465,-4868,183,3204,-1870.0,5838.0,2833.0,6730.0
