"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"2101","6240","松崗","23","+0.15","+0.66","26W29","07/17","11.3","+0.04","15.5","-0.49","17.2","-0.08","19.5","-0.08"
"2102","8917","欣泰","54","0","0","26W29","07/17","6.38","+0.01","11","+0.01","17.2","+0.01","24.5","+0.01"
"2103","6901","鑽石投資","16.15","-0.4","-2.42","26W29","07/17","13.1","+0.7","15.1","+0.59","16.8","+0.6","18","+0.91"
"2104","7716","昱臺國際","24.2","0","0","26W29","07/17","10.2","0","15.1","0","17.2","0","23.5","0"
"2105","5530","龍巖","51.2","+0.6","+1.19","26W29","07/17","12.1","-0.01","14.7","+0.08","17.4","-0.01","19","0"
"2106","1614","三洋電","30.65","0","0","26W29","07/17","7.93","+0.01","11.7","-0.09","17.2","-0.01","20.6","+0.21"
"2107","00666R","富邦恒生國企反1","8.97","-0.03","-0.33","26W29","07/17","8.56","+1.58","11.2","+1.59","15.3","-1.14","15.3","-1.14"
"2108","2024","志聯","13.6","+0.3","+2.26","26W29","07/17","13.3","-0.01","15.6","-0.01","17","-0.01","18.5","-0.01"
"2109","2064","晉椿","12.25","-0.35","-2.78","26W29","07/17","8.93","0","11.4","0","16.9","0","26.3","0"
"2110","6754","匯僑設計","41.8","-0.2","-0.48","26W29","07/17","14.1","-0.03","15.8","-0.02","16.9","-0.02","18.6","0"
"2111","00696B","富邦美債20年","28.12","-0.25","-0.88","26W29","07/17","14.5","+1.19","16.3","+1.33","17.2","+1.3","17.7","+1.25"
"2112","1234","黑松","33.25","0","0","26W29","07/17","11.2","-0.05","13.6","+0.01","17","+0.16","20.5","+0.16"
"2113","2886","兆豐金","48.2","+2.05","+4.44","26W29","07/17","13.9","-0.05","15.7","-0.06","16.9","-0.07","17.5","-0.06"
"2114","1438","三地開發","22.35","0","0","26W29","07/17","11.7","-0.01","14.2","-0.01","16.9","0","19.7","-0.02"
"2115","2897B","王道銀乙特","11.5","0","0","26W29","07/17","9.93","-0.02","12.6","-0.09","16.6","0","19.2","0"
"2116","3666","光耀","25.1","-0.15","-0.59","26W29","07/17","13.4","-0.1","15.5","-0.1","16.9","-0.1","17.6","-0.1"
"2117","1423","利華","34.95","-0.55","-1.55","26W29","07/17","10.9","-0.15","13.1","-0.2","16.6","-0.3","18.6","+0.12"
"2118","3523","迎輝","15.4","0","0","26W29","07/17","11.3","0","14.8","0","16.6","0","19.7","0"
"2119","1236","宏亞","25.55","-0.15","-0.58","26W29","07/17","12.5","+0.08","14.9","+0.23","17","-0.08","17.6","-0.08"
"2120","2028","威致","15.85","-0.05","-0.31","26W29","07/17","13.3","-0.1","14.9","-0.09","16.5","-0.01","17.3","-0.01"
"2121","8477","創業家","15.45","0","0","26W29","07/17","17.4","0","20.3","+0.01","21.8","0","21.8","0"
"2122","2945","三商家購","40","-0.1","-0.25","26W29","07/17","13.7","0","15.6","+0.3","16.5","0","16.5","0"
"2123","8927","北基","19.8","-0.25","-1.25","26W29","07/17","10.4","+0.02","13.2","+0.06","16.8","+0.12","20.7","+0.14"
"2124","5347","世界","153","+2","+1.32","26W29","07/17","11.4","+0.35","12.8","+0.34","14.8","+0.4","16.3","+0.45"
"2125","6856","鑫傳","42.55","+0.55","+1.31","26W29","07/17","12.1","-0.31","14.4","-0.4","16.7","-0.34","18.4","-0.34"
"2126","9950","萬國通","10.35","0","0","26W29","07/17","12.5","-0.05","15","-0.04","16.6","-0.07","18.6","-0.42"
"2127","3702","大聯大","100","-1.5","-1.48","26W29","07/17","11.2","-0.06","13.3","-0.1","15.9","-0.11","17.7","-0.12"
"2128","2637","慧洋-KY","92.1","-2.5","-2.64","26W29","07/17","12","-0.72","14.7","-0.77","17.5","-0.64","19.2","-0.94"
"2129","1341","富林-KY","60.1","-0.2","-0.33","26W29","07/17","8.7","-0.01","10.5","-0.01","16.3","0","20.9","0"
"2130","5520","力泰","83.2","-0.8","-0.95","26W29","07/17","7.67","0","10.9","0","16.2","0","22.5","0"
"2131","6534","正瀚-創","91.2","-1","-1.08","26W29","07/17","10.5","+0.09","14.1","-0.06","17","-0.06","21.1","-0.09"
"2132","1541","錩泰","21.7","-0.15","-0.69","26W29","07/17","11.2","0","11.9","0","16.2","0","17.6","0"
