排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 100張 以下 (%),100張 以下 增減,持股 200張 以下 (%),200張 以下 增減,持股 400張 以下 (%),400張 以下 增減,持股 600張 以下 (%),600張 以下 增減
901,00981B,第一金優選非投債,9.15,0.0,0.0,26W35,08/28,21.8,-0.26,35.1,-0.39,48.6,-0.31,56.6,-0.5
902,4138,曜亞,53.1,0.4,0.76,26W35,08/28,44.7,-0.25,47.6,0.0,48.6,0.0,48.6,0.0
903,1718,中纖,10.6,-0.1,-0.93,26W35,08/28,39.7,-0.43,44.7,-0.41,48.5,-0.42,50.6,-0.47
904,6615,慧智,34.1,0.0,0.0,26W35,08/28,41.6,0.02,46.2,0.02,48.5,0.0,61.3,0.0
905,4137,麗豐-KY,79.3,-0.6,-0.75,26W35,08/28,37.2,0.45,43.8,0.62,48.5,0.8,50.7,0.27
906,4702,中美實,9.39,-0.14,-1.47,26W35,08/28,39.9,0.06,44.7,0.07,48.4,-0.48,52.6,0.0
907,6435,大中,246.0,9.0,3.8,26W35,08/28,39.7,0.89,44.9,0.43,48.4,1.16,49.7,0.0
908,1537,廣隆,115.5,-1.0,-0.86,26W35,08/28,41.3,0.09,43.8,0.14,48.4,0.13,50.7,0.77
909,8255,朋程,145.0,0.0,0.0,26W35,08/28,39.2,-0.26,43.5,-0.07,48.4,-0.05,50.8,-0.63
910,6141,柏承,52.5,0.8,1.55,26W35,08/28,35.2,1.14,41.9,1.5,48.4,2.78,50.7,1.63
911,5457,宣德,27.65,-0.05,-0.18,26W35,08/28,38.7,0.26,42.9,0.14,48.4,0.23,49.8,0.29
912,00650L,復華香港正2,17.48,0.72,4.3,26W35,08/28,29.0,0.42,37.4,0.0,48.4,0.02,54.7,0.01
913,4744,皇將,27.35,-0.25,-0.91,26W35,08/28,30.4,-0.14,39.4,-0.15,48.3,-0.15,54.5,-0.19
914,3114,好德,31.8,1.2,3.92,26W35,08/28,35.5,0.13,40.3,-0.37,48.2,0.0,51.8,0.0
915,2468,華經,33.9,1.1,3.35,26W35,08/28,43.1,0.47,46.8,0.27,48.2,0.24,49.0,1.01
916,6186,新潤,31.3,-0.45,-1.42,26W35,08/28,38.0,0.16,44.0,0.18,48.2,0.18,50.1,-0.04
917,3294,英濟,30.0,0.45,1.52,26W35,08/28,40.6,-0.03,44.0,-0.15,48.2,-0.02,49.3,-0.02
918,4991,環宇-KY,497.0,12.5,2.58,26W35,08/28,37.3,-0.3,41.2,-0.39,48.1,-0.96,50.7,-1.71
919,1305,華夏,12.2,-0.15,-1.21,26W35,08/28,39.5,-0.28,44.1,-0.21,48.1,-0.47,50.3,-0.32
920,6515,穎崴,7075.0,75.0,1.07,26W35,08/28,29.2,0.77,39.8,0.64,48.1,-0.74,54.5,0.09
921,8040,九暘,75.0,0.3,0.4,26W35,08/28,38.3,-0.03,43.0,-0.12,48.1,-0.1,52.3,-0.07
922,5015,華祺,22.05,0.0,0.0,26W35,08/28,39.6,-0.06,43.2,-0.01,48.0,-0.01,52.9,0.0
923,6708,天擎,38.75,-0.05,-0.13,26W35,08/28,35.0,-0.04,45.1,-0.02,47.9,0.0,52.5,0.0
924,3623,富晶通,23.9,-0.1,-0.42,26W35,08/28,40.3,-0.07,44.2,-0.04,47.9,-0.03,51.8,0.0
925,4562,穎漢,30.35,0.25,0.83,26W35,08/28,43.0,-0.11,45.3,0.05,47.9,0.05,49.2,0.05
926,3032,偉訓,78.8,0.0,0.0,26W35,08/28,36.4,-0.08,42.2,0.03,47.8,0.01,52.6,-0.01
927,4554,橙的,29.3,0.1,0.34,26W35,08/28,35.9,0.76,41.7,0.79,47.8,0.0,49.4,0.0
928,911622,泰聚亨-DR,3.6,0.0,0.0,26W35,08/28,36.0,-0.06,42.6,-0.08,47.8,-0.08,53.3,-0.01
929,00638R,元大滬深300反1,6.64,-0.08,-1.19,26W35,08/28,23.6,0.17,38.7,-0.13,47.7,-1.17,55.8,-1.17
930,2065,世豐,36.45,0.2,0.55,26W35,08/28,40.7,-0.11,44.1,-0.46,47.7,-0.15,50.2,-0.15
931,2455,全新,528.0,3.0,0.57,26W35,08/28,34.0,-1.36,40.0,-1.82,47.7,-1.25,52.1,-1.54
932,6598,ABC-KY,27.0,-0.2,-0.74,26W35,08/28,29.8,-0.04,37.4,-0.32,47.7,0.04,55.0,0.02
933,6649,台生材,35.75,0.0,0.0,26W35,08/28,25.8,0.28,35.0,-0.02,47.6,-0.02,57.5,0.0
934,1569,濱川,48.7,3.3,7.27,26W35,08/28,35.5,0.11,41.7,-0.2,47.6,0.08,53.1,0.04
