"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
"1801","009802","富邦旗艦50","市","09/03","","19.77","+0.02","+0.1","22,290","445","19.75","20.05","20.12","19.76","1.82","","0.9955","","","","",""
"1802","2239","英利-KY","市","09/03","","19.75","-0.2","-1","39","0.78","19.95","19.95","20.25","19.75","2.51","","0.2","","","","",""
"1803","1540","喬福","市","09/03","","19.7","+0.05","+0.25","222","4.38","19.65","19.65","20","19.55","2.29","16.1","1.19","","","","",""
"1804","2462","良得電","市","09/03","","19.7","-0.3","-1.5","197","3.91","20","19.8","20","19.7","1.5","31.8","0.9","","","","",""
"1805","2939","永邑-KY","市","09/03","","19.7","-0.1","-0.51","1","0.02","19.8","19.7","19.7","19.7","0","","1.66","","","","",""
"1806","009818","華南永昌NASDAQxT","市","09/03","","19.65","+0.05","+0.26","312","6.15","19.6","19.72","19.73","19.65","0.41","","0.9899","","","","",""
"1807","3511","矽瑪","櫃","09/03","","19.65","-0.1","-0.51","250","4.96","19.75","19.85","20.15","19.65","2.53","","1.23","","","","",""
"1808","3512","皇龍","櫃","09/03","","19.65","-0.05","-0.25","12","0.24","19.7","19.7","19.7","19.5","1.02","10.5","0.89","","","","",""
"1809","5220","萬達光電","櫃","09/03","","19.65","-0.25","-1.26","53","1.04","19.9","20.2","20.2","19.15","5.28","123","1.04","","","","",""
"1810","5547","久舜","櫃","09/03","","19.65","-0.05","-0.25","11","0.22","19.7","19.65","19.65","19.65","0","9.87","1.21","","","","",""
"1811","020030","統一智慧電動車N","市","09/03","","19.64","-0.16","-0.81","2","0.04","19.8","19.64","19.64","19.64","0","","1.0149","","","","",""
"1812","00637L","元大滬深300正2","市","09/03","","19.61","-0.14","-0.71","11,233","223","19.75","19.77","20.04","19.61","2.18","","0.9954","","","","",""
"1813","3232","昱捷","櫃","09/03","","19.6","-0.05","-0.25","26","0.51","19.65","19.55","19.65","19.5","0.76","27.6","1.32","","","","",""
"1814","4304","勝昱","櫃","09/03","","19.6","-1","-4.85","17","0.33","20.6","20.6","20.6","19.6","4.85","","3.84","","","","",""
"1815","9935","慶豐富","市","09/03","","19.6","-0.2","-1.01","154","3.04","19.8","19.75","19.8","19.6","1.01","7.94","1.28","","","","",""
"1816","2530","華建","市","09/03","","19.55","+0.3","+1.56","694","13.5","19.25","19.25","19.75","19.25","2.6","28.8","1.65","","","","",""
