"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
"1801","2239","英利-KY","市","09/01","","20.1","+0.25","+1.26","39","0.78","19.85","19.75","20.1","19.75","1.76","","0.2","","","","",""
"1802","1540","喬福","市","09/01","","19.55","+0.05","+0.26","145","2.84","19.5","19.5","19.7","19.5","1.03","16","1.18","","","","",""
"1803","2462","良得電","市","09/01","","20.55","0","0","570","11.6","20.55","20.9","20.9","19.9","4.87","33.7","0.94","","","","",""
"1804","2939","永邑-KY","市","09/01","","19.7","-0.1","-0.51","4","0.08","19.8","19.75","19.75","19.7","0.25","","1.66","","","","",""
"1805","009818","華南永昌NASDAQxT","市","09/01","","19.74","-0.04","-0.2","89","1.75","19.78","19.75","19.77","19.73","0.2","0","1.0015","","","","",""
"1806","3511","矽瑪","櫃","09/01","","19.65","-0.1","-0.51","169","3.33","19.75","19.75","20.05","19.05","5.06","","1.23","","","","",""
"1807","3512","皇龍","櫃","09/01","","19.7","+0.15","+0.77","27","0.53","19.55","19.7","19.8","19.65","0.77","10.4","0.89","","","","",""
"1808","5220","萬達光電","櫃","09/01","","20","+0.1","+0.5","5","0.1","19.9","19.8","20","19.8","1.01","125","1.06","","","","",""
"1809","5547","久舜","櫃","09/01","","19.85","+0.2","+1.02","24","0.48","19.65","19.6","20.1","19.6","2.54","10.2","1.22","","","","",""
"1810","020030","統一智慧電動車N","市","09/01","","20.31","+0.63","+3.2","17","0.34","19.68","20.12","20.32","20.12","1.02","0","1.0024","","","","",""
"1811","00637L","元大滬深300正2","市","09/01","","20.26","+0.3","+1.5","13,186","266","19.96","20.04","20.39","19.95","2.2","0","1.0055","","","","",""
"1812","3232","昱捷","櫃","09/01","","19.75","+0.1","+0.51","14","0.28","19.65","19.8","19.8","19.75","0.25","27.8","1.33","","","","",""
"1813","4304","勝昱","櫃","09/01","","22.8","-2.5","-9.88","189","4.34","25.3","23","23.6","22.8","3.16","","4.47","","","","",""
"1814","9935","慶豐富","市","09/01","","19.65","+0.05","+0.26","132","2.59","19.6","19.75","19.75","19.55","1.02","7.96","1.29","","","","",""
"1815","2530","華建","市","09/01","","19.75","+0.95","+5.05","2,051","39.8","18.8","18.85","19.75","18.85","4.79","29.9","1.66","","","","",""
"1816","00900","富邦特選高股息30","市","09/01","","19.54","+0.25","+1.3","9,634","188","19.29","19.33","19.54","19.33","1.09","0","0.9929","","","","",""
