排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1801,6158,禾昌,櫃,16.5,0.05,0.3,29,08/26,2,0,0,2,0.61,1.1,＋・＋
1802,7768,頌勝科技,市,291.5,8.5,3.0,56,08/26,-3,0,1,-2,0.77,1.1,－・＋
1803,8176,智捷,櫃,9.85,0.11,1.13,73,08/26,18,0,0,18,0.79,1.1,＋・・
1804,00944,野村趨勢動能高息,市,20.88,0.11,0.53,157,08/26,-95,0,94,0,0.58,1.1,－・＋
1805,6117,迎廣,市,62.4,-0.6,-0.95,92,08/26,-12,0,0,-12,1.0,1.1,－・＋
1806,00782B,國泰A級公用債,櫃,29.7,0.24,0.81,170,08/26,0,0,-59,-59,0.22,1.1,・・－
1807,2460,建通,市,29.2,0.75,2.64,157,08/26,17,0,1,18,1.82,1.1,＋・＋
1808,6154,順發,櫃,13.85,0.0,0.0,7,08/26,-1,0,0,-1,0.86,1.1,－・・
1809,00962,台新AI優息動能,市,15.21,0.31,2.08,1174,08/26,-118,0,288,170,0.6,1.0,－・＋
1810,1325,恆大,市,26.0,0.15,0.58,86,08/26,22,0,0,22,0.9,1.0,＋・・
1811,1731,美吾華,市,20.95,-0.05,-0.24,74,08/26,2,0,1,3,1.4,1.0,＋・＋
1812,3205,佰研,櫃,47.65,0.2,0.42,8,08/26,2,0,0,2,0.71,1.0,＋・・
1813,5301,寶得利,櫃,5.89,0.32,5.75,92,08/26,0,0,0,0,0.69,1.0,・・・
1814,5353,台林,櫃,28.15,0.15,0.54,43,08/26,9,0,0,9,0.8,1.0,＋・・
1815,6654,天正國際,櫃,163.0,0.0,0.0,10,08/26,1,0,-1,0,0.43,1.0,＋・－
1816,00955,中信日本商社,櫃,15.58,0.0,0.0,2712,08/26,933,0,435,1368,5.37,1.0,＋・＋
1817,1466,聚隆,市,15.9,0.1,0.63,202,08/26,38,0,1,39,1.16,1.0,＋・＋
1818,3032,偉訓,市,79.7,0.1,0.13,215,08/26,20,0,-8,12,1.18,1.0,＋・－
1819,3168,眾福科,市,42.1,0.1,0.24,15,08/26,6,0,-1,5,0.78,1.0,＋・－
1820,8284,三竹,櫃,67.1,0.1,0.15,18,08/26,1,0,0,1,0.49,1.0,＋・・
1821,00665L,富邦恒生國企正2,市,9.61,0.21,2.23,10358,08/26,895,0,6048,6943,4.21,1.0,＋・＋
1822,00734B,台新JPM新興債,櫃,15.56,0.11,0.71,31,08/26,20,0,-9,11,0.25,1.0,＋・－
1823,00887,永豐中國科技50大,櫃,16.16,0.07,0.44,4320,08/26,-726,0,-323,-1049,4.56,1.0,－・－
1824,2065,世豐,櫃,36.75,0.25,0.68,74,08/26,30,0,5,35,0.64,1.0,＋・＋
1825,2482,連宇,市,16.05,0.05,0.31,118,08/26,42,0,3,45,0.79,1.0,＋・＋
1826,3489,森寶,櫃,22.8,0.0,0.0,147,08/26,-84,0,0,-84,0.91,1.0,－・・
1827,00960,野村全球航運龍頭,市,21.19,-0.45,-2.08,5230,08/26,-27,0,-2475,-2502,0.61,1.0,－・－
1828,009802,富邦旗艦50,市,19.18,0.53,2.84,1963,08/26,-135,0,864,729,5.27,1.0,－・＋
1829,1615,大山,市,44.7,0.5,1.13,171,08/26,108,0,1,109,1.99,1.0,＋・＋
1830,1418,東華,市,17.95,0.15,0.84,12,08/26,4,0,1,5,0.56,1.0,＋・＋
1831,1906,寶隆,市,11.65,0.05,0.43,53,08/26,-6,0,2,-4,1.5,1.0,－・＋
