單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"14,012,436,125","15,318,551,202","-1,306,115,077"
自營商(避險),"57,164,168,114","94,149,199,299","-36,985,031,185"
投信,"33,009,561,957","22,008,000,701","11,001,561,256"
外資及陸資(不含外資自營商),"455,458,836,889","507,351,649,396","-51,892,812,507"
外資自營商,0,0,0
合計,"559,645,003,085","638,827,400,598","-79,182,397,513"
