排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
1,00719B,元大美債1-3,31.45,-0.02,-0.06,26W29,07/17,58.5,-0.26,57.8,-0.26,56.3,-0.27
2,4989,榮科,65.7,-2.0,-2.95,26W29,07/17,24.1,-7.79,23.1,-7.22,20.4,-8.59
3,00657,國泰日經225,77.65,-0.2,-0.26,26W29,07/17,13.4,-5.65,13.4,-5.65,0.0,-19.1
4,00989B,台新美國非投等債,10.26,0.0,0.0,26W29,07/17,56.5,7.89,54.6,7.27,50.4,8.45
5,009826,貝萊德世界股票,10.22,-0.06,-0.58,,,,,,,,
6,00982T,平衡兆豐台美動能,15.24,0.0,0.0,26W29,07/17,35.7,1.33,28.1,1.33,22.8,0.9
7,00689R,國泰20年美債反1,22.9,0.19,0.84,26W29,07/17,74.9,2.09,64.6,2.09,64.6,2.09
8,00666R,富邦恒生國企反1,9.02,-0.02,-0.22,26W29,07/17,84.7,1.14,84.7,1.14,84.7,1.14
9,00731,復華富時高息低波,91.0,0.5,0.55,26W29,07/17,20.7,2.84,17.6,2.84,10.2,-0.9
10,00799B,國泰A級醫療債,29.35,-0.21,-0.71,26W29,07/17,19.4,-0.79,19.4,-0.79,12.0,-4.3
11,00676R,富邦臺灣加權反1,5.77,0.04,0.7,26W29,07/17,35.7,-0.76,31.7,0.27,26.3,0.71
12,00401A,主動摩根台灣鑫收,13.23,-0.16,-1.19,26W29,07/17,24.9,0.44,24.9,0.44,23.8,0.45
13,8996,高力,1045.0,-90.0,-7.93,26W29,07/17,43.6,0.75,38.4,-1.57,34.6,1.25
14,00986B,FT金融債10+,9.72,-0.03,-0.31,26W29,07/17,80.4,-0.05,77.4,-0.05,77.4,-0.05
15,009817,國泰日本不動產,9.19,-0.04,-0.43,26W29,07/17,20.6,0.67,19.4,0.67,17.8,0.66
16,00715L,期街口布蘭特正2,43.02,4.54,11.8,26W29,07/17,38.1,3.19,35.9,3.24,35.9,3.89
