排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,00403A,主動統一升級50,9.0,-0.62,-6.44,07/28,-63766,-61514,-117600,-127745,70591,75913,,,,
2,00981A,主動統一台股增長,25.45,-2.08,-7.56,07/28,419,-4041,-69929,-89017,-29997,74295,-78830.0,139675.0,201564.0,163797.0
3,2002,中鋼,19.0,-0.25,-1.3,07/28,-28298,-31429,-40977,-52417,-64263,-62148,80501.0,-140039.0,73080.0,-95338.0
4,2409,友達,23.9,0.0,0.0,07/28,-13209,-6608,-2852,-31513,-32102,-32222,-30922.0,73752.0,569223.0,490888.0
5,2618,長榮航,42.75,0.8,1.91,07/28,-4280,-5583,-15053,-25954,-74347,-110507,-102086.0,-17739.0,-50926.0,-110424.0
6,2303,聯電,113.5,-12.5,-9.92,07/28,-5514,-4539,-22018,-25701,-40146,-68386,-501180.0,-340372.0,-897093.0,-496542.0
7,2603,長榮,200.0,-3.5,-1.72,07/28,-3427,-3809,-12895,-24657,-37581,-61664,-40370.0,-41570.0,-8909.0,-51010.0
8,2891,中信金,62.4,-0.6,-0.95,07/28,4596,8745,6716,-23579,-72987,-14405,-92913.0,168636.0,25239.0,110165.0
9,2884,玉山金,36.25,-0.15,-0.41,07/28,614,1746,629,-23011,-49369,-103507,-125223.0,-144490.0,131411.0,-53048.0
10,0050,元大台灣50,97.15,-4.3,-4.24,07/28,9974,19258,9170,-22935,25778,34220,69958.0,38993.0,57946.0,59892.0
11,00929,復華台灣科技優息,27.11,-1.43,-5.01,07/28,-2423,-6326,-20017,-22619,1162,25659,20635.0,33123.0,43346.0,33838.0
12,4938,和碩,83.2,-4.2,-4.81,07/28,-4397,-14052,-17162,-22243,-31157,-52103,67083.0,72620.0,92048.0,54920.0
13,1402,遠東新,27.4,-0.05,-0.18,07/28,-1088,-3169,-4374,-21123,-46799,5824,-146876.0,26848.0,30397.0,24795.0
14,2317,鴻海,238.0,-15.0,-5.93,07/28,4182,3633,-6115,-20880,-4666,3251,-74546.0,2004.0,-73955.0,21321.0
15,2412,中華電,141.0,0.5,0.36,07/28,-3084,-6483,-8134,-20862,-19547,18472,33984.0,34361.0,45315.0,39380.0
16,2812,台中銀,20.75,0.0,0.0,07/28,-2635,-2554,-3846,-20327,-23249,-43990,2553.0,36991.0,65074.0,54131.0
17,2356,英業達,58.8,-5.0,-7.84,07/28,-5264,-15000,-17156,-19778,-11662,37286,-35537.0,-44460.0,1767.0,-29805.0
18,009816,凱基台灣TOP50,13.94,-0.74,-5.04,07/28,23089,16917,-19256,-18502,26687,-22806,87329.0,,,
19,2885,元大金,63.5,-1.2,-1.85,07/28,-1701,-2799,-5309,-17622,-18192,-25808,-13863.0,5535.0,-43849.0,2583.0
20,2324,仁寶,34.7,-2.45,-6.59,07/28,-7594,-8567,-8043,-17398,-31173,-48156,-323216.0,-247246.0,69049.0,-201467.0
21,1102,亞泥,33.0,-0.1,-0.3,07/28,322,476,270,-14735,-17988,-8888,-106291.0,-21881.0,27908.0,16132.0
22,9904,寶成,24.05,-0.25,-1.03,07/28,1714,1361,-3250,-13280,-26866,-18888,95913.0,142767.0,44923.0,133896.0
23,00982A,主動群益台灣強棒,20.09,-1.72,-7.89,07/28,86,130,-3552,-13201,-3755,-4537,-2215.0,37738.0,38335.0,33101.0
24,3045,台灣大,114.0,0.5,0.44,07/28,-691,-983,-2526,-13004,-29741,-19037,-18500.0,-41636.0,20471.0,-31111.0
25,00918,大華優利高填息30,31.83,-0.75,-2.3,07/28,-83,-418,-6705,-12312,-21010,-21341,-14860.0,-18078.0,-12628.0,-42771.0
26,00990A,主動元大AI新經濟,14.76,-1.34,-8.32,07/28,250,-1202,-10443,-11207,9748,15700,20283.0,10121.0,,-79579.0
27,2881,富邦金,125.5,-4.5,-3.46,07/28,-2234,-3098,-3381,-10762,-8740,-42924,-245537.0,-116914.0,-206738.0,-138630.0
28,2609,陽明,50.7,-0.4,-0.78,07/28,-717,-280,-4556,-10607,-20534,-17758,-139579.0,-65476.0,-86912.0,-113713.0
29,2615,萬海,83.6,-0.4,-0.48,07/28,-2344,-3015,-8106,-10492,-10534,-15633,-31161.0,-30266.0,-36359.0,-19437.0
30,4904,遠傳,106.0,-1.5,-1.4,07/28,-3057,-3865,-5255,-9756,-9021,26559,46799.0,47523.0,41680.0,46973.0
31,3231,緯創,170.0,-7.0,-3.95,07/28,2027,-432,1083,-9569,3422,57675,83581.0,60943.0,147046.0,91492.0
32,6182,合晶,104.5,-11.5,-9.91,07/28,-168,-1320,-1287,-9077,-9245,137,-5711.0,-20835.0,7623.0,-16583.0
33,2344,華邦電,144.0,-16.0,-10.0,07/28,-5943,-1405,-5643,-9060,3321,31542,23142.0,180006.0,110547.0,165549.0
34,00830,國泰費城半導體,80.95,-6.35,-7.27,07/28,1343,1421,-8363,-8885,-6666,-3844,-10806.0,940.0,10642.0,10183.0
