代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
50,元大台灣50,106.4,0.1,0.09,26W29,07/16,-4,-526456,-24.1,-2.5,24,229990,1.49,1.09,-14,-902015,-10.6,-4.28,-4,-736205,-33.7,-3.49
2542,興富發,43.35,-0.1,-0.23,26W29,07/16,-1,-2280,-8.76,-0.11,11,100359,13.8,4.66,1,100,0.38,0.0,7,38821,8.19,1.8
1216,統一,79.0,0.4,0.51,26W29,07/16,-1,-420,-0.49,-0.01,9,119445,16.7,2.1,4,8737,2.86,0.15,4,48333,15.8,0.85
2351,順德,191.5,-9.0,-4.49,26W29,07/16,2,6544,9.92,3.59,9,5514,1.63,3.03,-4,-547,-0.33,-0.3,3,7262,7.73,3.99
2382,廣達,352.0,-13.5,-3.69,26W29,07/16,-2,-26139,-15.2,-0.68,9,327741,20.9,8.48,-1,-6522,-6.42,-0.17,-2,-18708,-10.9,-0.48
2886,兆豐金,46.6,0.6,1.3,26W29,07/16,2,14483,6.91,0.1,9,510293,28.6,3.44,6,24389,2.21,0.16,12,216325,10.3,1.46
2892,第一金,33.95,0.85,2.57,26W29,07/16,2,65029,25.7,0.45,9,375520,15.6,2.61,1,1437,1.05,0.01,7,458280,27.2,3.19
2912,統一超,245.5,1.0,0.41,26W29,07/16,3,5959,14.3,0.57,9,60780,24.5,5.85,1,219,1.58,0.02,4,8349,13.6,0.8
1303,南亞,221.0,-6.5,-2.86,26W29,07/16,-2,-136836,-16.5,-1.73,8,228345,7.37,2.88,2,8200,0.99,0.1,-2,-22578,-2.72,-0.28
2633,台灣高鐵,26.15,0.2,0.77,26W29,07/16,1,7316,16.4,0.13,8,97261,14.6,1.73,1,88,0.2,0.0,1,10489,23.6,0.19
4961,天鈺,168.0,0.5,0.3,26W29,07/16,-1,-1037,-30.3,-0.86,8,1875,4.72,1.55,-1,-36,-1.06,-0.03,-1,-583,-17.0,-0.48
1210,大成,58.7,0.7,1.21,26W29,07/16,-2,-1060,-5.04,-0.12,7,49434,32.3,5.52,5,1851,2.72,0.21,7,19610,12.8,2.19
1402,遠東新,27.8,0.25,0.91,26W29,07/16,1,33716,23.2,0.63,7,244576,19.1,4.57,1,2967,2.04,0.06,1,45626,31.3,0.85
2855,統一證,46.35,-0.55,-1.17,26W29,07/16,-1,-5210,-21.6,-0.33,7,76434,17.3,4.77,0,0,0.0,0.0,-1,-4363,-18.1,-0.27
3596,智易,189.0,-2.0,-1.05,26W29,07/16,-1,-17,-0.45,-0.01,6,5567,10.0,2.53,1,25,0.66,0.01,9,14558,17.6,6.61
8046,南電,1275.0,-140.0,-9.89,26W29,07/16,-2,-13943,-8.38,-2.16,6,22018,4.16,3.41,-2,-605,-0.36,-0.09,-1,-3782,-4.32,-0.59
9917,中保科,108.0,1.0,0.93,26W29,07/16,1,121,5.27,0.03,6,1973,7.18,0.44,1,16,0.69,0.0,2,549,11.6,0.12
2451,創見,247.5,-5.5,-2.17,26W29,07/16,-5,-21186,-18.7,-4.91,5,2496,2.2,0.58,-2,-59,-0.18,-0.01,-7,-27791,-13.2,-6.44
2646,星宇航空,21.55,0.25,1.17,26W29,07/16,9,30586,10.6,1.02,5,1757,1.14,0.06,1,288,1.43,0.01,9,32698,11.3,1.09
2845,遠東銀,13.55,0.1,0.74,26W29,07/16,2,25337,31.3,0.52,5,95525,24.3,1.96,1,383,0.82,0.01,7,126369,21.4,2.6
