代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
0050,元大台灣50,102.85,-0.45,-0.44,26W32,08/07,1,116525,19.2,0.52,27,291568,1.53,1.3,-17,-1881818,-15.5,-8.39,1,5837,0.96,0.03
2542,興富發,44.3,0.2,0.45,26W32,08/07,-1,-3395,-13.5,-0.16,14,136433,15.7,6.34,4,6533,3.89,0.3,-1,-470,-1.86,-0.02
2352,佳世達,28.3,-0.5,-1.74,26W32,08/07,1,2429,9.15,0.15,12,51779,5.61,3.28,-1,-250,-0.94,-0.02,1,2213,8.34,0.14
2886,兆豐金,50.9,0.6,1.19,26W32,08/07,-1,-54446,-34.5,-0.37,12,577761,24.6,3.9,9,57366,3.44,0.39,-1,-30336,-19.2,-0.2
2892,第一金,35.55,0.05,0.14,26W32,08/07,-1,-88668,-37.4,-0.62,12,440244,14.1,3.06,4,26426,3.09,0.18,-1,-67952,-28.7,-0.47
1210,大成,52.7,0.5,0.96,26W32,08/07,-3,-8821,-21.2,-0.99,10,51147,25.8,5.72,-1,-833,-4.12,-0.09,-2,-6993,-21.3,-0.78
2855,統一證,44.5,-0.6,-1.33,26W32,08/07,-4,-13443,-13.5,-0.84,10,83830,16.2,5.23,0,0,0.0,0.0,-4,-5200,-5.23,-0.32
3037,欣興,955.0,-18.0,-1.85,26W32,08/07,1,6708,3.98,0.41,8,41493,3.72,2.53,-1,-569,-0.34,-0.03,1,15308,9.08,0.93
3706,神達,91.7,-1.2,-1.29,26W32,08/07,1,22027,30.7,1.66,8,50873,7.87,3.83,1,308,0.43,0.02,1,22853,31.8,1.72
6691,洋基工程,735.0,13.0,1.8,26W32,08/07,1,496,13.4,0.41,8,4205,10.9,3.46,1,56,1.52,0.05,1,644,17.4,0.53
