"排名","代號","名稱","市場","成交","漲跌價","漲跌幅","成交張數","法人買賣日期","外資買賣超張數","投信買賣超張數","自營買賣超張數","合計買賣超張數","外資持有(千張)","外資持股(%)","法人買賣超註記"
"578","6282","康舒","市","43","-0.35","-0.81","3,417","09/22","-345","0","-37","-382","100","11.7","－・－"
"579","2601","益航","市","5.91","-0.02","-0.34","4,012","09/22","-959","0","-250","-1,209","96.6","11.7","－・－"
"580","2451","創見","市","285","-1","-0.35","1,886","09/22","+234","-10","-24","+200","50.4","11.7","＋－－"
"581","1319","東陽","市","79.7","-0.6","-0.75","1,149","09/22","-231","0","0","-232","69","11.7","－・－"
"582","2889","國票金","市","16.85","-0.05","-0.3","5,935","09/22","-630","0","0","-630","426","11.6","－・・"
"583","2030","彰源","市","27.25","+2.45","+9.88","11,043","09/22","+3,267","0","+21","+3,287","32.5","11.6","＋・＋"
"584","6165","浪凡","市","49.1","-1.3","-2.58","329","09/22","-134","0","0","-134","8.99","11.6","－・・"
"585","3265","台星科","櫃","189.5","+8.5","+4.7","5,385","09/22","+1,762","0","+227","+1,989","15.7","11.5","＋・＋"
"586","4541","晟田","櫃","60.1","-0.6","-0.99","869","09/22","+64","0","-49","+14","7.79","11.5","＋・－"
"587","3026","禾伸堂","市","780","-11","-1.39","12,454","09/22","-1,090","+16","+34","-1,040","18.9","11.4","－＋＋"
"588","00411A","主動統一前沿科技","櫃","10.48","+0.26","+2.54","35,713","09/22","+16,561","0","+9,548","+26,109","54","11.4","＋・＋"
"589","2501","國建","市","21.45","-0.25","-1.15","1,315","09/22","-588","0","-1","-589","132","11.4","－・－"
"590","8091","翔名","櫃","215.5","0","0","276","09/22","+18","0","+1","+19","6.07","11.4","＋・＋"
"591","2441","超豐","市","127","-0.5","-0.39","8,632","09/22","+4,024","-666","-76","+3,282","64.5","11.3","＋－－"
"592","1788","杏昌","櫃","127.5","-0.5","-0.39","13","09/22","0","0","0","0","5.05","11.3","・・・"
"593","3466","德晉","櫃","24.2","-0.15","-0.62","261","09/22","+82","0","+1","+83","8.82","11.3","＋・＋"
"594","5388","中磊","市","72.3","-0.6","-0.82","1,461","09/22","-585","0","-8","-593","34.4","11.3","－・－"
"595","3376","新日興","市","180.5","+3.5","+1.98","3,426","09/22","-497","0","-73","-571","22.1","11.3","－・－"
"596","8936","國統","櫃","52","-0.4","-0.76","761","09/22","-32","0","+5","-27","28","11.3","－・＋"
"597","3234","光環","櫃","173","-5.5","-3.08","2,433","09/22","+187","0","+2","+189","14.3","11.3","＋・＋"
"598","2067","嘉鋼","櫃","5.29","+0.21","+4.13","14","09/22","0","0","0","0","5.09","11.3","・・・"
"599","4556","旭然","櫃","85.1","-2.2","-2.52","926","09/22","-224","0","+1","-223","4.77","11.3","－・＋"
"600","2481","強茂","市","171","+3","+1.79","32,264","09/22","+5,343","+78","+254","+5,676","43","11.2","＋＋＋"
