Unnamed: 0_level_0_Unnamed: 0_level_1,Unnamed: 1_level_0_Unnamed: 1_level_1,Unnamed: 2_level_0_Unnamed: 2_level_1,交易口數與契約金額_多方,交易口數與契約金額_多方,交易口數與契約金額_空方,交易口數與契約金額_空方,交易口數與契約金額_多空淨額,交易口數與契約金額_多空淨額,未平倉餘額_多方,未平倉餘額_多方,未平倉餘額_空方,未平倉餘額_空方,未平倉餘額_多空淨額,未平倉餘額_多空淨額
1,臺股期貨,自營商,10146,92544881,8742,79700274,1404,12844606,6197,55988248,3631,32833987,2566,23154261
1,臺股期貨,投信,30174,274244819,32075,290831834,-1901,-16587015,79727,720288073,3615,32656509,76112,687631564
1,臺股期貨,外資,83966,765068799,83498,761572354,468,3496445,16996,153347584,100074,903912519,-83078,-750564935
2,電子期貨,自營商,163,1887638,157,1819564,6,68074,25,286355,200,2297214,-175,-2010859
2,電子期貨,投信,93,1075767,93,1069404,0,6363,167,1935029,0,0,167,1935029
2,電子期貨,外資,144,1664074,162,1876019,-18,-211945,75,861455,287,3318431,-212,-2456976
3,金融期貨,自營商,23,72792,44,138911,-21,-66119,14,44517,138,438793,-124,-394276
3,金融期貨,投信,19,60575,19,60387,0,188,38,120851,0,0,38,120851
3,金融期貨,外資,347,1097081,283,894854,64,202227,68,216256,208,661508,-140,-445252
4,小型臺指期貨,自營商,10096,23080113,11607,26528923,-1511,-3448811,2405,5442699,11226,25382448,-8821,-19939749
4,小型臺指期貨,投信,129,291143,141,318595,-12,-27452,109,246193,152,343315,-43,-97122
4,小型臺指期貨,外資,97301,222482473,97396,222690429,-95,-207956,4960,11187759,5592,12611567,-632,-1423808
5,微型臺指期貨,自營商,19030,8727655,30316,13848575,-11286,-5120920,4071,1845207,36450,16483502,-32379,-14638295
5,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
5,微型臺指期貨,外資,136704,62551488,145299,66476092,-8595,-3924603,8122,3662405,675,304477,7447,3357928
6,小型電子期貨,自營商,256,371107,255,370651,1,457,225,322149,155,222954,70,99195
6,小型電子期貨,投信,45,65044,45,64907,0,136,77,111525,0,0,77,111525
6,小型電子期貨,外資,400,581762,402,584761,-2,-2999,32,45933,7,10139,25,35794
7,小型金融期貨,自營商,50,39426,22,17416,28,22011,138,109699,15,11925,123,97774
7,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
7,小型金融期貨,外資,116,91915,116,91769,0,145,2,1590,12,9542,-10,-7952
8,股票期貨,自營商,88472,44205187,79088,42549710,9384,1655477,116890,48569062,343113,201885889,-226223,-153316827
8,股票期貨,投信,234,257944,224,243011,10,14933,3190,7300740,185,32778,3005,7267962
8,股票期貨,外資,480829,318628343,480040,314026740,789,4601603,246917,167350636,659198,378899167,-412281,-211548531
