排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2382,廣達,325.5,10.0,3.17,08/12,-44467,-57631,-91293,-98792,-74274,-50094,87688.0,87043.0,93913.0,69434.0
2,0056,元大高股息,52.7,0.4,0.76,08/12,-3228,-6154,-10467,-54159,-56994,-18220,-68059.0,-27763.0,60158.0,-88876.0
3,00403A,主動統一升級50,10.1,0.16,1.61,08/12,-733,-3665,-3420,-50548,-165447,27120,80455.0,,,
4,2002,中鋼,19.75,0.0,0.0,08/12,-24946,-48279,-49656,-47668,-58595,-126350,-124294.0,-104690.0,9814.0,-163427.0
5,2344,華邦電,177.0,-1.0,-0.56,08/12,-2689,-22604,-29190,-45033,-108702,-109416,-113374.0,57614.0,-50250.0,52272.0
6,009816,凱基台灣TOP50,15.26,0.1,0.66,08/12,-10099,-12319,-12319,-37902,-77366,4983,14558.0,106820.0,,
7,00632R,元大台灣50反1,10.06,-0.1,-0.98,08/12,3225,4279,3779,-25619,-32524,-38272,-37288.0,-22185.0,16045.0,11833.0
8,00631L,元大台灣50正2,35.45,0.58,1.66,08/12,-5481,-5536,-3792,-25379,-35093,-2024,-12654.0,341022.0,336044.0,340427.0
9,5371,中光電,86.5,-1.1,-1.26,08/12,-8067,-10117,-12046,-22787,-26825,-21243,-23322.0,-22707.0,-5863.0,-20747.0
10,00988A,主動統一全球創新,16.76,0.21,1.27,08/12,266,-1209,-12119,-22786,-21524,4319,3384.0,37192.0,,45118.0
11,2887,台新新光金,35.65,0.1,0.28,08/12,-4942,-785,-1804,-22207,8838,154794,137002.0,252913.0,-300047.0,136846.0
12,2317,鴻海,270.0,7.0,2.66,08/12,-5708,-5378,-13388,-19340,-15742,-5268,-38087.0,-23780.0,-72662.0,12016.0
13,1216,統一,76.3,0.4,0.53,08/12,-114,-9144,-10023,-17869,-48474,-22384,-20417.0,40228.0,151003.0,80330.0
14,00991A,主動復華未來50,17.79,0.27,1.54,08/12,563,301,-288,-17386,-50214,8472,921.0,92558.0,,98567.0
15,2408,南亞科,482.5,-6.5,-1.33,08/12,-9570,-10569,-14703,-15283,-4884,44722,25766.0,46429.0,-1992.0,46556.0
16,00981A,主動統一台股增長,29.34,0.61,2.12,08/12,-2815,-10861,-10428,-12029,-51462,-47514,-63646.0,50128.0,136121.0,103612.0
17,00400A,主動國泰動能高息,14.36,0.36,2.57,08/12,-2445,-2570,-2570,-11909,-5559,1877,13665.0,,,
18,2301,光寶科,259.5,-9.0,-3.35,08/12,-331,-7619,-8135,-11710,-11375,-6718,-18134.0,-992.0,-16510.0,4157.0
19,1314,中石化,7.78,0.08,1.04,08/12,-1750,-4266,-6359,-11026,-2352,13084,-52025.0,42431.0,5426.0,-6224.0
20,5351,鈺創,122.0,2.5,2.09,08/12,-84,-4894,-5759,-9700,-7081,-2145,-6176.0,-2328.0,-11802.0,-9830.0
21,8112,至上,96.9,-3.1,-3.1,08/12,-591,-5814,-9297,-9619,-11359,-17893,14483.0,-4871.0,17097.0,-14083.0
22,2303,聯電,123.0,0.0,0.0,08/12,-4750,-5086,-7562,-9608,-21926,-66692,-522954.0,-342486.0,-964827.0,-523299.0
23,3706,神達,92.4,2.4,2.67,08/12,-231,-2456,-2777,-9409,-11615,-8395,27499.0,-2732.0,41560.0,-5872.0
24,2354,鴻準,63.0,0.3,0.48,08/12,-2807,-8298,-8284,-9335,-13145,-12872,-5255.0,21017.0,47703.0,25950.0
25,00405A,主動富邦台灣龍耀,8.42,0.27,3.31,08/12,0,0,-79,-8958,-16730,-9724,,,,
26,2312,金寶,33.5,0.65,1.98,08/12,-368,-3277,-3734,-8807,-10047,-13646,-12305.0,13171.0,62114.0,-52385.0
27,8422,可寧衛*,26.9,0.25,0.94,08/12,-2121,-7604,-7564,-8516,-13761,-5143,8044.0,9385.0,97068.0,5237.0
28,1402,遠東新,27.55,0.25,0.92,08/12,-1442,-2780,-2994,-8230,-20208,-65629,-187213.0,6081.0,8653.0,5120.0
29,1605,華新,40.0,1.7,4.44,08/12,-4580,-4331,-6805,-8204,-13308,2467,8887.0,-33388.0,53124.0,-92886.0
30,2801,彰銀,23.7,0.6,2.6,08/12,-2876,-2138,-3714,-8203,8429,10779,33027.0,37153.0,43576.0,35530.0
31,00981B,第一金優選非投債,9.33,-0.01,-0.11,08/12,192,-4813,-4813,-8056,-8056,-13207,-17435.0,5828.0,15259.0,1268.0
32,2324,仁寶,39.9,3.6,9.92,08/12,122,-517,-1221,-6572,-16209,-45929,-342808.0,-292028.0,27928.0,-218050.0
33,00990A,主動元大AI新經濟,15.9,0.02,0.13,08/12,-794,-2294,-2494,-6437,-8720,1339,1396.0,2779.0,,-89546.0
34,00888,永豐台灣ESG,32.61,0.02,0.06,08/12,54,-133,-1133,-5978,-7276,1782,6304.0,8662.0,7822.0,8632.0
35,1504,東元,67.3,-0.1,-0.15,08/12,-1047,-1194,-2101,-5623,-5623,5959,-1839.0,40775.0,76974.0,55544.0
36,00992A,主動群益科技創新,17.29,0.33,1.95,08/12,-1000,-1425,-1425,-5250,-7630,-18742,-24341.0,16539.0,,19189.0
37,2377,微星,169.0,15.0,9.74,08/12,147,-249,-1599,-4870,-3059,-12353,16748.0,27620.0,57825.0,47109.0
38,00935,野村臺灣新科技50,57.3,0.45,0.79,08/12,-1521,-1649,-1577,-4740,-5590,-2416,-1456.0,5024.0,6149.0,4972.0
39,3231,緯創,193.5,2.5,1.31,08/12,411,-275,816,-4674,-8867,-6052,84393.0,20086.0,152248.0,80341.0
40,1608,華榮,37.95,1.5,4.12,08/12,-883,-2819,-2948,-4672,-5277,-634,3228.0,1255.0,264.0,-1178.0
41,2371,大同,26.35,0.4,1.54,08/12,-261,-441,-983,-4539,-11257,-24084,24568.0,73703.0,101874.0,89051.0
42,4938,和碩,91.4,2.4,2.7,08/12,-734,-565,-1454,-4409,-10856,-51974,31034.0,55932.0,71897.0,35021.0
43,2388,威盛,77.5,-1.7,-2.15,08/12,301,330,-646,-4404,-5296,-387,186.0,-8464.0,-474.0,-4353.0
44,00997A,主動群益美國增長,11.52,0.06,0.52,08/12,-917,-917,-4113,-4370,-7827,-10712,5375.0,,,
45,4763,材料*-KY,52.6,1.0,1.94,08/12,116,-2225,-2374,-4270,-4731,-568,-3648.0,-10638.0,17639.0,-7690.0
46,00919,群益台灣精選高息,30.19,0.07,0.23,08/12,-4209,-4399,-5173,-4012,-2390,-33880,-29427.0,22718.0,-44894.0,-76043.0
47,5871,中租-KY,113.5,-2.0,-1.73,08/12,-1200,-268,1169,-3943,-8238,-10320,61768.0,70107.0,46690.0,35256.0
