排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,00734B,台新JPM新興債,15.67,-0.15,-0.95,07/30,99.2,99.2,98.5,36.1,24.4,12.2,1.83,1.75,1.98,1.99,,1.51
2,2885,元大金,63.1,0.9,1.45,07/30,72.4,77.4,80.6,75.4,59.4,62.0,55.4,59.2,54.8,53.6,48.7,57.3
3,5274,信驊,13205.0,295.0,2.29,07/30,77.6,76.5,78.2,76.9,68.1,62.1,57.4,58.8,56.9,49.7,39.8,58.7
4,8464,億豐,382.5,4.0,1.06,07/30,69.0,75.4,76.6,72.3,74.3,71.2,77.7,43.0,24.1,10.9,3.99,45.9
5,2347,聯強,86.1,0.7,0.82,07/30,72.2,75.6,75.9,70.1,40.3,53.3,59.8,54.5,57.8,54.2,49.7,51.6
6,00856B,永豐1-3年美公債,38.27,0.25,0.66,07/30,16.6,76.2,75.5,74.0,62.5,48.8,32.0,25.0,12.1,2.14,,22.9
7,2360,致茂,1910.0,75.0,4.09,07/30,76.8,73.9,74.6,73.1,73.2,68.0,62.3,60.2,61.3,63.0,54.8,59.0
8,5536,聖暉*,906.0,-38.0,-4.03,07/30,81.5,74.9,74.4,72.1,66.0,53.8,42.6,37.6,37.0,37.3,27.6,36.3
9,2890,永豐金,38.85,0.25,0.65,07/30,71.5,70.8,73.0,63.4,62.7,62.0,54.0,54.8,52.0,51.3,46.0,54.2
10,4127,天良,70.3,-3.2,-4.35,07/30,47.2,36.4,71.9,57.0,46.2,24.7,16.1,15.9,15.8,15.2,7.86,15.7
11,00793B,群益AAA-A醫療債,30.39,-0.35,-1.14,07/30,0.0,63.2,71.6,68.4,43.8,14.6,2.87,3.04,2.18,1.2,,3.05
12,1590,亞德客-KY,1340.0,15.0,1.13,07/30,77.8,79.1,70.3,72.0,72.1,70.8,75.7,73.4,72.8,72.4,54.8,72.6
13,2379,瑞昱,697.0,-41.0,-5.56,07/30,76.9,69.6,70.1,65.4,62.9,60.1,57.4,58.0,56.7,54.0,48.4,55.7
14,6005,群益證,32.75,-0.1,-0.3,07/30,63.2,62.5,70.1,63.6,42.8,42.8,35.3,41.6,40.3,40.3,31.8,38.9
15,3131,弘塑,2155.0,-100.0,-4.43,07/30,74.0,72.2,69.0,60.2,57.6,49.3,47.6,40.6,35.8,31.2,21.3,38.3
16,3044,健鼎,342.0,2.5,0.74,07/30,68.0,69.7,68.9,69.0,70.1,60.1,50.4,48.9,45.8,41.2,42.8,47.4
17,2882,國泰金,95.2,1.1,1.17,07/30,51.9,60.2,68.4,65.1,50.4,44.5,46.8,51.6,51.2,50.6,45.5,51.6
18,8213,志超,28.5,-0.4,-1.38,07/30,66.0,65.5,68.3,68.1,59.6,58.6,35.6,22.9,14.4,7.25,1.09,23.3
19,00982B,FT投資級債20+,9.6,-0.08,-0.83,07/30,1.36,74.3,68.3,62.3,58.9,54.9,14.3,6.95,2.86,,,5.66
20,2395,研華,547.0,-3.0,-0.55,07/30,68.2,68.7,68.1,62.6,59.8,54.2,55.2,50.7,56.6,64.5,68.1,50.8
21,2323,中環,9.38,-0.13,-1.37,07/30,54.2,67.8,68.0,67.9,63.2,47.4,36.5,34.3,32.3,30.5,16.3,34.3
22,00788B,元大10年IG電能債,29.61,-0.38,-1.27,07/30,0.0,79.7,67.6,61.4,44.6,34.9,23.9,18.3,24.8,13.5,,28.8
23,1612,宏泰,29.6,-0.2,-0.67,07/30,62.9,65.8,67.4,65.2,65.1,57.3,39.5,37.8,33.1,27.5,22.2,35.3
24,3533,嘉澤,1690.0,-35.0,-2.03,07/30,71.8,68.9,67.2,68.9,70.5,66.3,51.4,48.3,48.2,48.8,29.3,47.0
25,3023,信邦,273.0,-5.0,-1.8,07/30,59.5,68.1,67.2,63.7,67.4,67.3,53.9,48.6,51.6,56.2,44.5,48.6
26,3653,健策,3135.0,-175.0,-5.29,07/30,65.0,64.0,67.1,62.9,57.6,53.2,46.6,44.6,41.4,39.6,19.7,43.4
27,2345,智邦,1935.0,40.0,2.11,07/30,70.4,64.8,66.0,67.1,68.5,62.0,57.3,53.3,50.1,52.8,37.8,52.1
28,2382,廣達,279.0,-30.5,-9.85,07/30,74.8,69.8,65.9,65.9,55.1,51.2,51.2,48.7,46.3,38.1,41.8,47.7
29,4746,台耀,49.35,-0.35,-0.7,07/30,61.2,67.6,65.7,65.2,60.6,40.4,40.3,38.4,37.1,29.7,19.3,37.4
30,2838,聯邦銀,20.6,0.15,0.73,07/30,58.2,63.6,65.6,62.1,49.4,51.9,50.0,45.2,46.0,44.7,34.9,44.5
31,3010,華立,108.0,-2.5,-2.26,07/30,58.4,64.1,65.5,64.6,50.6,50.9,41.8,36.9,35.0,33.0,29.4,35.6
32,1560,中砂,582.0,-12.0,-2.02,07/30,65.6,64.7,65.4,66.7,62.5,53.1,43.2,37.3,33.4,29.6,22.4,37.1
33,2887,台新新光金,33.15,0.55,1.69,07/30,58.4,60.0,65.1,61.2,62.9,57.6,48.9,50.8,46.4,51.1,44.6,49.4
34,2317,鴻海,229.5,-7.5,-3.16,07/30,74.0,64.2,64.7,61.6,50.7,51.4,41.6,43.8,39.5,40.2,40.9,44.0
