"排名","代號","名稱","成交","漲跌價","漲跌幅","更新日期","當日增減(%)","2日增減(%)","3日增減(%)","5日增減(%)","10日增減(%)","1個月增減(%)","3個月增減(%)","半年增減(%)","1年增減(%)","今年增減(%)"
"113","5403","中菲","92.1","+0.4","+0.44","08/19","-5.95","-5.82","-6.77","-21","-21.8","-27.2","-30","+49","+280","+138"
"114","6248","沛波","18.1","-0.1","-0.55","08/19","0","-17.9","-21","-21","-28.7","-28.5","-27.3","-12","-5","-45.4"
"115","6266","泰詠","25","+0.1","+0.4","08/19","+0.07","-0.35","-0.21","-20.8","-20.1","-25.6","-9.99","+9.21","+89.3","+0.99"
"116","1590","亞德客-KY","1455","-25","-1.69","08/19","+1.04","-9.57","-18.9","-20.6","-25.8","-41.3","+46.7","+57.4","+6.87","-11.9"
"117","00932","兆豐永續高息等權","17.37","+0.07","+0.4","08/19","-20.5","-20.5","-20.5","-20.5","-20.5","-40.2","-27.2","-42.8","-90.1","-42.4"
"118","9939","宏全","130","+0.5","+0.39","08/19","-0.23","-17.3","-20.7","-20.2","-32","-35.2","-53.4","-49.3","+18.6","-50.3"
"119","2062","橋椿","18.8","+0.15","+0.8","08/19","0","0","-18.6","-20.1","-24.5","-23.4","-53.4","-45.2","-68.8","-50.2"
"120","1216","統一","77.5","+1.3","+1.71","08/19","-5.96","-13.5","-18.4","-20.1","-27","-30.8","-23.3","+1.48","+455","+38.8"
"121","4417","金洲","47.1","0","0","08/19","+0.23","+0.68","+1.38","-20","-20.1","-15","-26.1","+49.5","+72.3","+62.7"
"122","9945","潤泰新","29.8","+0.1","+0.34","08/19","-2.27","-15.1","-22.2","-19.9","-20.4","-34.5","+2.91","+141","-58.8","+172"
"123","5392","能率","45.3","-0.55","-1.2","08/19","-6.12","-6.53","-17.3","-19.9","-22.3","-23.2","-17.8","-14.1","+2.22","-25"
"124","6603","富強鑫","27.1","-0.85","-3.04","08/19","-3.8","-3.12","-11","-19.8","-21.1","-16.6","+47.5","+98.5","+264","+202"
"125","3490","單井","46.8","+2.3","+5.17","08/19","-7.68","-20","-20","-19.8","-15.1","-2.01","+32.9","+67.8","+278","+52.3"
"126","00799B","國泰A級醫療債","28.39","+0.15","+0.53","08/19","0","0","-20","-19.7","-19.4","-19.6","-46.4","-35.3","-2.43","-36.1"
"127","3086","華義*","26.35","-0.05","-0.19","08/19","-13.8","-18.7","-18.7","-19.7","-19.7","-23.3","+0.71","+932","+1,623","+1,339"
"128","3455","由田","247","-11","-4.26","08/19","+8.24","+6.42","+0.21","-19.4","-11.5","-32.3","+15.3","-33.9","+37","-7.25"
"129","9927","泰銘","68.6","-0.1","-0.15","08/19","0","0","-14.6","-19.4","-20.4","-5.61","-27.5","+25.2","-72","+111"
"130","2344","華邦電","168","-8.5","-4.82","08/19","-0.86","-21.8","-21.6","-19.4","-45.9","-64.4","-61.6","+117","-49.9","+87.6"
"131","4102","永日","18.9","+0.1","+0.53","08/19","0","-19.8","-19.8","-19.3","-25.3","-37.2","-42.3","-34.9","-7.19","-33"
"132","5478","智冠","98.8","0","0","08/19","+0.27","-1.06","-1.06","-19.3","-19.3","-18.7","-16.9","-21","-61.4","-18.9"
"133","6213","聯茂","484","-4","-0.82","08/19","-2.66","-5.65","-11.7","-19.2","-14.3","-11.5","-25.9","-36","-22.4","-48.1"
"134","6279","胡連","128","+1.5","+1.19","08/19","-2.34","-7.08","-12","-19.2","-29.2","-35.2","-24.7","-47.2","+127","-33"
"135","6416","瑞祺電通","96.9","+4.4","+4.76","08/19","+1.74","-20.5","-20.9","-19.1","-25.7","-23.5","-14.4","-36.8","+8.47","-10.6"
"136","6863","永道-KY","110.5","+1.5","+1.38","08/19","-11.4","-18.4","-18.2","-19.1","-20.9","-23.8","-34.7","-37.7","-41.3","-40.7"
"137","6227","茂綸","117","-1","-0.85","08/19","0","-0.8","-11.2","-19","-19.6","-44.9","-47.5","-63.1","-62.7","-68.8"
"138","3498","陽程","190.5","+16.5","+9.48","08/19","-11.1","-17.9","-17.9","-19","-5.71","-34.7","+48.8","-15.2","-14.6","+13.9"
"139","1733","五鼎","31.15","-0.1","-0.32","08/19","+0.21","-19.1","-19.1","-19","-13.4","-25.9","-63.6","-66.2","-19","-71.4"
"140","8349","恒耀","39.4","+0.1","+0.25","08/19","0","0","0","-18.9","-21.1","-24.3","-52.7","-22.1","-23.4","-25.2"
"141","2608","嘉里大榮","28.4","-0.1","-0.35","08/19","+1.02","-1.49","-11.1","-18.8","-18.1","-37.8","-39.7","-30.1","+13.7","+15.1"
"142","6239","力成","262.5","-3","-1.13","08/19","-2.34","-4.7","-20.8","-18.8","-8.83","-43.9","-77","+130","-75.9","+19.8"
"143","6426","統新","231","-13","-5.33","08/19","-5.64","-6.99","-12.5","-18.7","-14.8","-18.1","-17.8","+35.2","+123","-14"
"144","4432","銘旺實","15.6","-0.5","-3.11","08/19","0","-6.77","-18.4","-18.4","-18.4","-18.4","-33.3","-39.5","-18.4","-40.7"
"145","1603","華電","30.45","+0.1","+0.33","08/19","0","-17.7","-17.2","-18.2","-21.3","-16.8","-9.29","+179","+131","+200"
"146","6179","亞通","26.85","-0.45","-1.65","08/19","+0.07","-14","-18.3","-18.2","-25.8","-22.5","-44.5","-9.37","+76.7","-23.9"
"147","2611","志信","15.5","+0.1","+0.65","08/19","-5.13","-8.34","-6.89","-18.1","-22.6","-22.8","-34.1","-35.4","-35.8","-38.6"
"148","2354","鴻準","60.8","+0.9","+1.5","08/19","-1.27","-9.18","-13.3","-18","-28","-33.3","-31.7","+19.7","+65.7","+34.1"
"149","2755","揚秦","103.5","+0.5","+0.49","08/19","-1.59","-2.37","-3.89","-17.9","+11.8","+122","+68.3","-36.2","+50.7","-38.7"
"150","2480","敦陽科","158.5","+2","+1.28","08/19","-0.69","-10.1","-14.9","-17.8","-16.7","-11.9","-16.3","+52","+373","+140"
"151","00983A","主動中信ARK創新","11.7","-0.22","-1.85","08/19","-1.79","-1.79","-13.7","-17.8","-17.8","-30.2","-70.7","-87","-79.6","-74.3"
"152","5202","力新","11.8","-0.1","-0.84","08/19","-3.59","-5.5","-17","-17.7","-27.8","-28.1","+16.2","+28","-58","-35"
"153","2524","京城","34","-0.35","-1.02","08/19","+0.09","-0.44","-0.44","-17.6","-17.2","-29.1","-45.7","-47.7","-37.4","-48.4"
"154","4581","光隆精密-KY","47.85","0","0","08/19","0","0","0","-17.4","-19.3","-20.2","-23.7","-26","-24.5","-21.1"
"155","3373","熱映","16.4","-0.1","-0.61","08/19","+0.26","+0.26","-14.1","-17.4","-14.1","-5.63","-12.1","-9.41","-46.4","-13.6"
"156","1319","東陽","81.7","-0.2","-0.24","08/19","-1.18","-5.08","-5.17","-17.3","-21.8","-25.3","-35.5","+62","+213","+37.4"
"157","5283","禾聯碩","56.8","+0.3","+0.53","08/19","-1.53","-6.68","-16.2","-17.2","-17.7","-12.4","+9.17","+30.2","+64.9","+3.04"
"158","2233","宇隆","188.5","-4","-2.08","08/19","+3.08","-20.3","-16.9","-17.2","+0.9","-23.4","-48","-73.5","-67.9","-74.1"
"159","4771","望隼","199.5","+1.5","+0.76","08/19","0","-21.5","-21.5","-17.2","+8.61","-20","-20.8","-9.39","-1.2","-18.8"
"160","7547","碩網","53.5","0","0","08/19","0","-9.38","-17.1","-17.1","-23.7","-23.7","-34.1","","",""
"161","9946","三發地產","18.85","0","0","08/19","-4.01","-3.89","-13.2","-17.1","-20.5","-20.1","+3.31","+29","+47.9","+49.9"
"162","6206","飛捷","144.5","+1","+0.7","08/19","-1.3","0","+4.27","-17","-21.9","-45.7","-61.3","-82.3","-82.3","-86.4"
"163","4909","新復興","37.1","-0.3","-0.8","08/19","-1.51","-8.1","-14.4","-16.8","-17.8","-30.3","-31.2","-18.4","-46.6","-17.4"
"164","6757","台灣虎航","57","+0.4","+0.71","08/19","+0.03","+0.38","+1.9","-16.7","-17.9","-38.8","-76.2","-65.8","-53.9","-71"
"165","6914","阜爾運通","148.5","+1","+0.68","08/19","0","-0.47","-13.9","-16.7","-13.9","-12.9","+5.53","+15.4","+112","+73.6"
"166","9917","中保科","108","-0.5","-0.46","08/19","-2.89","-11.7","-15.4","-16.6","-15.9","-22.2","+47.9","+8.67","+141","+79.6"
"167","8446","華研","85.1","-0.4","-0.47","08/19","0","+0.15","-7.49","-16.6","-16.5","-19.8","-28.8","+59.2","+12.6","+98.3"
"168","2388","威盛","72","-0.4","-0.55","08/19","-1.19","-5.24","-11.1","-16.6","-37.3","-36","-16.2","-48.9","-25","-37.1"
"169","1604","聲寶","23.1","0","0","08/19","0","0","-1.05","-16.5","-15.7","-27.4","-41.7","+6.44","-1.98","+44"
"170","4707","磐亞","31.4","-1.5","-4.56","08/19","-7.01","-7.31","-9.25","-16.5","-0.75","-9.84","+52.4","+390","+319","+337"
"171","6637","醫影","61.2","+0.2","+0.33","08/19","-10.3","-10.3","-16.4","-16.4","-15.3","-15.3","+7.02","+103","0","+2,950"
"172","8028","昇陽半導體","247","-1.5","-0.6","08/19","-2.43","-9.39","-8.48","-16.4","-10.5","+13.6","-26.3","-72.5","-54.6","-74.3"
"173","3528","安馳","84","-2.1","-2.44","08/19","+0.9","+1.54","-15.3","-16.2","-11.2","-12","-12.7","-34.7","+41.5","-47.8"
"174","3044","健鼎","480.5","-8","-1.64","08/19","+0.2","-15.6","-15.5","-16.2","-16.9","-25.9","-55.7","-61.8","-33.6","-71.4"
"175","2732","六角","64.4","+0.9","+1.42","08/19","0","0","-0.29","-16.2","-20.1","-19.7","-14.9","-4.47","-24.8","-10.2"
"176","00734B","台新JPM新興債","15.46","+0.07","+0.45","08/19","-16.2","-16.2","-16.2","-16.2","-25.1","-25.1","-22.7","-32.7","-68.4","-33.6"
"177","1784","訊聯","60.1","+0.4","+0.67","08/19","-1.27","-1.61","-15.5","-16.1","-16.4","-17.3","-14.9","-42.4","+33","-34.2"
"178","2362","藍天","47.15","-0.05","-0.11","08/19","+0.5","-12","-13.7","-16","-21.9","-33.1","+21.7","+0.55","-2.82","+18.3"
"179","6113","亞矽","23.15","-0.05","-0.22","08/19","0","0","0","-15.9","-15.9","-15.9","-21.6","-22.6","-39.3","-20.1"
"180","5278","尚凡*","24.3","-0.05","-0.21","08/19","0","-0.52","-6.29","-15.8","-21.8","-22.5","-39.3","-36","+2.45","-40.4"
"181","1337","再生-KY","4.58","-0.04","-0.87","08/19","0","-1.19","-15.6","-15.7","-15.2","-7.54","-11.9","+117","+83.8","+130"
"182","6277","宏正","83.7","-0.3","-0.36","08/19","+5.83","-12.6","-23.1","-15.6","-15","-22.6","+33.1","+143","+137","+109"
"183","2377","微星","146.5","-1.5","-1.01","08/19","+2.9","-0.86","-8.82","-15.6","-21.9","-20.4","+9.63","+56.8","+1,843","+297"
"184","1236","宏亞","25.35","-0.05","-0.2","08/19","0","0","-16.3","-15.6","-13.4","-12.7","-23.7","-25.4","+232","-20.2"
"185","2535","達欣工","89.4","-0.8","-0.89","08/19","-2.09","-1.51","-3.27","-15.5","-10.9","-4.51","+29.3","+385","+155","+342"
"186","4113","聯上","14.85","0","0","08/19","0","-2.99","-2.93","-15.5","-16","-14.9","-17.2","-20","-43.7","-19.5"
"187","6464","台數科","79","0","0","08/19","+3.78","-12.7","-15.4","-15.4","-9.86","+25.1","-39.9","-0.81","-19.7","+1.01"
"188","8114","振樺電","197","+1.5","+0.77","08/19","+0.52","-11.2","-11.1","-15.3","-15.7","-30.3","-38.1","-38.2","+85.8","-2.48"
"189","4953","緯致","123","+0.5","+0.41","08/19","0","-3.63","-12.8","-15.2","-9.26","-3.01","-42","-7.01","+20.3","-21"
"190","4111","濟生","30.1","+0.15","+0.5","08/19","0","-11.2","-15.2","-15.2","-22.6","-22.6","-24.8","-23.3","-42.6","-52.7"
"191","1315","達新","65.7","-0.1","-0.15","08/19","+2.27","+2.27","-8.16","-15.1","-15.1","-11.8","+25","+73.1","+28.6","+87.5"
"192","6122","擎邦","47.3","-0.7","-1.46","08/19","-0.3","-0.82","-15.5","-15.1","-19.4","-5.46","-13.6","+33.1","+43.9","+69.5"
"193","6703","軒郁","103.5","+1","+0.98","08/19","0","-5.56","-10.7","-15","-11.6","-4.14","+72.5","+27.6","-19.5","+24.3"
"194","2911","麗嬰房","6.66","-0.04","-0.6","08/19","0","-11.9","-14.9","-14.9","-7.08","+31.2","","","",""
"195","4766","南寶","332","+2","+0.61","08/19","+0.62","+0.41","+2.52","-14.7","-20.3","-23.7","-52.6","+0.62","+288","-4.69"
"196","2359","所羅門","161","-16.5","-9.3","08/19","+3.32","-1.12","-9.62","-14.7","-21.8","-6.24","-32.1","-40.9","-4.53","-44.2"
"197","5512","力麒","7.79","-0.01","-0.13","08/19","+0.02","-3.91","-3.6","-14.6","-15.7","-9.87","-2.97","-9.1","-41","-16.3"
"198","4557","永新-KY","51.1","+0.4","+0.79","08/19","0","-14.4","-14.4","-14.4","-14.4","-29.7","-42.1","-33.4","+86.6","-30.4"
"199","5434","崇越","530","-23","-4.16","08/19","+4.79","-8.45","-7.55","-14.4","-13.1","-13.7","+125","-6.48","+108","-10.1"
"200","5490","同亨","29.8","-0.65","-2.13","08/19","-0.31","-10.3","-13.8","-14.3","+5.68","+39.3","-20.9","-0.92","-50","-37.7"
"201","6919","康霈*","102.5","-2","-1.91","08/19","-9.41","-9.41","-14.2","-14.2","-14.2","-18.2","-45.6","0","0","0"
"202","2020","美亞","21.6","+0.15","+0.7","08/19","+0.39","-0.89","-0.77","-14.2","-14.3","-12.7","-5.24","+249","-37.7","+116"
"203","4764","雙鍵","203","-3","-1.46","08/19","+1.23","+0.92","+1.7","-14.2","-35","+6.99","+135","-13.2","+961","+21.6"
"204","1504","東元","71.8","+0.8","+1.13","08/19","-4.51","-9.15","-14.1","-14.1","-18.5","-13.5","-19","+40.7","+206","+83"
"205","8930","青鋼","29.35","0","0","08/19","0","0","0","-14","-14","-29.3","-23","-44.6","-43.5","-46"
"206","00772B","中信高評級公司債","32.36","+0.17","+0.53","08/19","-0.02","-0.02","-4.56","-13.9","-22.5","-22.5","-23.7","+0.19","-13","+37.1"
"207","2114","鑫永銓","88","0","0","08/19","+0.4","0","-2.31","-13.9","-13.6","+6.73","+85.5","+324","+135","+339"
"208","3005","神基","117.5","0","0","08/19","-9.92","-9.79","-8.74","-13.9","-25.2","-40.2","-62.9","+165","+470","+235"
"209","3434","哲固","30.75","-0.25","-0.81","08/19","-0.26","-9.52","-11.2","-13.8","-45.1","-41","-41.3","-51.6","+13.5","-53.1"
"210","8442","威宏-KY","44.4","-0.15","-0.34","08/19","0","-12","-13.8","-13.8","-13.8","-10","-13.5","-10.3","+3.85","-12.9"
"211","4554","橙的","31.8","+0.1","+0.32","08/19","0","0","-13.8","-13.8","-13.8","-13.8","+6.38","+31.6","","+56.2"
"212","00987B","野村10+澳洲公債","15.83","+0.01","+0.06","08/19","-3.8","-3.8","-3.8","-13.6","-13.6","-11.4","-42.5","+89.9","",""
"213","2383","台光電","5880","-325","-5.24","08/19","-2.56","-13.9","-12.1","-13.6","-0.87","+15.4","-34","-67.3","-72.2","-71.1"
"214","00877","復華中國5G","37.21","-2","-5.1","08/19","0","0","-12.2","-13.6","-26.2","-38.9","+59.8","+15.9","-45.8","-27.5"
"215","00938","凱基優選30","24.42","-0.21","-0.85","08/19","-11.1","-11.1","-13.6","-13.6","-23","-34","-11.8","+76.1","-76.3","+34.9"
"216","2413","環科","43.9","+0.65","+1.5","08/19","-1.05","-1.05","-12.1","-13.6","-41.4","-42","-41.6","-29","+108","-26.2"
"217","3587","閎康","251.5","+9.5","+3.93","08/19","-0.52","-12.9","-13.5","-13.6","+0.44","-8.7","+32.5","+2.08","-19.9","+36.8"
"218","3023","信邦","322","+15","+4.89","08/19","+0.01","-1.65","-4.56","-13.5","-21.5","-11.2","+121","-8.01","+180","+36.1"
"219","3665","貿聯-KY","2200","-40","-1.79","08/19","-8.41","-12.4","-12.5","-13.4","-3.52","+64.3","+216","+160","+984","+50.1"
"220","4904","遠傳","101.5","0","0","08/19","-6.84","-11.5","-13.7","-13.4","-21.3","-69.9","+527","+606","+286","+537"
"221","8027","鈦昇","169","-0.5","-0.29","08/19","-0.55","-9.01","-10.7","-13.4","-18.3","-30.4","+23.6","-5.9","-4.82","+37.3"
"222","2723","美食-KY","65.2","+2.7","+4.32","08/19","-5.63","-8.55","-8.05","-13.3","-10.7","-8.51","-20.1","-26.1","+89.8","-8.28"
"223","1321","大洋","31.8","+0.05","+0.16","08/19","0","0","-0.23","-13.3","-15","-13.4","-20.8","-13.9","-22.1","-22.4"
"224","7711","永擎","490","-2","-0.41","08/19","-3.46","-11.8","-14.1","-13.3","-8.64","-5.29","+429","","",""
"225","6133","金橋","22.15","-0.1","-0.45","08/19","-2.62","-3.19","-13","-13.3","-18.1","-12","-11.3","+7.32","+87.2","+17.9"
"226","8183","精星","28.95","-0.4","-1.36","08/19","-1.29","-12.6","-14.6","-13.2","-10.6","-1.16","-15.3","+28.1","+8.46","-3.85"
"227","6112","邁達特","44.1","+0.2","+0.46","08/19","-1.46","-4.7","-12.1","-13.2","-21.2","-17.8","+4.11","+0.4","-34.1","-6.07"
"228","3617","碩天","257","+1.5","+0.59","08/19","+0.47","-15.1","-15.2","-13.1","-32.6","-41.9","-47.2","-49.6","-64.1","-71.1"
"229","2916","滿心","40.15","0","0","08/19","+0.63","+0.63","+0.63","-13.1","-12.6","-9.92","+389","+405","+257","+439"
"230","00888","永豐台灣ESG","31.87","-0.58","-1.79","08/19","+0.01","+0.01","-0.23","-13.1","-47.6","-35.1","+242","+1,833","+532","+1,700"
"231","6192","巨路","116","+0.5","+0.43","08/19","-0.24","-0.96","-8.81","-13","-12.1","-14.5","+1.47","-1.43","-10.4","-5.69"
"232","00640L","富邦日本正2","104","-6.95","-6.26","08/19","0","0","0","-13","-13","-13","-13","-10.5","-67","-12"
"233","3004","豐達科","121.5","-1","-0.82","08/19","-4.24","-12","-11.6","-13","-23","-6.45","-43.1","-44.1","-27.4","-37.3"
"234","2727","王品","234","+1.5","+0.65","08/19","0","-5.88","-5.74","-12.9","-41.6","-32.6","-20.1","-48.7","-35.3","-52.9"
"235","6516","勤崴國際","58.5","-0.1","-0.17","08/19","0","-14.7","-14.7","-12.8","0","+17.3","-39.4","-51","-19.7","-50.2"
"236","2324","仁寶","39.3","-1.3","-3.2","08/19","-9.83","-15","-11.7","-12.7","-18.2","-38.3","-80.6","-78.1","-10.5","-73"
"237","5351","鈺創","126.5","+4.5","+3.69","08/19","-4.45","-2.7","-8.21","-12.7","-71.1","-26.1","-55.3","-41.3","-76.5","-71.4"
"238","5289","宜鼎","1515","+55","+3.77","08/19","+0.7","+1.86","+0.18","-12.7","-11.8","-15.6","-38","+264","+101","+45.5"
"239","3224","三顧","34.3","-0.85","-2.42","08/19","0","-0.27","-0.27","-12.6","-12.4","-8.73","+28.4","+44.1","+15.1","+17.7"
