"排名","代號","名稱","成交","漲跌價","漲跌幅","成交張數","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"1","009829","大華韓國KOSPI50","10.41","-0.13","-1.23","30,336","08/27","+976","-497","+6,058","+16,214","","","","","",""
"2","00406A","主動中信台灣收益","9.81","+0.11","+1.13","176,496","08/27","+2,321","+6,832","+9,262","+12,908","+16,743","+20,710","","","",""
"3","00953B","群益優選非投等債","9.63","-0.05","-0.52","102,908","08/27","+4,566","+5,503","+4,398","+10,447","+13,317","-878","+28,017","+49,141","+83,799","+63,545"
"4","2303","聯電","130","+11.5","+9.7","325,661","08/27","-5,702","-2,735","+1,241","+9,012","-1,230","-2,990","+43,949","+78,219","+123,238","+140,764"
"5","00405A","主動富邦台灣龍耀","8.78","+0.1","+1.15","76,542","08/27","-785","+6,670","+7,556","+7,199","-454","-2,728","","","",""
"6","3231","緯創","178","-1.5","-0.84","26,485","08/27","+3,318","+3,231","+5,280","+6,123","+5,601","-3,709","-1,678","-19,101","-8,074","-8,556"
"7","2489","瑞軒","40.2","+0.15","+0.37","49,525","08/27","+889","+3,724","+3,373","+5,627","+5,925","+3,210","-22,397","-17,013","+18,090","+21,526"
"8","1303","南亞","220.5","-7","-3.08","192,100","08/27","+280","+2,560","+2,425","+5,291","-4,770","+18,092","+11,254","+8,398","+11,544","-5,954"
"9","2301","光寶科","317.5","+16.5","+5.48","49,352","08/27","-750","+1,351","+5,798","+5,029","+8,254","+4,315","+4,096","+1,884","+6,435","+1,414"
"10","00632R","元大台灣50反1","9.89","-0.06","-0.6","111,540","08/27","+4,112","+9,103","-1,487","+4,752","-8,534","+9,814","+1,614","+28,415","+71,019","+61,764"
"11","00410A","主動永豐科技趨勢","12.17","+0.07","+0.58","12,497","08/27","+3,892","+4,663","+4,610","+4,613","+5,351","","","","",""
"12","1711","永光","43.9","+0.4","+0.92","7,384","08/27","+740","+2,080","+2,278","+4,155","+4,360","+2,448","-4,778","+169","+8,194","+6,581"
"13","00991A","主動復華未來50","18.3","+0.11","+0.6","72,340","08/27","-1,980","-5,267","-927","+3,900","-26,741","+42,694","+109,275","+117,652","","+87,235"
"14","00708L","期元大S&P黃金正2","88.15","-1.6","-1.78","5,163","08/27","+1,071","+2,153","+2,333","+3,697","+5,188","+6,370","+6,817","+7,520","+3,646","+10,204"
"15","00992A","主動群益科技創新","18.68","+0.23","+1.25","57,482","08/27","+4,457","+3,949","+4,976","+3,469","-2,164","-2,252","-17,819","+17,980","","+15,656"
"16","6147","頎邦","182.5","-5","-2.67","53,168","08/27","+3,704","+5,218","+5,206","+3,425","+2,822","+562","-11,318","+32,364","+32,315","+31,867"
"17","3049","精金","13.5","+0.8","+6.3","54,731","08/27","+230","+954","+2,661","+3,330","+3,330","+3,330","+3,330","+2,547","+653","+1,606"
"18","009826","貝萊德世界股票","10.13","-0.03","-0.3","19,445","08/27","+629","+1,640","+2,116","+3,105","+4,103","","","","",""
"19","00664R","國泰臺灣加權反1","1.6","-0.02","-1.23","20,321","08/27","+565","+2,802","+2,472","+2,935","+4,350","+2,379","-27,469","-30,326","-51,524","-23,862"
"20","9945","潤泰新","28","-0.6","-2.1","10,360","08/27","+240","+297","+2,262","+2,903","+2,771","+1,929","-245","+1,473","-910","-991"
"21","3374","精材","386","+35","+9.97","29,584","08/27","+1,529","+2,135","+2,194","+2,755","+2,953","+5,204","+18,918","+19,734","+21,840","+23,985"
"22","2351","順德","239.5","-0.5","-0.21","7,423","08/27","+1,469","+1,536","+2,183","+2,713","+3,732","+3,470","-12,943","+10,555","+6,066","+9,028"
"23","1709","和益","36.15","+3","+9.05","22,958","08/27","+461","+2,781","+1,692","+2,615","+5,183","+14,075","+28,702","+28,243","+28,215","+27,941"
"24","6213","聯茂","582","+19","+3.37","25,939","08/27","+2","+2,695","+3,647","+2,530","+589","+3,504","+4,616","-2,392","-528","+1,429"
"25","00988A","主動統一全球創新","16.39","-0.14","-0.85","32,471","08/27","+72","+1,179","+1,346","+2,253","-15,080","-11,864","+6,080","+49,101","","+53,009"
"26","4979","華星光","610","-7","-1.13","2,541","08/27","+258","+2,075","+1,397","+2,159","+1,119","+1,307","+1,024","+1,290","-7,127","-3,029"
"27","3481","群創","48.6","+2.35","+5.08","314,569","08/27","+325","+1,895","+1,454","+2,093","-8,276","-24,671","-121,376","+10,190","+145,142","+98,901"
"28","1101","台泥","24.3","+0.2","+0.83","16,839","08/27","+681","-2,390","-1,693","+2,039","+2,672","+5,609","+4,184","+5,103","+9,936","+2,031"
"29","8103","瀚荃","108.5","-5.5","-4.82","5,177","08/27","-265","-106","+660","+2,028","+3,159","+3,226","+2,433","+1,926","+2,446","+804"
"30","3006","晶豪科","269.5","-4.5","-1.64","9,546","08/27","+194","+223","+38","+2,017","+1,012","-333","-4,091","-5,147","+8,338","+5,028"
"31","2609","陽明","56.2","-1.7","-2.94","42,998","08/27","-1,417","-3,124","-11","+1,975","+3,055","+2,997","+2,262","+6,678","+953","+1,319"
"32","4956","光鋐","36.95","+0.95","+2.64","5,714","08/27","+13","+652","+808","+1,925","+1,953","+924","+64","+1,027","+223","+445"
"33","3441","聯一光","130","-7.5","-5.45","27,523","08/27","+1,504","+2,230","+1,604","+1,886","+2,553","+3,917","+4,639","+4,354","+5,005","+4,132"
"34","5608","四維航","16.7","-0.2","-1.18","5,889","08/27","-1,543","-3,710","-2,729","+1,846","+3,591","+3,203","+2,461","+1,492","-777","+817"
"35","2887","台新新光金","37.5","+0.2","+0.54","33,694","08/27","+1,011","+1,175","+1,464","+1,837","+2,591","+806","-7,339","-31,213","-86,289","-41,339"
"36","8358","金居","543","+49","+9.92","40,976","08/27","+1,403","+2,309","+2,113","+1,836","+3,480","+10,922","+8,041","+2,800","-13,285","+2,462"
"37","00753L","中信中國50正2","9.58","+0.01","+0.1","5,480","08/27","+343","-469","-230","+1,825","+1,207","-11,757","-34,893","-28,407","-13,593","-23,809"
"38","4927","泰鼎-KY","43","+2.55","+6.3","11,802","08/27","+1,099","+1,473","+1,618","+1,805","+1,560","-2,470","-9,897","-5,445","+5,140","-8,288"
"39","1316","上曜","11.15","-0.6","-5.11","9,614","08/27","+421","+434","+671","+1,730","+1,217","+455","-73","-670","-6,225","-963"
"40","3362","先進光","199.5","-5","-2.44","1,779","08/27","-376","+1,346","+847","+1,675","+1,751","+2,582","+2,681","+856","+459","+1,100"
"41","2851","中再保","45.1","-0.6","-1.31","2,015","08/27","-17","-277","-306","+1,628","+2,129","+2,245","+2,320","+2,249","+2,001","+2,303"
"42","2882","國泰金","105.5","+3","+2.93","19,244","08/27","-120","-68","+74","+1,577","+1,516","+424","+2,057","+2,518","-598","+1,565"
"43","3714","富采","62.6","-0.9","-1.42","7,579","08/27","-346","+1,496","+1,620","+1,547","+1,064","-1,957","-12,425","+10,683","+12,419","+10,642"
"44","1314","中石化","8.05","-0.11","-1.35","18,158","08/27","+2,167","-2,818","-3,382","+1,527","-835","-11,826","+19,413","+23,518","+30,991","+17,688"
"45","2484","希華","76.1","-0.5","-0.65","15,369","08/27","+343","+1,475","+1,485","+1,509","-787","+179","+2,992","+12,770","+14,094","+14,329"
"46","3376","新日興","217","+7","+3.33","18,185","08/27","+1,588","+1,447","+1,354","+1,478","+1,756","+311","+1,412","-949","+2,486","-791"
"47","00673R","期元大S&P原油反1","12.39","-0.26","-2.06","13,130","08/27","+401","-5,605","-4,900","+1,444","+9,351","+9,361","-33,548","+39,088","+51,329","+66,294"
"48","3406","玉晶光","917","+83","+9.95","14,488","08/27","+345","+1,123","+1,097","+1,439","+2,216","+3,383","+3,972","+3,571","+2,186","+2,909"
"49","8039","台虹","343.5","-9","-2.55","58,750","08/27","+805","+687","+1,035","+1,419","+5,460","+4,627","+11,851","+8,077","+20,883","+9,984"
"50","00830","國泰費城半導體","82.85","-0.8","-0.96","6,948","08/27","+176","+644","+1,243","+1,413","+1,742","+2,372","+3,869","+2,377","+5,307","+5,453"
"51","3605","宏致","131","+11.5","+9.62","19,149","08/27","+827","+1,654","+1,905","+1,379","+157","+7,337","+9,606","+8,235","+5,397","+8,847"
"52","6239","力成","287","+10","+3.61","25,799","08/27","+1,876","+1,541","+1,478","+1,365","+389","+3,431","+2,168","+17,065","+20,735","+15,791"
"53","00984D","主動聯博全球非投","10.01","-0.03","-0.3","51,133","08/27","+32","+249","+208","+1,331","+409","+10,174","+11,013","+15,235","",""
"54","00686R","群益臺灣加權反1","0.99","0","0","7,459","08/27","+26","+653","+1,667","+1,257","+2,265","+2,992","-478","-1,051","+856","-1,225"
"55","5439","高技","264.5","+2.5","+0.95","4,811","08/27","+749","+697","+744","+1,241","+1,932","+2,929","+1,199","-874","-7,849","-3,661"
"56","4714","永捷","11.4","-0.4","-3.39","3,547","08/27","+1,038","+1,069","+1,061","+1,208","+1,201","+800","+70","-266","-463","-546"
"57","2486","一詮","261","+2","+0.77","2,531","08/27","-601","+742","+975","+1,169","+850","-18","+3,633","+1,374","+2,639","+250"
"58","2409","友達","25.85","+0.6","+2.38","126,686","08/27","+331","+1,849","+156","+1,148","+4,169","+26,312","+35,512","+37,225","+165,545","+100,323"
"59","3229","晟鈦","55.4","+0.3","+0.54","1,818","08/27","-59","+513","+859","+1,148","+1,148","+1,148","+1,148","+1,148","+1,148","+1,148"
"60","1519","華城","755","-15","-1.95","4,024","08/27","+1,101","+1,130","+1,133","+1,088","+1,214","+887","+353","+1,217","+817","-163"
"61","1727","中華化","98.1","+1.2","+1.24","7,806","08/27","-84","+288","+479","+1,067","+1,370","+600","-2,008","+3,398","+892","+1,326"
"62","2426","鼎元","96.1","-0.5","-0.52","61,918","08/27","+1,183","+5,156","+7,832","+1,010","+9,221","+11,804","+529","+20,838","+20,805","+20,594"
"63","6456","GIS-KY","74.3","+2.5","+3.48","10,669","08/27","+467","+528","+346","+1,008","+1,105","+4,244","-571","+10,816","+10,297","+12,294"
"64","2313","華通","241","-3","-1.23","87,192","08/27","+361","+618","+532","+1,002","+1,427","-5,404","-14,360","-4,208","+4,817","-5,291"
"65","2492","華新科","313.5","+28.5","+10","52,649","08/27","+971","+1,080","+965","+998","+1,728","+9,102","+3,428","+8,257","+11,719","+4,277"
"66","5483","中美晶","183.5","+1.5","+0.82","18,044","08/27","-223","+99","-464","+991","+691","+6,696","+6,209","+10,070","+5,474","+7,963"
"67","2504","國產","31.7","-0.25","-0.78","1,178","08/27","+159","+632","+999","+979","+943","+1,229","+1,408","+2,409","+1,908","+2,301"
"68","1402","遠東新","28.1","-0.3","-1.06","9,014","08/27","+139","+991","+1,048","+971","+452","+1,403","-4,040","+3,260","+5,355","+6,409"
"69","00712","復華富時不動產","8.73","-0.02","-0.23","34,687","08/27","+706","+860","+1,005","+967","+1,059","+2,681","-143","+1,806","-1,366","+940"
"70","4908","前鼎","190","-5.5","-2.81","11,245","08/27","+315","+1,110","+933","+935","+778","+984","-538","+72","-906","+87"
"71","3363","上詮","701","-3","-0.43","4,598","08/27","+891","+769","+814","+927","+1,055","+1,181","-193","-466","-5,491","-165"
"72","3339","泰谷","43","+1.3","+3.12","3,113","08/27","+193","+874","+938","+915","+948","+920","+989","+1,409","-2,011","+1,031"
"73","6278","台表科","201.5","-4.5","-2.18","7,523","08/27","+346","+534","+662","+896","+782","+855","-3,954","+7,450","+7,062","+6,095"
"74","2359","所羅門","145.5","-2","-1.36","4,630","08/27","+291","+333","+360","+872","-3,146","+872","+825","+739","-2,039","+424"
"75","00887","永豐中國科技50大","16.3","0","0","3,193","08/27","-604","-567","-511","+869","+2,244","+2,656","+6,559","+902","-16,080","-5,789"
"76","8996","高力","1265","-45","-3.44","4,225","08/27","+435","+533","+822","+863","+809","+2,043","+1,357","+1,513","-122","-196"
"77","2634","漢翔","67.8","-2.5","-3.56","68,007","08/27","-1,773","-650","-1,087","+845","+990","-2,477","+1,417","+1,368","-5,414","-1,629"
"78","3490","單井","50.3","-3.7","-6.85","6,566","08/27","-198","-140","+234","+827","+1,037","+1,141","+172","+2,346","+1,928","+2,134"
"79","2465","麗臺","95","-0.4","-0.42","3,743","08/27","+34","+180","+522","+807","+738","+1,580","+3,012","+4,948","+4,376","+4,765"
"80","2327","國巨*","597","+42","+7.57","76,144","08/27","+1,226","+1,569","+738","+804","+1,873","+2,693","-8,016","+2,645","+12,066","-4,748"
"81","6668","中揚光","44.6","+1.65","+3.84","10,978","08/27","+444","+754","+764","+796","+831","+754","+458","+438","-651","+220"
"82","3008","大立光","7065","+150","+2.17","4,837","08/27","+440","+559","+773","+792","+1,349","+1,716","+2,125","+2,869","+2,938","+2,455"
"83","6840","東研信超","98.4","+0.1","+0.1","713","08/27","+323","+745","+744","+792","+1,377","+2,261","+2,234","+2,044","","+2,533"
"84","6209","今國光","76.7","+0.2","+0.26","11,986","08/27","+122","+442","+426","+781","+393","-274","-2,749","-115","+6,683","-2,935"
"85","5351","鈺創","116","-0.5","-0.43","10,093","08/27","-74","+325","+457","+758","-534","-2,960","-4,527","-2,977","+2,173","-2,424"
"86","2845","遠東銀","13.4","-0.05","-0.37","21,642","08/27","+281","+603","+740","+742","+70","+553","-708","-4,249","-626","-2,038"
"87","00981B","第一金優選非投債","9.14","-0.03","-0.33","17,483","08/27","+143","+199","+307","+733","+2,614","-1,062","-2,853","-10,249","+1,057","-12,387"
"88","1586","和勤","18.05","0","0","121","08/27","+281","+598","+622","+725","+2,145","+2,738","+2,658","+5,279","+4,734","+3,270"
"89","2915","潤泰全","57.3","-1.3","-2.22","3,180","08/27","+122","+226","+439","+723","+980","+1,189","-1,022","-1,828","+2,696","-1,737"
"90","8150","南茂","90.5","+0.2","+0.22","22,269","08/27","+596","+367","+1,167","+723","+193","+2,356","-10,152","+4,273","+17,643","+6,418"
"91","6538","倉和","200","-22","-9.91","2,872","08/27","+261","+676","+597","+710","+1,309","+3,318","+7,308","+8,386","+8,204","+8,250"
"92","1409","新纖","24.3","-0.7","-2.8","19,584","08/27","+585","+665","+923","+699","-249","+1","+2,433","+11,876","+84","+9,685"
"93","2324","仁寶","39.7","-0.05","-0.13","43,593","08/27","+1,795","+1,011","+2,121","+698","+3,344","+1,357","+2,179","+23,109","+42,103","+23,818"
"94","4764","雙鍵","249.5","+21.5","+9.43","2,855","08/27","+48","+202","+281","+688","+96","-608","-3,002","+772","+4,364","-215"
"95","2611","志信","14.9","-0.2","-1.32","1,135","08/27","-60","-152","-126","+681","+928","+1,171","+1,063","+1,097","-111","+615"
"96","4906","正文","36.4","-0.8","-2.15","11,607","08/27","+433","+559","+547","+675","+168","-1,536","-10,889","+14,549","+14,658","+14,775"
"97","5321","美而快","85","0","0","734","08/27","+216","+281","+408","+671","+1,269","+1,423","+1,269","+1,593","+1,174","+1,610"
"98","2436","偉詮電","67.5","+0.1","+0.15","7,903","08/27","+364","+380","+567","+665","+844","+792","-694","+830","+3,263","+2,678"
"99","00400A","主動國泰動能高息","15","+0.19","+1.28","41,461","08/27","-926","-481","+31","+658","+144","-2,746","-6,987","","",""
"100","6226","光鼎","34","+3.05","+9.85","6,185","08/27","-467","-1,054","-162","+644","+1,687","+1,460","+4,203","+4,837","+4,837","+4,837"
"101","2641","正德","18","-0.2","-1.1","2,068","08/27","-26","-202","-93","+636","+613","+362","+911","+699","-528","-708"
"102","4416","三圓","14.05","-0.45","-3.1","1,082","08/27","+54","+97","+360","+627","+696","+677","+1,000","+573","+1,162","+1,036"
"103","3543","州巧","54.5","+4.9","+9.88","4,154","08/27","+9","+379","+421","+622","+199","+1,120","-1,246","-2,975","+717","+54"
"104","6257","矽格","219","+15","+7.35","13,535","08/27","+165","+346","+376","+617","+982","+1,406","+2,140","+534","+7,146","-1,799"
"105","2369","菱生","32.35","+0.9","+2.86","9,173","08/27","+201","+193","+373","+611","+239","-386","+747","-1,370","+7,393","+4,481"
"106","00952","凱基台灣AI50","18.23","+0.11","+0.61","2,261","08/27","+561","+561","+559","+604","+586","+1,385","+1,804","+1,854","+1,890","+1,885"
"107","6727","亞泰金屬","537","+17","+3.27","2,568","08/27","-14","+448","+523","+599","+1,102","+815","-260","+3,720","",""
"108","2816","旺旺保","38.9","-0.25","-0.64","2,529","08/27","-72","+78","+169","+592","+698","+704","+927","+897","+765","+879"
"109","009802","富邦旗艦50","19.54","+0.27","+1.4","2,719","08/27","+21","+36","+231","+588","+1,086","+958","-917","+1,730","-66","+1,616"
"110","6168","宏齊","28.85","-0.8","-2.7","4,631","08/27","-286","+115","+405","+580","+670","-264","-139","+2,688","+1,641","+2,665"
"111","2606","裕民","72.2","-2.1","-2.83","7,895","08/27","-1,371","-2,770","-550","+578","+816","+911","+673","-2,358","-4,027","-4,880"
"112","1312","國喬","14.15","-0.15","-1.05","212,554","08/27","+343","+409","+455","+558","+902","+4,967","+22,923","+23,857","+22,690","+25,205"
"113","7788","松川精密","327.5","+29.5","+9.9","3,600","08/27","+372","+560","+524","+557","+661","+758","+1,627","","",""
"114","3055","蔚華科","127.5","+3","+2.41","2,876","08/27","+358","+469","+513","+556","+678","+1,125","-1,109","+1,234","+680","+571"
"115","00918","大華優利高填息30","34.26","+0.14","+0.41","9,905","08/27","+208","+216","+33","+552","+514","+457","+2,938","+2,030","-1,258","+195"
