排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,00727B,國泰優選非投等債,39.16,0.07,0.18,119,08/31,,,,-100.0,,,,,-100.0,-100.0
2,6655,科定,116.0,0.0,0.0,3,08/31,,,,-100.0,-100.0,,,-100.0,-100.0,
3,00875,國泰網路資安,54.95,-0.8,-1.43,69,08/31,-60.0,-88.2,-88.2,-85.7,-69.2,100.0,-33.3,-33.3,-81.0,33.3
4,00932,兆豐永續高息等權,17.53,0.01,0.06,330,08/31,0.0,-74.3,-74.3,-74.3,-74.3,-73.6,90.0,-50.0,-89.2,-80.2
5,5604,中連,30.85,0.1,0.33,32,08/31,0.0,0.0,-66.7,-71.4,-77.8,-77.8,-84.0,-95.9,-96.5,-96.4
6,00989B,台新美國非投等債,10.02,-0.01,-0.1,3234,08/31,-1.32,7.14,-69.5,-69.0,-89.9,1150.0,2400.0,,,
7,00938,凱基優選30,25.4,0.24,0.95,1588,08/31,0.0,0.0,0.0,-63.6,-87.1,100.0,-90.7,-42.9,-87.5,-60.0
8,3045,台灣大,116.0,0.5,0.43,9272,08/31,-67.4,-59.8,-61.1,-61.4,-85.1,-74.6,-48.1,-75.3,-77.7,-66.0
9,006203,元大MSCI台灣,192.4,-2.9,-1.48,9,08/31,0.0,-60.0,-60.0,-60.0,,,,,,
10,00897,富邦基因免疫生技,13.04,-0.4,-2.98,1071,08/31,-37.1,-49.8,-49.5,-56.4,-7.36,3.42,655.0,175.0,84.1,-23.0
11,8450,霹靂,14.55,0.0,0.0,23,08/31,0.0,-53.2,-53.2,-53.2,-53.2,-53.2,-74.4,-89.0,-92.9,-93.4
12,00701,國泰股利精選30,38.72,0.42,1.1,1203,08/31,-15.0,-63.8,-57.5,-51.4,-43.3,13.3,-74.2,-84.1,-98.6,-94.5
13,009802,富邦旗艦50,19.35,-0.19,-0.97,3703,08/31,-55.1,-51.2,-50.7,-44.8,-33.1,4.13,-61.8,235.0,-52.4,148.0
14,00678,群益那斯達克生技,43.27,-1.18,-2.65,565,08/31,0.0,0.0,-44.4,-44.4,-54.5,-63.0,-9.09,-68.8,-60.0,-80.4
15,00850,元大臺灣ESG永續,91.0,-0.4,-0.44,434,08/31,-6.67,-30.0,-36.4,-44.0,-17.6,-6.67,100.0,55.6,-62.2,27.3
16,2880,華南金,41.35,1.1,2.73,48579,08/31,-36.4,-50.5,-53.0,-42.7,-44.4,94.0,6.53,226.0,62.1,178.0
17,00959B,大華投等美債15Y+,9.13,0.0,0.0,1238,08/31,0.0,0.0,0.0,-41.2,-29.4,13.5,-37.9,-58.8,-72.6,-68.8
18,2890,永豐金,41.1,1.3,3.27,62968,08/31,-30.3,-32.4,-35.7,-40.8,-13.2,-25.2,-52.1,-17.7,-76.4,-24.8
19,00907,永豐優息存股,17.26,0.15,0.88,1006,08/31,-28.5,-28.0,-38.9,-40.5,-5.04,-79.6,197.0,253.0,-64.7,140.0
20,4104,佳醫,71.2,0.2,0.28,106,08/31,-8.33,-9.59,-9.59,-37.7,-39.4,-18.5,-55.4,-44.5,-18.5,-32.0
21,00960,野村全球航運龍頭,20.87,0.11,0.53,586,08/31,1.51,-15.1,-92.3,-36.4,75.8,259.0,145.0,-53.4,-84.6,-68.1
22,6708,天擎,37.6,0.5,1.35,23,08/31,-18.8,-38.1,-35.0,-35.0,-31.6,-31.6,30.0,,,
23,6730,常廣,33.0,0.05,0.15,5,08/31,0.0,0.0,0.0,-33.3,-14.3,100.0,,,,
24,1414,東和,19.4,0.1,0.52,235,08/31,4.02,-12.8,-15.1,-32.4,-41.6,-21.0,-10.7,-43.6,-58.3,-30.8
25,4105,東洋,77.8,0.0,0.0,392,08/31,-0.33,-5.73,-32.0,-32.3,-32.3,-30.3,-26.8,-23.6,-44.4,-30.5
26,00894,中信小資高價30,46.52,-0.42,-0.89,852,08/31,-9.97,-28.7,-30.5,-32.2,-18.9,-55.8,-72.4,-14.2,65.2,95.0
27,2429,銘旺科,33.05,-0.2,-0.6,157,08/31,0.0,0.0,-32.1,-32.1,-32.1,-65.3,-95.2,-95.9,-98.1,-96.5
28,6024,群益期,63.5,1.8,2.92,568,08/31,10.8,1.09,0.54,-29.7,-19.9,-40.3,28.5,-21.6,180.0,20.1
29,2636,台驊控股,68.8,-0.1,-0.15,757,08/31,2.11,-3.49,-5.26,-27.9,23.4,27.1,7.8,-16.9,-24.1,-18.3
