排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,00980A,主動野村臺灣優選,23.73,0.42,1.8,08/06,0.25,0.32,2.36,5.55,8.09,8.09,8.09,8.09,8.09,,,8.09
2,6805,富世達,1760.0,160.0,10.0,08/06,0.59,2.12,2.39,2.39,2.9,0.92,-0.75,-5.06,-7.42,,,-9.2
3,8996,高力,1135.0,100.0,9.66,08/06,0.13,1.11,1.74,1.74,0.57,0.47,3.14,4.32,7.4,3.74,3.2,4.45
4,1815,富喬,86.8,2.9,3.46,08/06,0.08,1.14,1.41,1.51,1.14,1.1,1.17,-1.09,0.41,1.6,1.37,-1.23
5,6510,精測,2835.0,80.0,2.9,08/06,-0.08,0.18,0.47,1.31,0.07,-0.05,-5.54,-9.26,3.42,6.12,1.75,-5.22
6,2481,強茂,139.0,5.0,3.73,08/06,-0.04,-0.03,0.69,1.31,-1.76,-2.19,6.96,3.05,8.32,9.66,10.1,2.12
7,3653,健策,4450.0,110.0,2.53,08/06,0.11,0.45,0.92,1.29,2.14,2.52,1.66,2.66,0.95,-1.92,9.11,1.56
8,3665,貿聯-KY,2370.0,15.0,0.64,08/06,0.26,0.33,0.54,1.0,2.14,4.57,1.94,2.66,-1.53,12.1,13.8,-2.84
9,6274,台燿,1530.0,60.0,4.08,08/06,0.62,0.62,0.99,0.97,0.73,-0.3,3.46,-3.14,3.72,9.71,7.93,-4.59
10,1560,中砂,693.0,13.0,1.91,08/06,0.0,0.0,0.29,0.97,1.93,1.86,2.4,-0.62,-2.07,4.05,5.0,-1.1
11,3529,力旺,2660.0,30.0,1.14,08/06,0.02,0.04,0.12,0.88,1.07,0.56,-2.0,-0.09,0.64,-3.2,4.52,0.17
12,2313,華通,220.5,2.5,1.15,08/06,0.16,0.16,0.74,0.8,0.33,1.51,0.62,0.31,2.48,-0.13,3.3,2.29
13,3017,奇鋐,2940.0,210.0,7.69,08/06,0.23,0.36,0.5,0.77,1.1,1.33,2.79,3.31,0.64,-7.02,7.68,1.02
14,3231,緯創,189.5,-3.5,-1.81,08/06,0.0,0.18,0.36,0.75,1.39,0.88,4.18,4.14,1.16,-0.05,4.91,3.59
15,6831,邁科,656.0,59.0,9.88,08/06,0.01,0.02,0.22,0.75,0.28,-0.52,3.98,3.44,,,,3.02
16,8210,勤誠,1235.0,65.0,5.56,08/06,0.14,0.14,0.32,0.73,0.86,0.29,2.11,0.39,3.49,4.7,2.56,2.21
17,2337,旺宏,129.0,11.5,9.79,08/06,0.26,0.79,0.73,0.72,0.52,0.32,-0.7,-2.76,1.71,0.63,5.39,-0.73
18,4958,臻鼎-KY,482.0,-6.0,-1.23,08/06,0.25,0.28,0.28,0.7,0.35,0.92,2.83,4.49,3.7,1.93,5.39,4.13
19,3189,景碩,853.0,25.0,3.02,08/06,0.47,0.65,0.7,0.7,0.55,1.33,2.77,3.43,8.41,3.65,8.24,8.43
20,00709,富邦歐洲,41.26,-0.13,-0.31,08/06,0.0,0.49,0.49,0.69,1.89,3.53,3.53,3.53,3.53,3.53,,3.53
21,6669,緯穎,6265.0,90.0,1.46,08/06,-0.02,-0.08,0.19,0.67,1.53,2.04,3.97,5.76,4.63,3.33,,4.11
22,3008,大立光,4625.0,50.0,1.09,08/06,0.08,0.4,0.42,0.58,1.2,2.11,3.2,2.02,3.81,3.65,3.67,2.77
23,7734,印能科技,3390.0,-50.0,-1.45,08/06,0.0,-0.09,0.16,0.58,1.07,2.04,2.78,7.83,6.93,,,7.0
24,3037,欣興,973.0,4.0,0.41,08/06,0.02,0.13,0.49,0.54,0.82,1.69,2.55,5.6,8.71,7.46,11.6,8.11
25,2059,川湖,10100.0,630.0,6.65,08/06,0.0,0.08,0.33,0.52,0.84,1.46,2.03,4.0,0.07,3.55,7.96,0.74
26,5274,信驊,16750.0,730.0,4.56,08/06,0.15,0.2,0.26,0.45,0.82,1.32,-0.38,1.21,4.8,4.52,-1.51,2.3
27,2449,京元電子,249.0,2.0,0.81,08/06,-0.02,0.0,0.13,0.44,0.76,0.92,-6.91,-6.72,-3.49,-4.8,-9.01,-7.28
28,2351,順德,171.5,2.5,1.48,08/06,0.06,0.15,0.12,0.42,-0.38,-0.06,2.52,2.68,2.68,1.73,1.06,2.68
29,2455,全新,372.0,-16.0,-4.12,08/06,0.22,0.22,0.22,0.42,0.5,0.99,2.95,6.0,-5.21,-1.83,2.42,7.32
30,8039,台虹,216.0,-4.0,-1.82,08/06,0.08,0.09,0.38,0.41,-0.6,0.63,0.23,0.26,0.18,0.27,0.27,-0.04
31,2049,上銀,362.0,-3.0,-0.82,08/06,0.0,0.0,0.22,0.41,0.39,0.37,0.82,0.5,0.2,0.66,0.71,0.74
32,2486,一詮,229.0,10.5,4.81,08/06,0.0,0.09,0.36,0.36,0.62,0.83,-0.97,-0.36,0.95,0.71,0.85,0.95
33,8021,尖點,417.5,21.5,5.43,08/06,0.51,0.52,0.47,0.36,1.25,1.69,1.28,-1.29,3.52,-0.8,-0.9,2.44
34,3036,文曄,233.5,8.5,3.78,08/06,0.0,-0.05,0.12,0.36,0.39,-0.27,-6.46,-6.01,-5.57,0.52,2.16,-6.34
35,6223,旺矽,6300.0,55.0,0.88,08/06,0.0,0.03,0.28,0.32,0.58,1.26,3.1,3.72,7.8,17.9,15.3,2.46
36,6830,汎銓,425.0,20.5,5.07,08/06,0.0,0.21,0.21,0.31,0.68,0.13,0.0,2.11,0.57,0.35,,0.77
37,3023,信邦,323.0,5.0,1.57,08/06,0.1,0.14,0.19,0.29,0.2,0.51,4.04,1.72,4.53,9.7,7.6,1.08
38,2880,華南金,44.05,0.25,0.57,08/06,0.07,0.12,0.18,0.28,0.41,0.79,3.75,3.44,5.05,8.25,8.57,3.48
39,8271,宇瞻,247.0,20.0,8.81,08/06,0.09,0.09,0.16,0.27,0.27,0.38,0.68,0.56,0.57,0.57,0.41,0.62
40,6139,亞翔,836.0,36.0,4.5,08/06,-0.13,-0.13,-0.02,0.26,0.31,0.89,4.41,3.31,2.91,6.82,7.09,4.13
41,2344,華邦電,171.0,2.0,1.18,08/06,0.01,0.23,0.26,0.25,-0.33,-0.91,4.66,5.41,9.63,9.2,9.78,6.43
42,4749,新應材,823.0,29.0,3.65,08/06,0.11,0.18,0.19,0.25,0.23,0.33,-0.3,-2.77,-2.15,,,-1.87
43,2441,超豐,123.0,4.5,3.8,08/06,0.07,0.08,0.23,0.25,0.25,0.95,-2.08,-4.51,-1.86,1.88,-3.8,-4.56
44,6491,晶碩,379.0,0.0,0.0,08/06,0.21,0.13,0.22,0.22,0.22,0.19,0.42,0.44,0.44,0.35,,0.45
45,3105,穩懋,382.0,6.0,1.6,08/06,0.18,0.18,0.2,0.22,-0.08,-0.06,-1.89,2.82,4.26,3.85,-1.59,4.07
46,3081,聯亞,2375.0,215.0,9.95,08/06,0.22,0.19,0.19,0.21,2.14,1.74,-1.57,-0.11,4.11,12.5,11.4,2.11
47,7750,新代,2365.0,-95.0,-3.86,08/06,0.0,0.0,0.21,0.21,0.26,0.27,0.15,0.46,,,,0.38
48,5288,豐祥-KY,188.5,3.5,1.89,08/06,0.0,0.01,0.09,0.21,0.24,0.35,0.25,0.32,0.41,0.21,-5.42,0.42
49,2379,瑞昱,744.0,-7.0,-0.93,08/06,0.01,0.02,0.04,0.2,0.32,0.41,7.24,3.98,1.43,6.62,13.7,3.02
50,6469,大樹,70.2,-0.8,-1.13,08/06,0.0,0.08,0.08,0.2,0.2,0.2,0.2,0.2,0.04,0.03,-0.03,0.19
51,3022,威強電,100.5,2.9,2.97,08/06,0.19,0.19,0.19,0.19,0.19,0.19,0.06,-0.14,-0.1,-0.35,0.17,-0.12
