代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00696B,富邦美債20年,29.58,0.1,0.34,26W28,07/06,60,704785,44.6,107.0,0,0,0.0,0.0,-4,-17065,-19.0,-2.59,26,336115,45.5,51.1
00717,富邦美國特別股,14.97,0.06,0.4,26W28,07/06,54,26051,60.0,20.6,0,0,0.0,0.0,-1,-31,-18.9,-0.02,19,15703,75.5,12.4
00857B,永豐20年美公債,23.46,0.08,0.34,26W28,07/06,35,186906,43.9,34.3,0,0,0.0,0.0,-1,-79,-7.5,-0.01,35,198475,46.6,36.5
00931B,統一美債20年,13.73,0.04,0.29,26W28,07/06,25,329777,53.6,15.6,0,0,0.0,0.0,-1,-2600,-55.4,-0.12,25,378844,61.6,17.9
00984B,大華優利美A債15,16.55,0.06,0.36,26W28,07/06,17,103725,42.2,77.4,0,0,0.0,0.0,6,11258,23.9,8.41,10,59935,58.2,44.7
00740B,富邦全球投等債,39.29,0.15,0.38,26W28,07/06,15,88464,46.0,4.1,0,0,0.0,0.0,-19,-121852,-38.9,-5.65,2,932,5.41,0.04
00772B,中信高評級公司債,34.19,0.12,0.35,26W28,07/06,15,115774,51.0,3.4,0,0,0.0,0.0,-1,-269,-12.3,-0.01,46,251350,41.4,7.39
00773B,中信優先金融債,36.53,0.14,0.38,26W28,07/06,15,28786,34.4,1.13,0,0,0.0,0.0,-4,-2286,-11.5,-0.09,36,50467,24.0,1.98
00862B,中信投資級公司債,32.16,0.13,0.41,26W28,07/06,15,9016,27.0,1.02,0,0,0.0,0.0,1,4,0.64,0.0,29,5071,8.01,0.57
00948B,中信優息投資級債,9.63,0.03,0.31,26W28,07/06,15,458939,55.8,11.4,0,0,0.0,0.0,-1,-1284,-26.4,-0.03,50,1802005,58.0,44.9
00950B,凱基A級公司債,14.27,0.05,0.35,26W28,07/06,15,223075,47.9,5.57,0,0,0.0,0.0,-2,-18102,-49.0,-0.45,1,839,12.0,0.02
00959B,大華投等美債15Y+,9.51,0.01,0.11,26W28,07/06,15,60663,44.3,11.7,0,0,0.0,0.0,1,76,6.56,0.01,10,57438,61.1,11.1
00966B,統一ESG投等債15+,14.16,0.06,0.43,26W28,07/06,15,20784,27.5,17.4,0,0,0.0,0.0,1,305,33.0,0.25,1,397,42.9,0.33
00770,國泰北美科技,67.45,0.1,0.15,26W28,07/06,14,7571,20.4,9.53,0,0,0.0,0.0,4,1178,23.9,1.48,4,1450,29.5,1.83
00900,富邦特選高股息30,19.5,-0.01,-0.05,26W28,07/06,14,217469,26.4,13.1,0,0,0.0,0.0,14,307066,37.2,18.5,14,533034,64.6,32.2
00795B,中信美國公債20年,27.35,0.11,0.4,26W28,07/06,12,152861,36.2,9.56,0,0,0.0,0.0,2,6217,16.3,0.39,16,221673,37.0,13.9
00933B,國泰10Y+金融債,16.31,0.05,0.31,26W28,07/06,12,182767,28.5,2.82,0,0,0.0,0.0,-1,-661,-9.22,-0.01,15,346981,45.1,5.35
00983B,大華優利美公債20,15.84,0.05,0.32,26W28,07/06,12,1820,10.0,6.04,0,0,0.0,0.0,1,118,50.4,0.39,1,148,63.2,0.49
00853B,統一美債10年Aa-A,28.07,0.11,0.39,26W28,07/06,11,2830,5.09,1.55,0,0,0.0,0.0,2,170,2.57,0.09,41,28279,12.3,15.5
00731,復華富時高息低波,88.4,0.25,0.28,26W28,07/06,10,3576,9.64,16.2,0,0,0.0,0.0,11,2320,5.76,10.5,74,49191,17.9,223.0
00949,復華日本龍頭,21.09,0.1,0.48,26W28,07/06,10,7730,13.9,4.33,0,0,0.0,0.0,17,26969,29.1,15.1,18,34872,33.8,19.5
2030,彰源,19.2,-0.05,-0.26,26W28,07/06,10,11737,12.6,4.18,0,0,0.0,0.0,-3,-23,-0.11,-0.01,10,11782,12.7,4.2
3066,李洲,29.15,2.65,10.0,26W28,07/06,10,2636,6.15,3.17,0,0,0.0,0.0,-2,-19,-0.16,-0.02,10,2647,6.18,3.19
4130,健亞,28.35,0.55,1.98,26W28,07/06,10,1476,18.8,1.07,0,0,0.0,0.0,-2,-19,-0.97,-0.01,10,1465,18.7,1.06
00734B,台新JPM新興債,16.1,0.0,0.0,26W28,07/06,9,914,4.4,3.52,0,0,0.0,0.0,0,0,0.0,0.0,20,1376,5.22,5.3
1268,漢來美食,171.5,1.0,0.59,26W28,07/06,9,109,4.1,0.26,0,0,0.0,0.0,0,0,0.0,0.0,9,109,4.1,0.26
