排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1,2923,鼎固-KY,市,34.45,1.25,3.77,316,07/27,20,0,16,36,1732.0,99.5,＋・＋
2,8482,商億-KY,市,48.4,-1.45,-2.91,8,07/27,6,0,1,7,98.6,91.8,＋・＋
3,8455,大拓-KY,櫃,27.0,-0.3,-1.1,1,07/27,-1,0,0,-1,22.2,87.9,－・・
4,6230,尼得科超眾,市,114.5,0.0,0.0,26,07/27,2,0,2,4,75.1,87.0,＋・＋
5,6890,來億-KY,市,175.5,3.0,1.74,570,07/27,179,0,5,184,215.0,86.2,＋・＋
6,4560,強信-KY,市,31.65,0.25,0.8,177,07/27,20,0,1,21,57.3,84.2,＋・＋
7,2762,世界健身-KY,市,87.5,2.0,2.34,169,07/27,61,0,1,62,93.0,82.6,＋・＋
8,1590,亞德客-KY,市,1440.0,15.0,1.05,592,07/27,34,1,3,38,161.0,80.7,＋＋＋
9,1341,富林-KY,市,58.7,-0.4,-0.68,1,07/27,1,0,0,1,42.3,79.9,＋・・
10,6415,矽力*-KY,市,449.0,-18.5,-3.96,3353,07/27,773,-3,-120,651,310.0,79.6,＋－－
11,006203,元大MSCI台灣,市,183.8,-0.05,-0.03,45,07/27,5,0,-25,-20,8.01,78.4,＋・－
12,6965,中傑-KY,市,78.5,1.3,1.68,16,07/27,13,0,0,13,121.0,77.3,＋・・
13,3711,日月光投控,市,608.0,-5.0,-0.82,16184,07/27,-605,163,131,-312,3444.0,77.0,－＋＋
14,5276,達輝-KY,櫃,18.5,-0.7,-3.65,10,07/27,0,0,0,0,30.4,77.0,・・・
15,6629,泰金-KY,櫃,105.5,-1.0,-0.94,4,07/27,-1,0,0,-1,29.4,76.7,－・・
16,6924,榮惠-KY創,市,102.0,-1.0,-0.97,6,07/27,0,0,-2,-2,15.6,75.8,・・－
17,6666,羅麗芬-KY,市,44.9,1.05,2.39,14,07/27,1,0,-1,0,35.7,75.3,＋・－
18,2239,英利-KY,市,20.0,-0.1,-0.5,34,07/27,1,0,2,3,88.5,75.2,＋・＋
19,8291,尚茂,櫃,43.9,3.95,9.89,92,07/27,0,0,0,0,12.9,74.0,・・・
20,8499,鼎炫-KY,市,261.0,-3.0,-1.14,42,07/27,-16,0,1,-15,29.7,72.0,－・＋
21,4148,全宇生技-KY,市,31.7,0.55,1.77,30,07/27,17,0,1,18,47.9,71.3,＋・＋
22,8488,吉源-KY,市,10.3,0.05,0.49,15,07/27,14,0,0,14,51.2,69.7,＋・・
