排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
1,00657,國泰日經225,80.7,-3.4,-4.04,26W26,06/26,15.8,1.16,15.8,1.16,15.8,15.8
2,3374,精材,279.5,-22.0,-7.3,26W26,06/26,59.2,8.86,57.7,9.52,57.1,9.88
3,6672,騰輝電子-KY,292.0,2.5,0.86,26W26,06/26,32.9,8.94,27.7,8.02,25.5,9.28
4,2426,鼎元,77.6,-7.5,-8.81,26W26,06/26,49.2,8.14,48.0,8.61,46.5,9.16
5,00875,國泰網路資安,46.4,-0.21,-0.45,26W26,06/26,8.5,1.27,8.5,1.27,8.5,8.5
6,6213,聯茂,346.5,7.0,2.06,26W26,06/26,63.5,7.52,60.9,7.52,59.1,8.0
7,00982T,平衡兆豐台美動能,15.6,-0.45,-2.8,26W26,06/26,30.7,2.13,26.6,2.13,21.7,7.28
8,00938,凱基優選30,24.14,-0.46,-1.87,26W26,06/26,38.7,5.59,37.9,4.79,37.9,6.88
9,00709,富邦歐洲,39.1,0.08,0.21,26W26,06/26,21.2,-2.9,6.81,0.68,6.81,6.81
10,2369,菱生,40.95,-2.45,-5.65,26W26,06/26,40.2,5.65,39.1,5.75,38.1,6.19
11,3521,台鋼建設,12.05,0.0,0.0,26W26,06/26,80.8,5.29,78.1,6.0,78.1,6.0
12,6271,同欣電,255.0,-16.5,-6.08,26W26,06/26,52.4,4.72,47.8,4.06,46.9,5.44
13,00984B,大華優利美A債15,16.71,0.03,0.18,26W26,06/26,37.2,4.36,33.9,4.69,32.7,5.36
14,00799B,國泰A級醫療債,30.31,0.04,0.13,26W26,06/26,20.0,2.73,20.0,5.32,16.1,5.32
15,8054,安國,124.0,-6.0,-4.62,26W26,06/26,37.2,7.52,35.4,7.63,32.8,5.08
16,2449,京元電子,308.0,-26.5,-7.92,26W26,06/26,63.9,5.5,61.8,5.65,60.1,5.08
17,2363,矽統,68.6,-7.5,-9.86,26W26,06/26,39.7,4.57,38.4,5.15,37.0,4.94
18,8110,華東,57.0,-6.2,-9.81,26W26,06/26,54.9,3.87,54.2,4.43,53.9,4.82
19,00918,大華優利高填息30,31.15,-1.33,-4.09,26W26,06/26,12.9,4.57,12.2,4.61,12.0,4.74
20,00994A,主動第一金台股優,17.2,-0.82,-4.55,26W26,06/26,15.6,4.26,15.1,4.25,13.6,4.26
21,5464,霖宏,100.0,-7.5,-6.98,26W26,06/26,71.3,0.05,67.2,1.75,61.8,4.14
22,4551,智伸科,225.0,-24.5,-9.82,26W26,06/26,80.4,2.87,79.9,3.46,78.3,4.11
23,8261,富鼎,244.0,-11.5,-4.5,26W26,06/26,51.4,4.31,48.4,1.83,46.2,4.05
24,00859B,群益0-1年美債,40.83,0.02,0.05,26W26,06/26,22.4,1.52,22.4,4.05,22.4,4.05
25,2425,承啟,39.45,-2.9,-6.85,26W26,06/26,48.9,2.98,44.3,3.05,43.3,3.99
26,6695,芯鼎,60.3,-4.4,-6.8,26W26,06/26,51.6,5.45,48.2,3.96,45.7,3.89
27,00928,中信上櫃ESG30,36.33,-2.37,-6.12,26W26,06/26,32.5,1.06,32.5,1.06,32.5,3.87
28,00983B,大華優利美公債20,16.09,0.04,0.25,26W26,06/26,55.6,5.66,53.6,3.65,50.4,3.68
29,6270,倍微,42.75,0.25,0.59,26W26,06/26,43.2,2.29,41.4,2.37,40.1,3.58
30,6226,光鼎,18.25,1.65,9.94,26W26,06/26,26.0,3.05,23.5,3.8,21.0,3.58
31,3035,智原,206.5,-22.5,-9.83,26W26,06/26,30.6,2.74,28.8,3.18,27.1,3.45
32,6168,宏齊,30.25,-2.55,-7.77,26W26,06/26,47.3,4.18,46.7,3.87,46.3,3.44
33,2436,偉詮電,70.8,-5.1,-6.72,26W26,06/26,25.3,1.97,23.2,3.41,21.8,3.44
34,3264,欣銓,214.5,-13.5,-5.92,26W26,06/26,68.5,1.92,65.8,2.63,64.7,3.44
35,00989A,主動摩根美國科技,17.77,-0.38,-2.09,26W26,06/26,19.5,1.19,18.6,2.2,17.5,3.42
36,00988B,玉山嚴選非投債,19.86,-0.01,-0.05,26W26,06/26,15.1,0.23,15.1,0.23,10.9,3.41
37,2481,強茂,175.0,-17.0,-8.85,26W26,06/26,64.5,1.96,62.2,1.95,60.8,3.33
38,3715,定穎投控,168.5,-8.5,-4.8,26W26,06/26,35.5,3.68,32.1,2.89,31.1,3.24
39,0055,元大MSCI金融,42.18,-0.53,-1.24,26W26,06/26,41.2,3.01,38.2,3.21,38.2,3.21
40,1815,富喬,96.7,-10.3,-9.63,26W26,06/26,36.1,3.42,35.5,3.52,33.6,3.2
41,3707,漢磊,81.6,-4.2,-4.9,26W26,06/26,51.6,2.51,50.9,2.3,50.2,3.2
42,4526,東台,38.85,-1.9,-4.66,26W26,06/26,49.9,3.06,47.3,3.17,44.8,3.18
43,2340,台亞,36.45,-2.75,-7.02,26W26,06/26,38.6,2.32,37.2,2.74,36.0,3.16
44,2726,雅茗-KY,9.56,-0.12,-1.24,26W26,06/26,59.3,0.89,55.0,0.89,52.4,3.1
45,7402,邑錡,99.2,-0.7,-0.7,26W26,06/26,32.3,0.35,30.1,0.35,30.1,3.1
46,5011,久陽,25.7,-0.25,-0.96,26W26,06/26,45.6,2.72,39.9,1.24,37.2,3.04
47,2610,華航,23.2,-1.0,-4.13,26W26,06/26,71.1,2.78,70.3,2.88,69.6,3.03
48,00980T,平衡凱基美國TOP,11.0,-0.24,-2.14,26W26,06/26,40.6,1.23,40.6,3.02,39.4,3.02
49,8996,高力,1370.0,-90.0,-6.16,26W26,06/26,41.9,-3.18,38.3,-1.05,34.6,3.01
50,8476,台境*,23.8,0.1,0.42,26W26,06/26,66.6,1.8,63.7,2.98,61.5,2.96
51,3450,聯鈞,530.0,-56.0,-9.56,26W26,06/26,44.2,3.35,40.3,2.94,37.8,2.87
52,00963,中信全球高股息,12.49,0.0,0.0,26W26,06/26,28.9,-0.5,28.2,1.91,25.2,2.86
53,6223,旺矽,6500.0,-405.0,-5.87,26W26,06/26,44.9,0.76,42.8,0.77,39.3,2.81
54,6127,九豪,91.4,-2.2,-2.35,26W26,06/26,26.5,4.74,24.0,2.87,23.1,2.79
55,3224,三顧,37.05,-0.75,-1.98,26W26,06/26,68.2,-0.44,64.6,0.41,63.6,2.77
56,1727,中華化,88.0,-5.6,-5.98,26W26,06/26,55.2,1.95,53.2,1.52,52.5,2.77
57,6104,創惟,96.5,-6.0,-5.85,26W26,06/26,17.4,0.49,14.4,-0.23,12.5,2.7
58,6715,嘉基,455.0,-25.0,-5.21,26W26,06/26,75.4,1.25,73.5,1.25,69.8,2.69
59,8105,凌巨,22.65,-2.5,-9.94,26W26,06/26,61.8,3.1,61.0,3.08,60.2,2.69
60,6257,矽格,224.0,-14.0,-5.88,26W26,06/26,47.9,3.29,44.2,3.26,42.1,2.67
61,4541,晟田,47.5,-0.55,-1.14,26W26,06/26,35.7,2.47,32.6,2.47,31.2,2.54
62,00736,國泰新興市場,30.8,-0.4,-1.28,26W26,06/26,42.3,-7.8,42.3,2.54,42.3,2.54
63,4923,力士,55.0,-4.5,-7.56,26W26,06/26,29.8,2.33,26.2,2.43,23.6,2.5
64,2401,凌陽,31.65,-3.25,-9.31,26W26,06/26,41.0,1.77,39.4,1.84,38.0,2.48
65,8021,尖點,535.0,-22.0,-3.95,26W26,06/26,44.0,1.08,40.4,2.39,37.4,2.32
66,3016,嘉晶,124.5,-9.0,-6.74,26W26,06/26,75.2,1.74,74.5,1.69,73.2,2.27
67,3207,耀勝,64.0,-3.3,-4.9,26W26,06/26,33.7,3.16,26.2,2.36,21.9,2.22
68,00404A,主動聯博動能50,9.75,-0.42,-4.13,26W26,06/26,12.5,2.13,12.5,2.13,11.9,2.18
69,00637L,元大滬深300正2,21.1,-1.05,-4.74,26W26,06/26,50.9,2.11,46.4,2.11,41.9,2.16
70,00681R,元大美債20反1,20.66,-0.01,-0.05,26W26,06/26,91.8,0.58,82.4,-8.77,82.4,2.16
71,00943,兆豐電子高息等權,21.63,-1.17,-5.13,26W26,06/26,34.4,0.06,32.7,0.13,32.7,2.15
72,00989B,台新美國非投等債,10.16,0.01,0.1,26W26,06/26,50.2,2.01,48.9,2.01,45.4,2.01
73,2472,立隆電,376.0,-21.0,-5.29,26W26,06/26,54.8,2.45,52.0,2.55,48.6,2.0
74,00958B,永豐ESG銀行債15+,9.47,0.01,0.11,26W26,06/26,18.5,1.38,18.0,1.99,16.6,1.98
75,8071,能率網通,29.85,-0.95,-3.08,26W26,06/26,32.3,3.24,28.7,1.98,27.2,1.98
76,3526,凡甲,304.0,-7.5,-2.41,26W26,06/26,44.1,-0.72,38.7,-0.78,36.1,1.93
77,3533,嘉澤,2105.0,-120.0,-5.39,26W26,06/26,57.0,-0.07,54.6,1.06,45.9,1.93
78,8438,昶昕,92.7,-1.9,-2.01,26W26,06/26,81.4,1.72,79.1,1.72,71.5,1.86
79,3236,千如,67.5,-2.6,-3.71,26W26,06/26,33.9,2.43,32.5,1.04,30.9,1.84
80,3588,通嘉,71.6,-0.4,-0.56,26W26,06/26,26.4,-0.68,21.7,-0.88,20.2,1.81
