證券代號,證券名稱,交易別,成交價,成交股數,成交金額
2303,聯電,配對交易,112.50,"250,000","28,125,000"
2317,鴻海,配對交易,234.75,"83,000","19,484,250"
2330,台積電,配對交易,"2,420.00","40,000","96,800,000"
2330,台積電,配對交易,"2,283.75","40,000","91,350,000"
2330,台積電,配對交易,"2,221.64","24,110","53,563,740"
2330,台積電,配對交易,"2,221.63","369,325","820,503,500"
2330,台積電,配對交易,"2,221.61","334,675","743,517,327"
2330,台積電,配對交易,"2,221.60","22,890","50,852,424"
2330,台積電,配對交易,"2,205.05","159,000","350,602,950"
2330,台積電,配對交易,"2,205.04","1,248,000","2,751,889,920"
2330,台積電,配對交易,"2,205.00","1,868,000","4,118,940,000"
2330,台積電,配對交易,"2,177.20","10,000","21,772,000"
2360,致茂,配對交易,"1,997.50","18,000","35,955,000"
2379,瑞昱,配對交易,722.50,"27,000","19,507,500"
2382,廣達,配對交易,309.50,"1,000,000","309,500,000"
2382,廣達,配對交易,281.42,"331,000","93,150,020"
2382,廣達,配對交易,281.41,"294,000","82,734,540"
2383,台光電,配對交易,"4,117.50","44,000","181,170,000"
2383,台光電,配對交易,"4,000.00","98,000","392,000,000"
2383,台光電,配對交易,"3,957.50","90,000","356,175,000"
2449,京元電子,配對交易,207.90,"100,000","20,790,000"
2449,京元電子,配對交易,207.88,"90,000","18,709,200"
2454,聯發科,配對交易,"3,260.78","37,000","120,648,860"
3036,文曄,配對交易,183.50,"4,679,000","858,596,500"
3711,日月光投控,配對交易,508.30,"135,500","68,874,650"
3711,日月光投控,配對交易,508.13,"101,500","51,575,195"
6415,矽力*-KY,配對交易,376.84,"57,200","21,555,248"
6415,矽力*-KY,配對交易,376.83,"72,800","27,433,224"
6669,緯穎,配對交易,"4,904.88","4,900","24,033,912"
6669,緯穎,配對交易,"4,904.84","5,100","25,014,684"
總計,,,,"11,634,000","11,854,824,644"
