排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
1,00410A,主動永豐科技趨勢,10.57,-0.31,-2.85,26W31,07/31,19.4,,18.9,,15.0,
2,00702,國泰標普低波高息,25.23,-0.02,-0.08,26W31,07/31,37.5,2.41,28.2,12.9,15.3,0.0
3,00660,元大歐洲50,47.47,0.17,0.36,26W31,07/31,12.9,0.04,12.9,0.04,0.0,0.0
4,00980A,主動野村臺灣優選,23.57,-0.16,-0.67,26W31,07/31,15.4,0.14,14.7,0.11,14.3,-0.15
5,5351,鈺創,104.0,1.0,0.97,26W31,07/31,29.0,-3.51,25.8,-4.37,23.0,-5.21
6,00913,兆豐台灣晶圓製造,46.35,-0.86,-1.82,26W31,07/31,8.72,-2.79,7.28,1.68,5.53,1.72
7,00991A,主動復華未來50,16.86,-0.3,-1.75,26W31,07/31,17.6,0.29,16.6,0.31,15.6,0.3
8,4533,協易機,24.6,-0.3,-1.2,26W31,07/31,27.6,0.04,25.0,0.47,23.8,-0.14
9,009807,台新標普科技精選,17.05,0.0,0.0,26W31,07/31,44.3,1.68,44.3,6.2,31.4,0.33
10,3605,宏致,107.5,-0.5,-0.46,26W31,07/31,52.3,-1.34,49.6,-2.89,48.1,-2.47
11,00405A,主動富邦台灣龍耀,8.02,-0.23,-2.79,26W31,07/31,13.3,-1.19,11.5,-1.21,10.1,-1.08
12,00989A,主動摩根美國科技,17.14,0.11,0.65,26W31,07/31,18.5,0.45,17.5,0.46,16.4,-0.68
13,3006,晶豪科,256.5,-1.5,-0.58,26W31,07/31,47.3,-3.12,43.4,-3.48,41.3,-3.19
14,00981A,主動統一台股增長,28.03,-0.81,-2.81,26W31,07/31,17.8,0.14,16.7,0.15,15.7,0.24
15,00956,中信日經高股息,13.4,0.17,1.28,26W31,07/31,20.9,0.85,20.9,2.83,12.6,0.25
16,00911,兆豐洲際半導體,54.25,0.2,0.37,26W31,07/31,12.9,5.37,10.5,5.19,7.23,1.88
17,8271,宇瞻,235.5,-11.5,-4.66,26W31,07/31,39.5,-0.01,37.5,-0.51,36.7,-0.54
18,00947,台新臺灣IC設計,35.14,-0.36,-1.01,26W31,07/31,20.2,-0.24,18.1,-0.26,17.2,0.03
19,00663L,國泰臺灣加權正2,96.6,-0.35,-0.36,26W31,07/31,19.6,-1.49,18.9,-1.31,17.8,-1.25
20,00757,統一FANG+,139.65,-0.5,-0.36,26W31,07/31,29.6,0.05,28.7,0.07,28.4,0.07
21,2464,盟立,173.5,-4.5,-2.53,26W31,07/31,36.5,-0.48,34.6,0.33,33.4,-0.92
22,8421,旭源,15.3,0.85,5.88,26W31,07/31,63.1,-0.07,58.2,-1.23,54.6,-4.88
23,009818,華南永昌NASDAQxT,20.37,0.05,0.25,26W31,07/31,5.94,-1.95,4.42,-3.47,4.42,-1.71
24,6206,飛捷,144.0,-0.5,-0.35,26W31,07/31,47.7,-0.37,46.0,0.1,43.3,-0.62
25,00685L,群益臺灣加權正2,11.01,-0.04,-0.36,26W31,07/31,23.6,-1.98,20.0,-1.98,17.7,-1.98
26,6491,晶碩,373.0,4.0,1.08,26W31,07/31,57.9,-0.92,55.4,-0.81,51.9,-1.86
27,009809,富邦淨零ESG50,17.15,-0.12,-0.69,26W31,07/31,32.4,1.57,28.2,1.91,25.2,1.74
28,00408A,主動第一金優股息,10.09,-0.16,-1.56,26W31,07/31,22.8,-3.13,21.6,-3.5,16.4,-2.36
29,00992A,主動群益科技創新,16.63,-0.3,-1.77,26W31,07/31,13.9,-0.7,12.9,-0.78,11.7,-0.74
30,3489,森寶,26.0,0.1,0.39,26W31,07/31,72.4,1.37,69.4,-0.12,66.6,0.0
31,006206,元大上證50,38.6,0.48,1.26,26W31,07/31,20.5,0.48,20.5,3.37,11.0,-0.01
32,00733,富邦臺灣中小,63.2,-1.45,-2.24,26W31,07/31,12.5,-0.61,12.5,0.38,11.1,-0.99
33,00654R,富邦印度反1,6.58,-0.02,-0.3,26W31,07/31,40.5,2.25,36.9,-1.4,32.1,-1.4
34,00852L,國泰美國道瓊正2,36.6,-0.96,-2.56,26W31,07/31,59.6,1.11,59.6,1.11,48.0,0.95
35,00400A,主動國泰動能高息,13.74,-0.15,-1.08,26W31,07/31,13.0,-0.01,11.9,0.03,10.8,0.02
36,00996A,主動兆豐台灣豐收,13.27,-0.21,-1.56,26W31,07/31,12.1,-2.49,10.8,-2.26,9.62,-2.23
37,00964,中信亞太高股息,14.05,-0.05,-0.35,26W31,07/31,17.2,-2.44,14.5,-1.36,10.7,-2.54
38,3260,威剛,416.0,-5.0,-1.19,26W31,07/31,28.2,0.56,26.2,0.09,24.1,-1.03
