排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2002,中鋼,18.85,-0.1,-0.53,08/03,-1282,-8846,-11550,-49342,-77268,-72814,17837.0,-160412.0,59842.0,-116382.0
2,2344,華邦電,143.0,13.0,10.0,08/03,-3487,-32200,-34066,-44584,-41219,-22204,-15390.0,137512.0,64127.0,126908.0
3,2409,友達,23.9,-0.3,-1.24,08/03,5376,-31643,-29977,-38735,-56497,-55280,-57748.0,20932.0,538108.0,465362.0
4,5876,上海商銀,44.65,-0.8,-1.76,08/03,-2341,-10435,-34829,-37592,-43286,-23631,44671.0,93786.0,95926.0,96348.0
5,00981A,主動統一台股增長,27.11,0.98,3.75,08/03,-18357,-38680,-26046,-34350,-124089,24027,-36832.0,82573.0,166759.0,129028.0
6,2303,聯電,118.0,-3.0,-2.48,08/03,-8226,-14439,-15010,-25355,-51752,-71946,-513349.0,-371028.0,-924067.0,-516383.0
7,2618,長榮航,43.7,0.4,0.92,08/03,-2680,-4511,-4648,-23639,-46276,-126881,-130237.0,-26345.0,-65660.0,-129783.0
8,4904,遠傳,103.5,-1.5,-1.43,08/03,-1238,-1339,-1883,-21558,-30001,-14684,27917.0,29220.0,24753.0,28472.0
9,00929,復華台灣科技優息,27.57,0.1,0.36,08/03,-12903,-13539,-13539,-20256,-40844,5168,2500.0,15245.0,25299.0,16005.0
10,00992A,主動群益科技創新,15.59,0.77,5.2,08/03,48,3127,3095,-16908,-18651,1818,-10834.0,27524.0,,29914.0
11,1101,台泥,23.8,-0.5,-2.06,08/03,2704,-15219,-17075,-15787,-12896,31772,254841.0,450907.0,508670.0,478988.0
12,2356,英業達,63.9,2.1,3.4,08/03,334,-591,-9024,-14125,-30743,19112,-28065.0,-57438.0,3678.0,-38666.0
13,4938,和碩,86.6,2.2,2.61,08/03,-165,-287,-553,-13993,-35280,-51517,52813.0,64311.0,82314.0,45324.0
14,2891,中信金,64.8,-0.1,-0.15,08/03,3180,2960,5271,-12525,-44974,-55555,-110440.0,152608.0,21327.0,93044.0
15,00403A,主動統一升級50,9.39,0.14,1.51,08/03,-56334,-55670,-55500,-12040,-74971,139142,,,,
16,2412,中華電,139.0,-0.5,-0.36,08/03,-64,-10,334,-11517,-30747,-9235,22660.0,25221.0,37860.0,30947.0
17,2603,長榮,207.5,3.5,1.72,08/03,-733,-1540,-3204,-11028,-33992,-55612,-48635.0,-49925.0,-16826.0,-58610.0
18,3045,台灣大,112.0,-0.5,-0.44,08/03,95,77,281,-10829,-24133,-32572,-30914.0,-52615.0,8220.0,-41249.0
19,2324,仁寶,36.35,0.35,0.97,08/03,-914,-5981,-1569,-9536,-25925,-33153,-327651.0,-261404.0,57122.0,-203409.0
20,00830,國泰費城半導體,82.6,-1.4,-1.67,08/03,-9683,-10810,-9348,-8614,-18761,-14910,-20597.0,-11298.0,1297.0,226.0
21,2615,萬海,86.1,1.4,1.65,08/03,44,-723,-2236,-7437,-16324,-21413,-35777.0,-39637.0,-45284.0,-24530.0
