排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,00785B,富邦金融投等債,35.08,0.06,0.17,07/20,-1.95,15.3,9.92,99.2,99.2,98.6,96.8,95.3,91.8,90.7,,94.6
2,00756B,群益投等新興公債,31.88,0.09,0.28,07/20,99.3,98.6,97.9,96.8,93.4,98.6,94.9,89.2,90.0,69.5,,91.9
3,00780B,國泰A級金融債,37.87,0.13,0.34,07/20,66.9,99.4,99.1,96.2,92.9,88.7,75.2,78.2,78.6,59.4,,77.0
4,00870B,元大15年EM主權債,28.7,0.03,0.1,07/20,0.0,0.0,98.4,95.4,21.0,2.13,6.93,97.5,95.5,75.9,,97.3
5,910322,康師傅-DR,23.9,0.45,1.92,07/20,93.0,89.1,88.5,90.5,83.6,34.0,-15.8,-4.6,-3.44,-0.61,-0.31,3.79
6,00836B,永豐10年A公司債,28.84,0.0,0.0,07/20,95.5,48.6,79.2,81.8,-38.3,2.19,-5.87,7.82,83.4,82.8,,83.3
7,00717,富邦美國特別股,14.86,0.09,0.61,07/20,83.0,66.6,67.1,74.5,67.0,55.9,77.1,68.1,62.0,45.5,,67.6
8,5324,士開,12.0,0.0,0.0,07/20,66.6,69.7,60.2,64.8,64.6,62.2,34.9,19.2,11.1,1.48,0.63,17.1
9,00867B,台新A-BBB電信債,31.09,0.0,0.0,07/20,0.0,0.0,84.7,63.1,-1.49,-7.11,-3.85,-0.35,61.5,74.9,,-0.08
10,00864B,中信美國公債0-1,47.22,0.13,0.28,07/20,50.7,65.1,58.0,62.1,35.7,33.4,8.89,8.36,9.49,4.22,,8.39
11,1463,強盛新,18.0,0.35,1.98,07/20,84.9,85.9,80.2,58.1,39.0,22.0,27.8,34.6,10.6,7.04,1.56,35.2
12,00689R,國泰20年美債反1,22.49,0.05,0.22,07/20,90.9,94.2,94.5,56.4,62.5,40.8,24.4,18.0,11.0,3.12,,17.5
13,1235,興泰,37.4,0.65,1.77,07/20,67.5,62.5,51.2,54.8,15.0,11.0,6.35,4.81,0.53,1.44,0.15,4.57
14,9926,新海,50.8,0.0,0.0,07/20,8.55,51.3,48.1,54.5,41.0,21.2,8.53,2.59,1.83,0.92,0.62,2.67
15,2608,嘉里大榮,29.35,-0.05,-0.17,07/20,54.0,57.9,54.0,54.1,31.8,27.8,-6.34,-11.2,-11.0,-3.79,-1.51,-11.4
16,2008,高興昌,31.3,0.25,0.81,07/20,43.3,56.3,49.6,53.9,26.9,23.8,9.61,4.27,1.63,0.56,0.09,4.42
17,00857B,永豐20年美公債,23.33,0.04,0.17,07/20,66.8,63.2,59.0,52.7,47.7,55.4,50.4,46.3,35.2,11.0,,47.7
18,8482,商億-KY,48.75,0.95,1.99,07/20,57.6,41.2,44.0,52.4,46.0,32.6,17.4,9.94,3.2,0.23,,8.9
19,9937,全國,55.9,0.9,1.64,07/20,61.4,47.2,38.4,50.6,42.8,35.3,19.8,9.21,1.89,0.89,0.26,8.71
20,5906,台南-KY,38.0,0.0,0.0,07/20,100.0,67.3,27.3,50.4,2.87,5.36,5.63,3.32,0.82,-1.07,0.07,3.43
21,5007,三星,56.5,1.0,1.8,07/20,24.2,22.5,21.1,50.2,45.3,33.6,8.68,4.09,0.85,0.64,-1.09,3.67
22,6183,關貿,90.4,-1.0,-1.09,07/20,42.4,29.3,26.6,49.3,39.6,25.6,8.86,4.83,0.52,1.16,0.23,4.41
23,1443,立益物流,26.65,-0.4,-1.48,07/20,67.3,38.4,41.2,48.7,37.2,22.1,5.78,5.83,1.94,0.83,0.01,5.9
24,00898,國泰基因免疫革命,9.36,0.14,1.52,07/20,72.9,59.0,50.6,48.3,34.4,39.2,42.2,42.2,38.2,34.2,,41.8
25,1402,遠東新,27.3,-0.4,-1.44,07/20,8.15,36.4,43.8,47.5,4.62,-9.3,-7.15,-8.22,-6.33,-0.9,-0.81,-7.22
26,2015,豐興,63.7,0.0,0.0,07/20,5.05,13.6,29.9,46.5,41.6,11.6,13.3,7.85,7.8,2.59,-0.8,7.62
27,2105,正新,33.2,-0.4,-1.19,07/20,34.0,46.9,51.1,46.4,44.2,31.5,-10.5,-3.15,-4.41,-3.44,-1.43,-2.19
28,2524,京城,36.95,-0.25,-0.67,07/20,56.4,44.4,39.0,46.0,33.8,18.1,6.9,5.67,-1.78,-0.12,-0.87,5.02
29,2867,三商壽,9.23,0.25,2.78,07/20,22.2,46.2,47.1,45.5,43.5,23.0,25.7,28.8,22.7,9.07,4.42,27.8
30,2618,長榮航,41.2,0.0,0.0,07/20,35.7,39.8,37.1,45.5,44.2,22.5,3.42,5.58,2.71,-0.38,0.17,6.02
31,2923,鼎固-KY,36.25,0.45,1.26,07/20,49.2,49.0,38.1,45.4,43.2,38.1,23.3,16.9,7.23,4.57,4.49,16.8
32,8415,大國鋼,36.15,0.35,0.98,07/20,30.5,32.1,28.9,45.3,38.0,17.6,15.1,12.0,7.19,2.16,,11.0
33,5522,遠雄,67.1,-1.0,-1.47,07/20,70.5,60.8,57.4,45.0,33.5,-2.9,-1.2,-1.87,2.2,-1.13,-2.84,0.0
34,2603,長榮,196.0,-2.0,-1.01,07/20,11.5,39.5,40.0,44.5,28.4,17.4,1.67,5.3,-0.16,0.32,-0.05,4.98
35,8426,紅木-KY,20.3,0.15,0.74,07/20,39.0,47.5,47.6,44.0,30.8,13.8,5.42,2.64,0.8,0.17,0.04,2.68
36,3045,台灣大,112.0,1.0,0.9,07/20,25.6,40.0,47.7,43.8,26.2,5.21,5.84,10.4,-1.77,0.71,-5.05,9.56
37,2908,特力,22.0,0.05,0.23,07/20,39.0,53.7,52.8,42.9,31.7,28.3,10.8,6.81,4.53,-1.32,-3.56,4.6
