單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"11,405,300,339","7,865,150,499","3,540,149,840"
自營商(避險),"35,764,319,743","37,899,166,667","-2,134,846,924"
投信,"22,323,334,935","40,069,997,036","-17,746,662,101"
外資及陸資(不含外資自營商),"368,116,052,597","322,668,767,571","45,447,285,026"
外資自營商,0,0,0
合計,"437,609,007,614","408,503,081,773","29,105,925,841"
