排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,4979,華星光,610.0,-7.0,-1.13,08/28,0.0,2.26,2.8,4.19,5.55,10.8,9.16,4.75,14.9,18.0,20.3,13.1
2,6805,富世達,2345.0,120.0,5.39,08/28,0.85,1.83,2.85,3.16,6.2,13.0,13.5,5.2,2.72,,,1.38
3,3211,順達,400.0,2.5,0.63,08/28,0.0,2.06,4.03,2.44,-0.12,5.99,8.6,0.76,-8.98,18.3,18.3,-4.49
4,5425,台半,96.3,1.1,1.16,08/28,0.25,1.99,2.39,2.4,2.98,3.1,3.08,1.48,3.24,0.33,-1.11,3.46
5,1815,富喬,125.5,9.0,7.73,08/28,0.2,0.27,1.18,2.32,3.61,6.17,5.9,3.05,4.63,6.35,4.48,3.52
6,8996,高力,1265.0,-45.0,-3.44,08/28,0.03,0.85,0.9,2.05,3.26,8.74,8.58,11.0,10.9,10.7,10.6,11.4
7,3105,穩懋,439.0,-6.5,-1.46,08/28,0.65,0.96,1.99,2.0,2.22,3.02,0.53,5.71,7.13,6.85,2.22,6.9
8,3081,聯亞,3305.0,-65.0,-1.93,08/28,0.0,0.9,1.8,1.84,3.27,4.7,2.48,4.34,9.02,17.2,16.3,6.57
9,6187,萬潤,1365.0,-65.0,-4.55,08/28,0.42,0.81,1.52,1.63,2.13,3.04,3.64,11.3,8.72,9.06,4.57,11.4
10,6278,台表科,201.5,-4.5,-2.18,08/28,0.0,1.18,1.37,1.54,1.48,1.17,-2.65,-4.93,-11.2,10.5,10.8,-8.41
11,6727,亞泰金屬,537.0,17.0,3.27,08/28,0.67,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,,1.42
12,3491,昇達科,1510.0,85.0,5.96,08/28,0.37,0.86,1.07,1.39,1.56,1.84,0.23,1.27,-0.2,6.1,4.62,0.37
13,3406,玉晶光,917.0,83.0,9.95,08/28,1.19,1.17,1.28,1.28,3.69,3.79,2.75,0.74,1.69,5.24,6.68,-0.83
14,3324,雙鴻,1140.0,80.0,7.55,08/28,0.49,0.49,0.6,1.24,1.24,1.24,1.27,-0.95,-0.86,-6.06,-15.4,-1.16
15,8039,台虹,343.5,-9.0,-2.55,08/28,-0.26,0.47,0.64,1.23,1.26,1.43,1.7,1.48,1.55,1.56,1.56,1.25
16,3374,精材,386.0,35.0,9.97,08/28,1.23,1.23,1.23,1.23,1.42,1.45,0.78,0.68,1.41,-1.28,-0.28,1.53
17,009814,富邦標普500,11.37,-0.02,-0.18,08/28,0.0,1.16,1.16,1.16,2.23,3.4,6.87,6.87,,,,6.87
