排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
1,00852L,國泰美國道瓊正2,32.92,0.93,2.91,26W24,06/12,59.3,4.21,59.3,4.21,59.3,13.4
2,00985B,群益ESG投等債0-5,10.19,0.01,0.1,26W24,06/12,51.6,11.5,49.3,12.2,47.2,13.0
3,00899,FT潔淨能源,26.7,0.41,1.56,26W24,06/12,12.8,-0.92,12.8,6.86,12.8,12.8
4,00983A,主動中信ARK創新,11.35,0.31,2.81,26W24,06/12,27.5,9.11,25.1,8.86,24.1,9.73
5,00968B,元大優息投等債,9.35,0.05,0.54,26W24,06/12,62.4,7.17,61.8,7.27,60.2,7.55
6,00714,群益道瓊美國地產,21.84,-0.12,-0.55,26W24,06/12,36.1,2.33,18.8,-1.05,18.8,6.74
7,00735,國泰臺韓科技,109.8,5.25,5.02,26W24,06/12,14.3,6.21,12.9,7.22,12.1,6.44
8,5328,華容,42.35,-0.85,-1.97,26W24,06/12,45.4,6.77,43.9,6.88,42.8,6.39
9,6409,旭隼,930.0,84.0,9.93,26W24,06/12,56.1,3.48,49.9,5.18,45.8,6.19
10,6695,芯鼎,50.3,0.75,1.51,26W24,06/12,46.0,6.29,43.5,5.83,41.8,6.0
11,00782B,國泰A級公用債,30.68,0.21,0.69,26W24,06/12,20.3,1.33,17.0,1.33,11.8,5.59
12,2413,環科,61.2,3.7,6.43,26W24,06/12,61.1,6.21,59.0,6.23,56.1,5.45
13,00686R,群益臺灣加權反1,1.05,-0.02,-1.87,26W24,06/12,54.1,2.85,48.5,3.48,43.5,5.21
14,00731,復華富時高息低波,85.5,0.0,0.0,26W24,06/12,23.7,-0.64,23.7,5.57,19.8,5.12
15,00663L,國泰臺灣加權正2,101.45,4.8,4.97,26W24,06/12,21.6,1.38,21.2,3.42,19.4,4.66
