代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
2618,長榮航,43.25,-0.55,-1.26,08/06,22,516404,44.2,9.56,-4,-5645,-3.64,-0.1,-4,-3738,-2.41,-0.07,24,464993,37.3,8.61
3034,聯詠,543.0,-7.0,-1.27,08/06,19,27688,26.1,4.55,-4,-1000,-5.39,-0.16,-5,-158,-0.6,-0.03,-1,-117,-3.92,-0.02
00717,富邦美國特別股,14.99,-0.08,-0.53,08/06,18,2716,69.9,2.23,0,0,0.0,0.0,-1,-19,-21.5,-0.02,8,1854,85.4,1.52
1402,遠東新,27.0,0.3,1.12,08/06,18,155454,41.7,2.9,2,128,0.31,0.0,-5,-1931,-2.1,-0.04,3,20455,37.1,0.38
1476,儒鴻,364.5,9.5,2.68,08/06,16,5412,18.2,1.97,-1,-13,-0.63,0.0,1,251,12.0,0.09,11,3095,16.2,1.13
00653L,富邦印度正2,48.92,0.01,0.02,08/06,15,524,12.8,3.91,0,0,0.0,0.0,2,124,47.6,0.93,5,1046,65.9,7.81
7792,安葆,217.0,13.5,6.63,08/06,15,839,27.1,1.8,0,0,0.0,0.0,5,12,0.95,0.03,15,840,27.1,1.8
8467,波力-KY,97.9,-0.6,-0.61,08/06,15,88,33.2,0.18,0,0,0.0,0.0,-1,-1,-4.95,0.0,3,18,43.0,0.04
5201,凱衛,26.65,0.05,0.19,08/06,13,154,30.8,0.4,0,0,0.0,0.0,0,0,0.0,0.0,13,154,30.8,0.4
009819,中信數據及電力,10.3,-0.12,-1.15,08/06,12,29457,36.8,4.48,0,0,0.0,0.0,7,19797,35.5,3.01,14,58014,65.8,8.82
8426,紅木-KY,21.45,-0.05,-0.23,08/06,12,275,44.7,0.55,0,0,0.0,0.0,0,0,0.0,0.0,12,275,44.7,0.55
00740B,富邦全球投等債,38.34,-0.03,-0.08,08/06,11,3900,27.3,0.18,0,0,0.0,0.0,-1,-192,-56.2,-0.01,-1,-94,-27.5,0.0
2867,三商壽,9.77,0.0,0.0,08/06,11,75210,29.6,1.27,0,0,0.0,0.0,-4,-2416,-3.57,-0.04,11,82247,32.4,1.39
00916,國泰全球品牌50,27.35,-0.16,-0.58,08/06,10,3447,34.7,2.99,0,0,0.0,0.0,31,25161,47.1,21.8,31,33834,63.4,29.3
00965,元大航太防衛科技,26.72,0.08,0.3,08/06,10,6940,26.7,1.59,-1,-200,-4.46,-0.05,6,8068,41.0,1.85,8,14167,61.8,3.25
1524,耿鼎,27.0,0.6,2.27,08/06,10,794,16.9,0.48,0,0,0.0,0.0,-1,-1,-0.12,0.0,10,793,16.9,0.48
3293,鈊象,784.0,7.0,0.9,08/06,10,6958,40.0,2.47,1,22,1.61,0.01,2,24,0.91,0.01,10,6855,39.4,2.43
3558,神準,129.0,1.0,0.78,08/06,10,232,21.7,0.39,0,0,0.0,0.0,-1,-1,-2.4,0.0,10,225,21.0,0.38
3611,鼎翰,186.5,0.0,0.0,08/06,10,116,26.1,0.24,0,0,0.0,0.0,0,0,0.0,0.0,9,82,21.8,0.17
5278,尚凡*,24.65,0.25,1.02,08/06,10,535,42.3,0.18,0,0,0.0,0.0,1,0,0.26,0.0,10,535,42.3,0.18
6150,撼訊,57.4,-1.3,-2.21,08/06,10,308,14.0,0.64,0,0,0.0,0.0,-1,0,-0.13,0.0,9,306,14.9,0.63
6763,綠界科技*,42.5,0.3,0.71,08/06,10,679,23.4,0.37,0,0,0.0,0.0,2,8,1.72,0.0,2,119,26.5,0.06
00752,中信中國50,24.0,-0.37,-1.52,08/06,9,6030,16.4,2.34,0,0,0.0,0.0,10,16645,44.0,6.45,10,20565,54.4,7.96
00858,永豐美國500大,36.5,-0.17,-0.46,08/06,9,496,11.2,0.42,0,0,0.0,0.0,5,511,25.2,0.44,5,863,42.6,0.74
1522,堤維西,29.75,1.55,5.5,08/06,9,1281,28.3,0.41,0,0,0.0,0.0,-1,-5,-0.42,0.0,9,1230,27.1,0.39
1752,南光,31.9,0.35,1.11,08/06,9,45,8.9,0.04,0,0,0.0,0.0,0,0,0.0,0.0,2,3,2.77,0.0
1786,科妍,49.65,-0.35,-0.7,08/06,9,362,24.3,0.48,0,0,0.0,0.0,-1,-3,-3.73,0.0,9,333,22.4,0.45
