排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 月份,非獨 董監 持股 (萬張),非獨 董監 增減 張數,非獨 董監 持股 (%),非獨 董監 質押 (萬張),非獨 董監 質押 (%),獨立 董監 持股 (萬張),獨立 董監 增減 張數,獨立 董監 持股 (%),獨立 董監 質押 (萬張),獨立 董監 質押 (%),全體 董監 持股 (萬張),全體 董監 增減 張數,全體 董監 持股 (%),全體 董監 質押 (萬張),全體 董監 質押 (%)
301,1708,東鹼,48.5,-0.9,-1.82,26M08,2.96,0.0,11.9,0.58,19.8,0.0,0.0,0.0,0.0,0.0,2.96,0.0,11.9,0.58,19.8
302,3066,李洲,23.2,-0.7,-2.93,26M08,2.09,0.0,25.1,0.42,19.9,0.02,0.0,0.22,0.0,0.0,2.11,0.0,25.3,0.42,19.7
303,3406,玉晶光,1060.0,-10.0,-0.93,26M08,0.86,0.0,7.65,0.17,19.7,0.0,0.0,0.0,0.0,0.0,0.86,0.0,7.66,0.17,19.7
304,2613,中櫃,22.25,0.05,0.23,26M08,5.1,0.0,34.3,1.0,19.6,0.0,0.0,0.0,0.0,0.0,5.1,0.0,34.3,1.0,19.6
305,6411,晶焱,77.1,-1.1,-1.41,26M08,1.41,0.0,14.2,0.28,19.5,0.0,0.0,0.03,0.0,0.0,1.42,0.0,14.2,0.28,19.5
306,2436,偉詮電,67.1,-1.1,-1.61,26M08,1.2,0.0,6.01,0.23,19.5,0.01,0.0,0.03,0.0,0.0,1.21,0.0,6.05,0.23,19.4
307,6771,平和環保-創,41.75,0.05,0.12,26M08,0.42,0.0,13.4,0.08,19.2,0.0,0.0,0.0,0.0,0.0,0.42,0.0,13.4,0.08,19.2
308,5381,光譜,22.8,-0.9,-3.8,26M08,8.78,0.0,42.3,1.68,19.1,0.0,0.0,0.0,0.0,0.0,8.78,0.0,42.3,1.68,19.1
309,2233,宇隆,160.5,-3.5,-2.13,26M08,2.0,0.0,33.2,0.38,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,33.2,0.38,19.0
310,1414,東和,17.3,-0.4,-2.26,26M08,3.65,59.0,18.4,0.69,18.8,0.0,0.0,0.0,0.0,0.0,3.65,59.0,18.4,0.69,18.8
311,3018,隆銘綠能,11.05,0.05,0.45,26M08,1.43,0.0,19.0,0.27,18.9,0.01,0.0,0.08,0.0,0.0,1.44,0.0,19.0,0.27,18.8
312,8415,大國鋼,35.55,-0.8,-2.2,26M08,59.9,5.0,58.1,11.1,18.6,0.0,0.0,0.0,0.0,0.0,59.9,5.0,58.1,11.1,18.6
313,1466,聚隆,14.8,-0.2,-1.33,26M08,2.69,0.0,24.2,0.5,18.4,0.0,0.0,0.0,0.0,0.0,2.69,0.0,24.2,0.5,18.4
314,9951,皇田,49.0,-0.3,-0.61,26M08,1.08,0.0,14.8,0.2,18.4,0.0,0.0,0.0,0.0,0.0,1.08,0.0,14.8,0.2,18.4
315,5301,寶得利,5.37,0.02,0.37,26M08,0.21,0.0,3.21,0.04,19.9,0.02,0.0,0.26,0.0,0.0,0.23,0.0,3.47,0.04,18.4
316,5607,遠雄港,53.0,0.7,1.34,26M08,6.59,0.0,17.8,1.2,18.2,0.0,0.0,0.0,0.0,0.0,6.59,0.0,17.8,1.2,18.2
317,8401,白紗科,22.65,0.0,0.0,26M08,1.03,0.0,14.6,0.29,18.2,0.0,0.0,0.0,0.0,0.0,1.03,0.0,14.6,0.29,18.2
318,6277,宏正,76.3,-1.3,-1.68,26M08,1.39,0.0,11.7,0.25,18.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,11.7,0.25,18.0
319,3147,大綜,221.0,-2.5,-1.12,26M08,1.01,0.0,23.2,0.18,17.8,0.0,0.0,0.0,0.0,0.0,1.01,0.0,23.2,0.18,17.8
320,1626,艾美特-KY,9.65,-0.02,-0.21,26M08,1.15,0.0,7.7,0.2,17.3,0.0,0.0,0.0,0.0,0.0,1.15,0.0,7.7,0.2,17.3
321,3580,友威科,83.2,-3.0,-3.48,26M08,0.36,0.0,9.24,0.06,17.3,0.0,0.0,0.0,0.0,0.0,0.36,0.0,9.24,0.06,17.3
322,4526,東台,30.3,-1.1,-3.5,26M08,3.63,0.0,14.3,0.62,17.1,0.0,0.0,0.0,0.0,0.0,3.63,0.0,14.3,0.62,17.1
323,5398,慕康生醫,14.25,0.05,0.35,26M08,0.77,0.0,15.5,0.13,16.9,0.0,0.0,0.0,0.0,0.0,0.77,0.0,15.5,0.13,16.9
324,6113,亞矽,21.8,-0.6,-2.68,26M08,1.48,0.0,28.2,0.25,16.8,0.0,0.0,0.03,0.0,0.0,1.48,0.0,28.3,0.25,16.8
325,8462,柏文,159.5,-5.0,-3.04,26M08,2.85,0.0,35.5,0.48,16.8,0.0,0.0,0.0,0.0,0.0,2.85,0.0,35.5,0.48,16.8
326,4139,馬光-KY,41.0,0.0,0.0,26M08,0.25,0.0,5.44,0.04,16.8,0.0,0.0,0.0,0.0,0.0,0.25,0.0,5.44,0.04,16.8
327,6464,台數科,76.5,-1.2,-1.54,26M08,1.04,10.0,7.73,0.17,16.6,0.0,0.0,0.0,0.0,0.0,1.04,10.0,7.73,0.17,16.6
328,6606,建德工業,25.7,-0.1,-0.39,26M08,2.39,0.0,21.7,0.4,16.7,0.02,0.0,0.16,0.0,0.0,2.41,0.0,21.9,0.4,16.6
329,2312,金寶,30.45,-0.7,-2.25,26M08,13.3,-1000.0,8.83,2.2,16.6,0.0,0.0,0.0,0.0,0.0,13.3,-1000.0,8.83,2.2,16.6
330,2820,華票,17.4,0.35,2.05,26M08,46.0,0.0,34.2,7.6,16.5,0.0,0.0,0.0,0.0,0.0,46.0,0.0,34.2,7.6,16.5
331,5312,寶島科,89.8,-0.7,-0.77,26M08,1.6,0.0,26.7,0.26,16.5,0.0,0.0,0.0,0.0,0.0,1.6,0.0,26.7,0.26,16.5
332,3645,達邁,68.5,-2.1,-2.97,26M08,2.05,0.0,15.0,0.34,16.4,0.0,0.0,0.0,0.0,0.0,2.05,0.0,15.0,0.34,16.4
333,5871,中租-KY,111.5,-1.0,-0.89,26M08,7.75,1520.0,4.44,1.26,16.2,0.0,0.0,0.0,0.0,0.0,7.75,1520.0,4.44,1.26,16.2
334,5457,宣德,25.8,-0.9,-3.37,26M08,5.23,-8000.0,26.6,0.85,16.2,0.01,0.0,0.05,0.0,0.0,5.24,-8000.0,26.7,0.85,16.2
335,3015,全漢,51.6,-0.4,-0.77,26M08,5.11,0.0,27.3,0.83,16.2,0.0,0.0,0.0,0.0,0.0,5.11,0.0,27.3,0.83,16.2
336,6246,臺龍,12.75,-0.3,-2.3,26M08,0.88,0.0,23.4,0.14,16.1,0.0,0.0,0.0,0.0,0.0,0.88,0.0,23.4,0.14,16.1
337,8034,榮群,19.75,-0.2,-1.0,26M08,0.56,0.0,9.87,0.09,16.1,0.0,0.0,0.0,0.0,0.0,0.56,0.0,9.87,0.09,16.1
338,4916,事欣科,94.3,-0.4,-0.42,26M08,1.39,0.0,12.6,0.22,15.8,0.0,0.0,0.0,0.0,0.0,1.39,0.0,12.6,0.22,15.8
339,6679,鈺太,194.5,-1.5,-0.77,26M08,1.65,0.0,30.0,0.26,15.8,0.0,0.0,0.0,0.0,0.0,1.65,0.0,30.0,0.26,15.8
340,2013,中鋼構,41.45,-0.4,-0.96,26M08,9.0,0.0,45.0,1.42,15.7,0.0,0.0,0.0,0.0,0.0,9.0,0.0,45.0,1.42,15.7
341,2606,裕民,76.5,-1.9,-2.42,26M08,34.3,0.0,40.6,5.4,15.7,0.0,0.0,0.0,0.0,0.0,34.3,0.0,40.6,5.4,15.7
342,2231,為升,89.3,-0.5,-0.56,26M08,3.76,0.0,27.6,0.59,15.7,0.0,0.0,0.01,0.0,0.0,3.76,0.0,27.6,0.59,15.7
343,6190,萬泰科,66.8,-1.3,-1.91,26M08,1.59,10.0,8.54,0.25,15.7,0.0,0.0,0.01,0.0,0.0,1.59,10.0,8.55,0.25,15.7
344,6869,雲豹能源,63.5,0.0,0.0,26M08,0.32,0.0,2.32,0.05,15.6,0.0,0.0,0.0,0.0,0.0,0.32,0.0,2.32,0.05,15.6
345,7703,銳澤,200.0,-4.5,-2.2,26M08,1.8,0.0,51.9,0.28,15.6,0.0,0.0,0.0,0.0,0.0,1.8,0.0,51.9,0.28,15.6
346,2734,易飛網,14.55,-0.05,-0.34,26M08,1.55,0.0,27.0,0.24,15.4,0.0,0.0,0.0,0.0,0.0,1.55,0.0,27.0,0.24,15.4
347,4720,德淵,18.25,-0.2,-1.08,26M08,2.33,0.0,20.4,0.36,15.5,0.03,0.0,0.28,0.0,0.0,2.36,0.0,20.6,0.36,15.3
348,6462,神盾,96.2,-2.7,-2.73,26M08,0.91,0.0,10.0,0.14,15.3,0.0,0.0,0.0,0.0,0.0,0.91,0.0,10.0,0.14,15.3
349,6508,惠光,25.1,-0.1,-0.4,26M08,2.62,0.0,30.3,0.4,15.3,0.0,0.0,0.0,0.0,0.0,2.62,0.0,30.3,0.4,15.3
