排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
1201,8424,惠普,68.8,0.0,0.0,26W36,09/04,44.3,0.0,49.3,0.0,50.7,0.0
1202,8410,森田,30.4,-0.1,-0.33,26W36,09/04,47.0,0.0,49.3,0.0,50.7,0.0
1203,3372,典範,14.7,0.1,0.68,26W36,09/04,48.8,0.0,49.2,0.0,50.8,0.0
1204,5483,中美晶,183.5,7.5,4.26,26W36,09/04,46.7,-0.42,49.2,0.41,50.8,-0.41
1205,4924,欣厚-KY,11.95,1.05,9.63,26W36,09/04,44.0,2.49,49.2,0.0,50.8,0.0
1206,6861,睿生光電,183.0,4.5,2.52,26W36,09/04,49.0,0.22,49.0,0.22,51.0,-0.22
1207,6895,宏碩系統,156.5,3.5,2.29,26W36,09/04,49.0,0.13,49.0,0.13,51.0,-0.13
1208,4915,致伸,60.8,1.2,2.01,26W36,09/04,45.6,0.04,48.9,0.21,51.1,-0.21
1209,2916,滿心,40.05,0.05,0.12,26W36,09/04,43.4,-0.02,48.9,-0.02,51.1,0.02
1210,8171,天宇,19.55,0.25,1.3,26W36,09/04,46.5,0.81,48.9,0.04,51.1,-0.04
1211,6823,濾能,60.3,0.8,1.34,26W36,09/04,48.9,0.16,48.9,0.16,51.1,-0.16
1212,3511,矽瑪,19.7,0.05,0.25,26W36,09/04,46.7,-1.01,48.9,0.0,51.1,0.0
1213,5519,隆大,27.35,0.1,0.37,26W36,09/04,47.0,-0.37,48.8,0.0,51.2,0.0
1214,1727,中華化,94.7,5.5,6.17,26W36,09/04,46.0,-0.72,48.8,-0.79,51.2,0.79
1215,6278,台表科,200.0,8.5,4.44,26W36,09/04,44.1,0.29,48.8,0.53,51.2,-0.53
1216,3447,展達,28.95,0.7,2.48,26W36,09/04,46.6,0.0,48.8,0.0,51.2,0.0
1217,2745,五福,87.2,0.2,0.23,26W36,09/04,48.7,0.0,48.7,0.0,51.3,0.0
1218,7760,享溫馨,33.2,0.0,0.0,26W36,09/04,47.4,-0.33,48.7,-1.59,51.3,1.59
1219,2364,倫飛,67.4,1.4,2.12,26W36,09/04,48.6,1.69,48.6,0.0,51.4,0.0
1220,5432,新門,155.0,2.0,1.31,26W36,09/04,48.6,0.0,48.6,0.0,51.4,0.0
1221,4138,曜亞,53.1,0.4,0.76,26W36,09/04,48.6,0.0,48.6,0.0,51.4,0.0
1222,6668,中揚光,42.6,0.0,0.0,26W36,09/04,48.6,1.0,48.6,0.08,51.4,-0.08
1223,3030,德律,284.0,-9.5,-3.24,26W36,09/04,46.7,-0.03,48.6,0.72,51.4,-0.72
1224,3416,融程電,172.5,7.5,4.55,26W36,09/04,46.3,0.25,48.5,0.25,51.5,-0.25
1225,6142,友勁,8.81,0.16,1.85,26W36,09/04,46.7,0.2,48.5,-0.01,51.5,0.01
1226,3583,辛耘,711.0,-31.0,-4.18,26W36,09/04,47.3,0.9,48.5,0.9,51.5,-0.9
1227,00852L,國泰美國道瓊正2,36.01,0.85,2.42,26W36,09/04,36.9,-0.08,48.5,-0.07,51.5,0.07
1228,1101,台泥,24.6,0.15,0.61,26W36,09/04,47.5,0.87,48.4,0.85,51.6,-0.85
1229,1342,八貫,102.5,0.5,0.49,26W36,09/04,47.4,0.0,48.4,0.0,51.6,0.0
1230,3443,創意,5810.0,10.0,0.17,26W36,09/04,45.8,-0.12,48.4,0.51,51.6,-0.51
1231,2073,雄順,26.6,0.0,0.0,26W36,09/04,37.7,0.0,48.4,0.0,51.6,0.0
1232,5285,界霖,87.3,1.0,1.16,26W36,09/04,42.9,-0.77,48.4,0.21,51.6,-0.21
1233,00795B,中信美國公債20年,25.9,0.02,0.08,26W36,09/04,47.4,-0.32,48.3,-0.32,51.7,0.32
1234,3630,新鉅科,28.4,1.35,4.99,26W36,09/04,47.9,-0.14,48.3,-0.57,51.7,0.57
1235,3285,微端,41.0,0.0,0.0,26W36,09/04,43.7,0.0,48.3,0.0,51.7,0.0
1236,6118,建達,15.2,0.05,0.33,26W36,09/04,46.4,0.0,48.3,0.0,51.7,0.0
1237,4123,晟德,30.15,-0.4,-1.31,26W36,09/04,46.6,0.1,48.3,-0.01,51.7,0.01
1238,3498,陽程,194.0,2.0,1.04,26W36,09/04,46.9,-0.98,48.3,-0.94,51.7,0.95
1239,1731,美吾華,20.95,0.05,0.24,26W36,09/04,46.1,0.0,48.2,0.0,51.8,0.0
1240,2428,興勤,260.0,15.5,6.34,26W36,09/04,45.5,-0.61,48.2,0.02,51.8,-0.02
1241,00937B,群益ESG投等債20+,14.3,0.02,0.14,26W36,09/04,46.4,-0.07,48.2,-0.07,51.8,0.07
1242,4107,邦特,113.0,0.0,0.0,26W36,09/04,46.7,0.01,48.2,0.01,51.8,-0.01
1243,8926,台汽電,57.5,0.9,1.59,26W36,09/04,47.0,0.03,48.1,0.03,51.9,-0.03
1244,6767,台微醫,25.5,0.0,0.0,26W36,09/04,48.1,0.0,48.1,0.0,51.9,0.0
1245,00651R,復華香港反1,5.11,-0.1,-1.92,26W36,09/04,42.8,-0.69,48.1,-0.64,51.9,0.64
1246,3311,閎暉,31.95,0.2,0.63,26W36,09/04,46.3,-0.99,48.0,-1.16,52.0,1.16
1247,4523,永彰,23.7,-0.1,-0.42,26W36,09/04,45.3,0.0,48.0,0.0,52.0,0.0
1248,1815,富喬,118.5,-1.5,-1.25,26W36,09/04,46.9,-6.21,48.0,-6.88,52.0,6.88
1249,6491,晶碩,385.0,4.5,1.18,26W36,09/04,44.6,0.31,48.0,0.32,52.0,-0.32
1250,6531,愛普*,911.0,-1.0,-0.11,26W36,09/04,45.2,0.63,47.9,1.75,52.1,-1.75
1251,1533,車王電,30.95,-0.45,-1.43,26W36,09/04,45.2,0.0,47.9,0.0,52.1,0.0
1252,4558,寶緯,17.4,0.1,0.58,26W36,09/04,45.9,0.06,47.9,0.06,52.1,-0.06
1253,6208,日揚,74.2,-2.3,-3.01,26W36,09/04,43.1,-0.12,47.8,-0.12,52.2,0.12
1254,6113,亞矽,23.15,0.25,1.09,26W36,09/04,47.8,0.0,47.8,0.0,52.2,0.0
1255,3010,華立,129.0,1.5,1.18,26W36,09/04,45.4,0.09,47.8,-0.27,52.2,0.27
1256,4561,健椿,43.5,0.8,1.87,26W36,09/04,43.7,0.0,47.8,0.0,52.2,0.0
1257,6203,海韻電,60.7,0.4,0.66,26W36,09/04,47.8,0.0,47.8,0.0,52.2,0.0
1258,5209,新鼎,154.5,0.5,0.32,26W36,09/04,47.8,0.55,47.8,0.55,52.2,-0.55
1259,4433,興采,18.7,-0.1,-0.53,26W36,09/04,46.3,0.0,47.8,0.0,52.2,0.0
1260,7740,熙特爾-創,132.0,3.0,2.33,26W36,09/04,44.2,0.0,47.7,-1.59,52.3,1.59
1261,00682U,期元大美元指數,20.41,-0.1,-0.49,26W36,09/04,22.1,0.05,47.7,0.1,52.3,-0.1
1262,4995,晶達,50.1,-0.3,-0.6,26W36,09/04,41.8,-0.19,47.7,-0.19,52.3,0.19
1263,00926,凱基全球菁英55,26.59,0.32,1.22,26W36,09/04,46.9,-0.9,47.7,-1.08,52.3,1.08
1264,6945,圓祥生技,95.6,-1.8,-1.85,26W36,09/04,42.3,0.02,47.7,0.01,52.3,-0.01
1265,1604,聲寶,23.5,0.05,0.21,26W36,09/04,46.4,0.02,47.7,0.03,52.3,-0.03
1266,5521,工信,10.6,0.05,0.47,26W36,09/04,46.2,0.18,47.7,0.38,52.3,-0.38
1267,1590,亞德客-KY,1395.0,20.0,1.45,26W36,09/04,43.6,0.03,47.6,0.07,52.4,-0.07
1268,4569,六方科-KY,180.0,7.5,4.35,26W36,09/04,44.7,0.0,47.6,0.0,52.4,0.0
1269,5340,建榮,79.2,0.1,0.13,26W36,09/04,46.7,1.16,47.6,0.29,52.4,-0.29
1270,1215,卜蜂,110.5,0.5,0.45,26W36,09/04,46.4,0.92,47.6,1.22,52.4,-1.22
1271,6195,詩肯,27.75,-0.1,-0.36,26W36,09/04,47.6,0.0,47.6,0.0,52.4,0.0
1272,1522,堤維西,26.95,0.0,0.0,26W36,09/04,45.6,-0.04,47.6,-0.04,52.4,0.04
1273,4306,炎洲,15.25,0.0,0.0,26W36,09/04,46.6,-0.16,47.5,-0.17,52.5,0.17
