排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,00836B,永豐10年A公司債,28.17,-0.05,-0.18,08/14,99.1,95.9,94.8,90.1,38.0,31.6,38.5,27.9,4.2,2.39,,3.45
2,6641,基士德-KY,17.9,0.1,0.56,08/14,0.0,93.0,91.5,90.5,77.9,58.2,40.2,29.4,20.9,19.3,,21.3
3,2015,豐興,62.4,-1.2,-1.89,08/14,90.0,87.0,89.7,84.3,67.3,50.4,46.3,43.0,42.6,42.0,38.6,42.6
4,3596,智易,165.0,-1.0,-0.6,08/14,82.8,84.2,84.0,86.9,75.9,65.9,47.0,51.7,55.1,41.4,22.4,52.9
5,8464,億豐,377.0,9.0,2.45,08/14,50.0,79.2,82.5,78.4,80.7,76.2,79.0,63.7,29.2,11.0,4.13,47.4
6,2704,國賓,45.95,-0.6,-1.29,08/14,89.9,73.8,81.3,77.1,72.8,58.0,51.7,49.7,54.8,35.2,24.8,50.0
7,9925,新保,40.1,0.1,0.25,08/14,75.5,78.6,80.4,84.3,81.8,50.0,42.8,36.6,25.7,9.6,3.32,34.2
8,2834,臺企銀,16.3,-0.15,-0.91,08/14,75.3,78.8,76.0,75.9,69.4,53.2,44.8,48.7,45.8,39.4,34.3,49.0
9,4105,東洋,76.1,-1.0,-1.3,08/14,75.8,72.4,75.7,55.4,40.9,46.9,38.1,46.5,37.9,30.7,19.3,45.2
10,2633,台灣高鐵,25.9,-0.05,-0.19,08/14,81.2,74.1,75.6,80.9,73.3,56.7,75.1,73.0,69.4,58.2,,72.2
11,5388,中磊,79.8,-1.3,-1.6,08/14,75.2,72.1,75.4,68.2,54.7,47.3,39.0,37.8,40.2,37.3,29.9,39.4
12,00793B,群益AAA-A醫療債,29.99,-0.16,-0.53,08/14,99.7,99.7,75.2,63.4,52.4,43.8,4.97,3.73,2.55,1.34,,3.66
13,2723,美食-KY,61.1,0.0,0.0,08/14,72.7,73.9,75.0,69.1,64.2,53.2,42.0,41.4,49.9,46.1,40.4,41.3
14,5906,台南-KY,36.8,0.0,0.0,08/14,0.0,59.9,74.9,39.2,20.4,17.0,6.09,8.93,12.0,23.3,6.63,7.64
15,2548,華固,93.3,-0.1,-0.11,08/14,72.2,76.5,74.8,65.6,69.6,64.3,48.1,41.8,38.1,37.5,35.2,41.2
16,1477,聚陽,218.0,-1.5,-0.68,08/14,82.8,80.7,74.3,72.3,60.6,54.1,38.2,41.2,43.1,47.4,38.5,43.2
17,2884,玉山金,37.65,0.35,0.94,08/14,75.1,73.8,73.7,73.2,71.3,53.7,53.7,54.2,57.2,52.0,50.0,54.6
18,1476,儒鴻,322.0,-4.5,-1.38,08/14,69.3,71.9,73.5,76.3,69.2,60.7,54.6,64.0,63.3,62.4,49.0,62.9
19,1104,環泥,26.45,-0.1,-0.38,08/14,68.6,73.7,73.4,61.6,66.2,57.1,49.7,44.5,31.5,34.3,29.6,43.3
20,2820,華票,16.35,0.1,0.62,08/14,68.9,71.8,73.1,76.8,73.2,53.4,38.9,36.7,33.8,28.1,25.9,36.2
21,2707,晶華,177.5,-0.5,-0.28,08/14,72.6,74.0,72.7,47.0,55.6,37.2,30.6,33.9,32.7,31.1,24.3,34.4
22,2727,王品,231.0,0.5,0.22,08/14,72.2,76.0,72.0,53.7,49.5,39.4,38.1,34.0,37.4,35.4,24.3,34.3
23,2106,建大,17.55,-0.05,-0.28,08/14,67.3,70.7,72.0,63.9,64.2,46.8,42.4,43.0,43.0,36.4,30.4,42.0
24,3130,一零四,211.0,0.5,0.24,08/14,69.7,70.7,71.4,71.7,71.2,72.2,63.9,56.4,52.7,50.1,47.2,54.4
25,5522,遠雄,62.1,0.0,0.0,08/14,58.8,57.3,71.1,68.2,51.6,48.0,48.7,51.0,49.1,42.3,40.2,49.6
26,3703,欣陸,19.95,-0.05,-0.25,08/14,67.4,72.0,70.9,74.8,67.1,51.6,44.0,44.5,41.6,32.5,24.7,42.3
27,2207,和泰車,514.0,-10.0,-1.91,08/14,81.5,65.1,70.9,74.3,74.6,53.6,52.6,58.0,62.0,66.1,60.6,58.9
28,2105,正新,30.4,-0.3,-0.98,08/14,75.7,78.4,70.7,66.2,58.3,46.8,46.0,50.0,52.2,52.2,46.8,49.7
29,5871,中租-KY,111.5,-2.5,-2.19,08/14,83.6,72.5,70.2,53.9,58.9,47.0,58.2,56.2,52.0,58.1,55.8,53.8
