排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 月份,非獨 董監 持股 (萬張),非獨 董監 增減 張數,非獨 董監 持股 (%),非獨 董監 質押 (萬張),非獨 董監 質押 (%),獨立 董監 持股 (萬張),獨立 董監 增減 張數,獨立 董監 持股 (%),獨立 董監 質押 (萬張),獨立 董監 質押 (%),全體 董監 持股 (萬張),全體 董監 增減 張數,全體 董監 持股 (%),全體 董監 質押 (萬張),全體 董監 質押 (%)
1860,8092,建暐,13.15,-0.25,-1.87,26M06,1.11,0.0,19.5,0,0,0.0,0.0,0.0,0,0,1.11,0.0,19.5,0,0
1861,8093,保銳,21.0,0.3,1.45,26M06,0.99,0.0,17.5,0,0,0.0,0.0,0.0,0,0,0.99,0.0,17.5,0,0
1862,8096,擎亞,131.5,-4.0,-2.95,26M06,3.02,0.0,20.3,0,0,0.0,0.0,0.0,0,0,3.02,0.0,20.3,0,0
1863,8102,傑霖科技,68.3,0.1,0.15,26M06,0.59,0.0,25.1,0,0,0.0,0.0,0.0,0,0,0.59,0.0,25.1,0,0
1864,8103,瀚荃,78.7,-5.8,-6.86,26M06,0.76,16.0,9.66,0,0,0.0,16.1,0.02,0,0,0.76,32.1,9.68,0,0
1865,8104,錸寶,30.9,-0.25,-0.8,26M06,2.93,0.0,28.2,0,0,0.0,0.0,0.0,0,0,2.93,0.0,28.2,0,0
1866,8109,博大,132.5,0.5,0.38,26M06,1.74,0.0,21.1,0,0,0.0,0.0,0.0,0,0,1.74,0.0,21.1,0,0
1867,8110,華東,45.3,-0.7,-1.52,26M06,18.8,-559.0,36.3,0,0,0.02,0.0,0.03,0,0,18.8,-559.0,36.3,0,0
1868,8111,立碁,59.4,-3.2,-5.11,26M06,1.75,0.0,16.0,0,0,0.0,0.0,0.0,0,0,1.75,0.0,16.0,0,0
1869,8114,振樺電,225.5,0.0,0.0,26M06,0.17,9.0,2.16,0,0,0.0,0.0,0.01,0,0,0.17,9.0,2.17,0,0
1870,8121,越峰,28.35,-0.95,-3.24,26M06,7.35,0.0,34.5,0,0,0.0,0.0,0.0,0,0,7.35,0.0,34.5,0,0
1871,8131,福懋科,62.7,-1.6,-2.49,26M06,27.7,0.0,62.7,0,0,0.0,0.0,0.0,0,0,27.7,0.0,62.7,0,0
1872,8150,南茂,86.3,-0.6,-0.69,26M06,8.44,0.0,12.0,0,0,0.0,0.0,0.0,0,0,8.44,0.0,12.0,0,0
1873,8162,微矽電子-創,52.8,-1.2,-2.22,26M06,1.72,0.0,25.0,0,0,0.0,0.0,0.0,0,0,1.72,0.0,25.0,0,0
1874,8163,達方,31.15,0.3,0.97,26M06,6.26,0.0,22.4,0,0,0.0,0.0,0.0,0,0,6.26,0.0,22.4,0,0
1875,8176,智捷,9.78,-0.05,-0.51,26M06,0.58,0.0,8.03,0,0,0.0,0.0,0.0,0,0,0.58,0.0,8.03,0,0
1876,8182,加高,38.55,-0.85,-2.16,26M06,5.67,0.0,53.0,0,0,0.0,0.0,0.0,0,0,5.67,0.0,53.0,0,0
1877,8183,精星,28.9,-0.2,-0.69,26M06,3.37,0.0,27.8,0,0,0.0,0.0,0.0,0,0,3.37,0.0,27.8,0,0
1878,8201,無敵,11.9,0.05,0.42,26M06,2.34,0.0,37.5,0,0,0.0,0.0,0.0,0,0,2.34,0.0,37.5,0,0
1879,8210,勤誠,1115.0,-120.0,-9.72,26M06,1.49,-50.0,11.9,0,0,0.0,0.0,0.02,0,0,1.49,-50.0,11.9,0,0
1880,8213,志超,30.3,-0.05,-0.16,26M06,1.21,0.0,4.45,0,0,0.03,0.0,0.12,0,0,1.24,0.0,4.58,0,0
1881,8215,明基材,24.5,0.3,1.24,26M06,12.5,0.0,38.8,0,0,0.0,0.0,0.0,0,0,12.5,0.0,38.8,0,0
1882,8222,寶一,37.65,1.1,3.01,26M06,0.87,0.0,12.8,0,0,0.0,0.0,0.0,0,0,0.87,0.0,12.8,0,0
1883,8227,巨有科技,145.0,-3.0,-2.03,26M06,0.44,0.0,11.1,0,0,0.0,0.0,0.01,0,0,0.44,0.0,11.1,0,0
1884,8234,新漢,70.0,2.3,3.4,26M06,1.44,0.0,10.2,0,0,0.0,0.0,0.0,0,0,1.44,0.0,10.2,0,0
1885,8240,華宏,42.35,0.55,1.32,26M06,3.06,0.0,30.6,0,0,0.0,0.0,0.0,0,0,3.06,0.0,30.6,0,0
1886,8249,菱光,41.3,-1.0,-2.36,26M06,4.3,0.0,31.2,0,0,0.0,0.0,0.0,0,0,4.3,0.0,31.2,0,0
1887,8255,朋程,141.0,-2.0,-1.4,26M06,3.38,-15.0,33.2,0,0,0.0,0.0,0.0,0,0,3.38,-15.0,33.2,0,0
1888,8261,富鼎,172.0,-14.5,-7.77,26M06,3.82,0.0,32.1,0,0,0.0,0.0,0.0,0,0,3.82,0.0,32.1,0,0
1889,8271,宇瞻,235.5,-11.5,-4.66,26M06,2.23,-200.0,17.2,0,0,0.01,0.0,0.05,0,0,2.24,-200.0,17.3,0,0
1890,8272,全景軟體,64.4,0.1,0.16,26M06,0.6,0.0,31.8,0,0,0.0,0.0,0.0,0,0,0.6,0.0,31.8,0,0
1891,8277,商丞,8.1,-0.02,-0.25,26M06,1.11,10.0,12.1,0,0,0.0,0.0,0.0,0,0,1.11,10.0,12.1,0,0
1892,8279,生展,89.0,-2.0,-2.2,26M06,1.27,0.0,46.7,0,0,0.0,0.0,0.0,0,0,1.27,0.0,46.7,0,0
1893,8284,三竹,62.2,-0.3,-0.48,26M06,1.16,147.0,24.5,0,0,0.0,0.0,0.0,0,0,1.16,147.0,24.5,0,0
1894,8289,泰藝,41.9,-0.95,-2.22,26M06,1.03,-187.0,15.1,0,0,0.0,0.0,0.02,0,0,1.03,-187.0,15.1,0,0
1895,8291,尚茂,41.0,0.0,0.0,26M06,1.19,0.0,68.1,0,0,0.0,0.0,0.0,0,0,1.19,0.0,68.1,0,0
1896,8342,益張,87.5,0.0,0.0,26M06,0.8,0.0,23.7,0,0,0.0,0.0,0.0,0,0,0.8,0.0,23.7,0,0
1897,8354,冠好,15.15,-0.25,-1.62,26M06,1.05,-2457.0,13.3,0,0,0.0,0.0,0.0,0,0,1.05,-2457.0,13.3,0,0
1898,8358,金居,352.0,-32.0,-8.33,26M06,2.21,-98.0,8.75,0,0,0.0,0.0,0.0,0,0,2.21,-98.0,8.75,0,0
1899,8374,羅昇,80.9,1.0,1.25,26M06,6.26,0.0,55.8,0,0,0.0,0.0,0.0,0,0,6.26,0.0,55.8,0,0
1900,8383,千附,70.0,-1.7,-2.37,26M06,1.06,-27.0,9.31,0,0,0.0,0.0,0.0,0,0,1.06,-27.0,9.31,0,0
1901,8390,金益鼎,97.0,-1.5,-1.52,26M06,2.16,0.0,22.5,0,0,0.0,0.0,0.0,0,0,2.16,0.0,22.5,0,0
1902,8409,商之器,18.35,0.25,1.38,26M06,0.75,32.0,23.5,0,0,0.01,0.0,0.44,0,0,0.76,32.0,23.9,0,0
1903,8410,森田,31.6,0.65,2.1,26M06,0.83,2.0,22.7,0,0,0.0,-2.0,0.03,0,0,0.83,0.0,22.7,0,0
1904,8411,福貞-KY,12.8,-0.15,-1.16,26M06,1.28,20.0,5.85,0,0,0.0,0.0,0.0,0,0,1.28,20.0,5.85,0,0
1905,8416,實威,169.5,0.5,0.3,26M06,0.57,0.0,20.4,0,0,0.0,0.0,0.0,0,0,0.57,0.0,20.4,0,0
1906,8421,旭源,15.3,0.85,5.88,26M06,1.86,0.0,34.0,0,0,0.0,0.0,0.0,0,0,1.86,0.0,34.0,0,0
1907,8422,可寧衛*,26.3,0.15,0.57,26M06,8.74,0.0,6.44,0,0,0.02,0.0,0.02,0,0,8.77,0.0,6.46,0,0
1908,8423,保綠-KY,18.0,0.0,0.0,26M06,0.34,0.0,8.08,0,0,0.0,0.0,0.0,0,0,0.34,0.0,8.08,0,0
1909,8426,紅木-KY,21.4,-0.05,-0.23,26M06,1.66,0.0,33.0,0,0,0.0,0.0,0.0,0,0,1.66,0.0,33.0,0,0
1910,8429,金麗-KY,6.05,-0.01,-0.17,26M06,2.89,-80.0,15.6,0,0,0.0,0.0,0.0,0,0,2.89,-80.0,15.6,0,0
1911,8432,東生華,50.8,-0.2,-0.39,26M06,2.17,0.0,56.5,0,0,0.0,0.0,0.0,0,0,2.17,0.0,56.5,0,0
1912,8433,弘帆,54.9,1.0,1.86,26M06,1.35,5009.0,24.8,0,0,0.0,0.0,0.01,0,0,1.35,5009.0,24.8,0,0
1913,8435,鉅邁,54.0,1.6,3.05,26M06,0.86,3184.0,24.3,0,0,0.0,0.0,0.0,0,0,0.86,3184.0,24.3,0,0
1914,8438,昶昕,65.0,-1.2,-1.81,26M06,2.98,0.0,42.6,0,0,0.0,0.0,0.0,0,0,2.98,0.0,42.6,0,0
1915,8440,綠電,19.55,-0.05,-0.26,26M06,1.22,0.0,24.3,0,0,0.0,0.0,0.0,0,0,1.22,0.0,24.3,0,0
1916,8442,威宏-KY,44.3,0.0,0.0,26M06,2.71,0.0,38.6,0,0,0.0,-9.77,0.05,0,0,2.71,-9.77,38.7,0,0
1917,8450,霹靂,15.1,0.4,2.72,26M06,0.67,0.0,13.0,0,0,0.0,0.0,0.0,0,0,0.67,0.0,13.0,0,0
1918,8454,富邦媒,283.5,25.5,9.88,26M06,14.7,0.0,55.5,0,0,0.0,0.0,0.0,0,0,14.7,0.0,55.5,0,0
1919,8455,大拓-KY,24.0,-0.15,-0.62,26M06,1.99,0.0,79.0,0,0,0.0,0.0,0.0,0,0,1.99,0.0,79.0,0,0
1920,8463,潤泰材,20.8,-0.1,-0.48,26M06,7.01,0.0,46.7,0,0,0.0,0.0,0.0,0,0,7.01,0.0,46.7,0,0
1921,8466,美吉吉-KY,16.65,-0.2,-1.19,26M06,2.24,0.0,28.0,0,0,0.0,0.0,0.0,0,0,2.24,0.0,28.0,0,0
1922,8467,波力-KY,96.5,-1.4,-1.43,26M06,0.46,0.0,9.61,0,0,0.0,0.0,0.05,0,0,0.47,0.0,9.65,0,0
1923,8472,夠麻吉,68.9,0.9,1.32,26M06,1.09,0.0,61.2,0,0,0.0,0.0,0.2,0,0,1.09,0.0,61.4,0,0
1924,8477,創業家,15.65,-0.05,-0.32,26M06,4.53,3609.0,70.6,0,0,0.0,0.0,0.0,0,0,4.53,3609.0,70.6,0,0
1925,8481,政伸,40.5,0.5,1.25,26M06,2.43,0.0,36.5,0,0,0.0,0.0,0.07,0,0,2.43,0.0,36.5,0,0
1926,8482,商億-KY,48.8,-1.1,-2.2,26M06,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
1927,8487,愛爾達-創,72.9,0.5,0.69,26M06,1.01,0.0,38.2,0,0,0.0,0.0,0.0,0,0,1.01,0.0,38.2,0,0
1928,8488,吉源-KY,10.05,-0.1,-0.99,26M06,0.67,0.0,9.16,0,0,0.0,0.0,0.0,0,0,0.67,0.0,9.16,0,0
1929,8499,鼎炫-KY,258.0,7.5,2.99,26M06,2.01,0.0,48.9,0,0,0.0,0.0,0.01,0,0,2.01,0.0,48.9,0,0
1930,8906,花王,26.55,-0.55,-2.03,26M06,0.75,1909.0,17.0,0,0,0.0,0.0,0.0,0,0,0.75,1909.0,17.0,0,0
1931,8917,欣泰,53.0,0.0,0.0,26M06,5.81,0.0,35.7,0,0,0.0,0.0,0.0,0,0,5.81,0.0,35.7,0,0
1932,8921,沈氏,17.3,0.3,1.76,26M06,1.93,0.0,41.4,0,0,0.0,0.0,0.0,0,0,1.93,0.0,41.4,0,0
1933,8923,時報,18.8,0.1,0.53,26M06,1.68,0.0,55.5,0,0,0.01,0.0,0.4,0,0,1.7,0.0,55.9,0,0
1934,8924,大田,51.5,-0.4,-0.77,26M06,1.4,0.0,16.7,0,0,0.0,0.0,0.0,0,0,1.4,0.0,16.7,0,0
1935,8926,台汽電,62.0,-1.5,-2.36,26M06,28.1,9045.0,33.8,0,0,0.0,0.0,0.0,0,0,28.1,9045.0,33.8,0,0
1936,8928,鉅明,22.85,0.05,0.22,26M06,1.16,22.0,22.7,0,0,0.03,0.0,0.56,0,0,1.18,22.0,23.3,0,0
1937,8929,富堡,13.3,0.1,0.76,26M06,1.4,0.0,27.6,0,0,0.0,0.0,0.0,0,0,1.4,0.0,27.6,0,0
1938,8930,青鋼,30.9,0.1,0.32,26M06,0.67,6.0,8.18,0,0,0.0,0.0,0.0,0,0,0.67,6.0,8.18,0,0
1939,8931,大汽電,40.75,-0.05,-0.12,26M06,8.6,0.0,70.4,0,0,0.0,0.0,0.01,0,0,8.6,0.0,70.4,0,0
1940,8935,邦泰,17.5,0.15,0.86,26M06,1.37,-2546.0,12.1,0,0,0.0,0.0,0.0,0,0,1.37,-2546.0,12.1,0,0
1941,8937,合騏*,23.8,-0.1,-0.42,26M06,8.76,-340.0,20.3,0,0,0.0,0.0,0.0,0,0,8.76,-340.0,20.3,0,0
1942,8938,明安,52.9,0.0,0.0,26M06,1.65,0.0,10.5,0,0,0.0,0.0,0.0,0,0,1.65,0.0,10.5,0,0
1943,8940,新天地,15.35,0.0,0.0,26M06,1.9,0.0,28.1,0,0,0.0,0.0,0.02,0,0,1.9,0.0,28.1,0,0
1944,9802,鈺齊-KY,70.1,0.2,0.29,26M06,0.78,0.0,3.86,0,0,0.0,0.0,0.0,0,0,0.78,0.0,3.86,0,0
1945,9902,台火,13.65,0.0,0.0,26M06,1.95,-980.0,19.9,0,0,0.0,0.0,0.0,0,0,1.95,-980.0,19.9,0,0
1946,9904,寶成,23.9,0.15,0.63,26M06,22.6,0.0,7.67,0,0,0.0,0.0,0.0,0,0,22.6,0.0,7.67,0,0
1947,9905,大華,20.95,0.0,0.0,26M06,7.34,-4.78,24.1,0,0,0.0,0.0,0.0,0,0,7.34,-4.78,24.1,0,0
1948,9907,統一實,14.6,0.2,1.39,26M06,75.9,0.0,48.1,0,0,0.0,0.0,0.0,0,0,75.9,0.0,48.1,0,0
1949,9910,豐泰,69.5,-0.2,-0.29,26M06,14.4,0.0,14.6,0,0,0.0,0.0,0.0,0,0,14.4,0.0,14.6,0,0
1950,9911,櫻花,82.6,0.5,0.61,26M06,2.03,0.0,9.12,0,0,0.0,0.0,0.0,0,0,2.03,0.0,9.12,0,0
1951,9912,偉聯,12.4,-0.15,-1.2,26M06,0.4,0.0,7.45,0,0,0.0,0.0,0.0,0,0,0.4,0.0,7.45,0,0
1952,9914,美利達,80.8,1.3,1.64,26M06,6.73,0.0,22.5,0,0,0.14,0.0,0.46,0,0,6.87,0.0,23.0,0,0
1953,9921,巨大,92.4,2.2,2.44,26M06,6.7,0.0,17.1,0,0,0.0,0.0,0.0,0,0,6.7,0.0,17.1,0,0
1954,9924,福興,39.05,0.5,1.3,26M06,2.44,0.0,16.2,0,0,0.0,0.0,0.0,0,0,2.44,0.0,16.2,0,0
1955,9925,新保,40.05,0.0,0.0,26M06,6.21,0.0,16.0,0,0,0.0,0.0,0.0,0,0,6.21,0.0,16.0,0,0
1956,9927,泰銘,69.4,0.5,0.73,26M06,5.6,6002.0,46.6,0,0,0.0,23.7,0.04,0,0,5.6,6025.0,46.7,0,0
1957,9928,中視,18.2,0.05,0.28,26M06,3.62,0.0,51.2,0,0,0.0,0.0,0.0,0,0,3.62,0.0,51.2,0,0
1958,9930,中聯資源,62.3,0.1,0.16,26M06,17.1,0.0,68.6,0,0,0.0,0.0,0.0,0,0,17.1,0.0,68.6,0,0
1959,9933,中鼎,37.75,0.6,1.62,26M06,6.8,0.0,7.19,0,0,0.0,0.0,0.0,0,0,6.8,0.0,7.19,0,0
1960,9938,百和,42.1,-0.15,-0.36,26M06,1.65,-4860.0,5.53,0,0,0.0,0.0,0.0,0,0,1.65,-4860.0,5.53,0,0
1961,9940,信義,20.8,0.45,2.21,26M06,3.02,0.0,4.1,0,0,0.0,0.0,0.0,0,0,3.02,0.0,4.1,0,0
1962,9941,裕融,84.3,2.4,2.93,26M06,25.3,0.0,44.0,0,0,0.0,0.0,0.0,0,0,25.3,0.0,44.0,0,0
1963,9942,茂順,115.5,0.0,0.0,26M06,1.17,0.0,14.0,0,0,0.0,0.0,0.0,0,0,1.17,0.0,14.0,0,0
1964,9943,好樂迪,51.4,0.1,0.19,26M06,4.24,0.0,33.8,0,0,0.0,0.0,0.0,0,0,4.24,0.0,33.8,0,0
1965,9944,新麗,17.6,0.0,0.0,26M06,3.34,0.0,31.5,0,0,0.0,0.0,0.0,0,0,3.34,0.0,31.5,0,0
1966,9949,琉園,23.55,0.25,1.07,26M06,0.38,-4412.0,8.56,0,0,0.0,-3.0,0.0,0,0,0.38,-4415.0,8.56,0,0
1967,9950,萬國通,10.45,0.0,0.0,26M06,9.07,0.0,54.1,0,0,0.0,0.0,0.0,0,0,9.07,0.0,54.1,0,0
1968,9955,佳龍,23.9,0.05,0.21,26M06,4.05,0.0,38.7,0,0,0.0,0.0,0.0,0,0,4.05,0.0,38.7,0,0
1969,9960,邁達康,30.5,-0.6,-1.93,26M06,0.24,0.0,7.24,0,0,0.0,0.0,0.0,0,0,0.24,0.0,7.24,0,0
1970,9962,有益,9.98,0.0,0.0,26M06,1.0,5.0,11.1,0,0,0.0,0.0,0.0,0,0,1.0,5.0,11.1,0,0
