代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
1303,南亞,199.0,-22.0,-9.95,07/17,-10,-189663,-19.3,-2.39,21,255443,14.2,3.22,-3,-3904,-0.95,-0.05,-4,-18821,-3.32,-0.24
6526,達發,563.0,-56.0,-9.05,07/17,-4,-664,-23.7,-0.4,21,755,4.42,0.45,1,3,0.32,0.0,-4,-488,-17.4,-0.29
1216,統一,80.0,1.0,1.27,07/17,1,4248,13.8,0.07,20,63695,17.5,1.12,15,11781,4.41,0.21,3,15443,19.8,0.27
2542,興富發,43.3,-0.05,-0.12,07/17,-3,-5450,-20.7,-0.25,20,23936,12.6,1.11,-1,-68,-0.51,0.0,2,3649,18.3,0.17
8046,南電,1150.0,-125.0,-9.8,07/17,1,984,5.98,0.15,18,22087,5.83,3.42,2,121,0.34,0.02,1,1113,6.77,0.17
5434,崇越,562.0,-34.0,-5.7,07/17,-1,-15,-0.47,-0.01,15,7947,20.6,4.1,-1,-27,-0.87,-0.01,5,1894,12.4,0.98
1477,聚陽,216.0,-3.5,-1.59,07/17,2,488,14.4,0.2,12,3554,11.4,1.44,1,13,0.6,0.01,2,514,15.1,0.21
2006,東和鋼鐵,70.2,-2.2,-3.04,07/17,6,7942,42.8,1.09,12,2225,7.0,0.3,-1,-6,-0.27,0.0,6,9338,50.3,1.28
2383,台光電,4495.0,-495.0,-9.92,07/17,1,250,7.89,0.07,11,906,3.41,0.25,2,132,2.92,0.04,1,364,11.5,0.1
9917,中保科,109.0,1.0,0.93,07/17,3,739,31.2,0.16,11,802,10.8,0.18,-1,-3,-0.24,0.0,3,1173,49.6,0.26
7769,鴻勁,6070.0,-625.0,-9.34,07/17,-6,-337,-8.54,-0.19,9,334,5.86,0.19,6,38,0.96,0.02,-3,-88,-4.6,-0.05
50,元大台灣50,100.15,-6.25,-5.87,07/17,-2,-244599,-41.2,-1.16,8,29043,2.21,0.14,-2,-198735,-33.5,-0.94,-2,-437123,-73.6,-2.07
2308,台達電,1740.0,-165.0,-8.66,07/17,-2,-5914,-25.8,-0.23,8,1430,1.73,0.06,10,652,0.61,0.03,-1,-4956,-34.8,-0.19
2337,旺宏,125.0,-11.5,-8.42,07/17,1,4525,6.6,0.23,7,2968,0.61,0.15,-1,-502,-0.73,-0.03,1,4223,6.16,0.21
2637,慧洋-KY,79.4,-3.1,-3.76,07/17,3,355,5.44,0.05,7,1876,6.45,0.25,-2,-119,-2.63,-0.02,10,14485,36.6,1.94
2887,台新新光金,35.55,-0.6,-1.66,07/17,-5,-51444,-12.4,-0.21,7,81054,13.4,0.33,4,19122,5.85,0.08,1,20816,21.7,0.08
