"排名","代號","名稱","成交","漲跌價","漲跌幅","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"198","3044","健鼎","481","-8.5","-1.74","05/12","+247","+117","-72","-213","-787","-724","+594","-2,996","+3,083","-1,032"
"199","8429","金麗-KY","6.41","-0.03","-0.47","05/12","0","0","-2","-213","-236","-368","-429","-781","-1,112","-597"
"200","00751B","元大AAA至A公司債","31.51","-0.03","-0.1","05/12","0","0","0","-210","-210","+3,008","-7,171","-8,531","-6,838","-6,315"
"201","3023","信邦","301.5","-0.5","-0.17","05/12","-53","-201","-230","-209","-367","-2,360","-6,044","+616","+2,531","-2,809"
"202","00885","富邦越南","19.19","-0.39","-1.99","05/12","0","-13","-197","-208","-2,777","-4,068","-8,943","-18,772","+69","-17,044"
"203","4510","高鋒","48.3","+1.15","+2.44","05/12","+12","+39","-163","-207","-156","+916","-326","-1,495","+833","-1,321"
"204","00675L","富邦臺灣加權正2","281.9","-1.75","-0.62","05/12","0","-3","-4","-204","-317","-610","-132","+2,460","-2,082","-325"
"205","3016","嘉晶","121.5","-7","-5.45","05/12","-90","-100","-168","-203","-282","-443","-3,890","-5,633","-839","-4,881"
"206","00908","富邦入息REITs+","14.32","-0.02","-0.14","05/12","0","-200","-200","-200","-200","-189","-380","-319","-834","-286"
"207","00923","群益台ESG低碳50","38.71","-0.07","-0.18","05/12","0","0","0","-200","-375","+351","-1,714","+1,277","-2,589","+2,328"
"208","2612","中航","56","-1.3","-2.27","05/12","+9","+21","-9","-198","-322","-289","-438","+656","+1,424","-1,751"
"209","8064","東捷","118.5","+5","+4.41","05/12","-53","-150","-261","-195","-2,251","+324","-396","-4,755","-4,844","-1,452"
"210","8390","金益鼎","110.5","+7","+6.76","05/12","-138","-129","-161","-190","-182","+63","-108","-1,528","-2,387","+67"
"211","5014","建錩","10.25","-0.1","-0.97","05/12","-187","-187","-185","-185","-168","-290","-325","-790","-2,500","-780"
"212","3209","全科","66.5","+6","+9.92","05/12","-62","-53","-84","-183","-468","+138","-633","-2,623","-3,443","-1,111"
"213","6515","穎崴","9950","-140","-1.39","05/12","-118","-131","-157","-183","-230","-155","-62","-293","-552","-331"
"214","3015","全漢","50.2","-0.9","-1.76","05/12","-36","-74","-52","-182","-529","-753","-1,253","+922","-1,218","-202"
"215","5213","亞昕","25.65","-0.2","-0.77","05/12","-114","-164","-143","-181","-179","+52","-401","-1,242","-1,664","-801"
"216","3141","晶宏","63","+5.7","+9.95","05/12","+2","+7","-16","-178","-233","+40","-483","+816","+807","-94"
"217","3712","永崴投控","19.9","-0.4","-1.97","05/12","-56","-54","-165","-177","+75","+400","+34","+234","+6,089","+756"
"218","5607","遠雄港","49.7","-0.9","-1.78","05/12","-87","-88","-73","-177","-154","-85","-247","-8","-3,091","-209"
"219","8045","達運光電","73.8","-0.8","-1.07","05/12","-44","-43","-185","-176","-218","-161","-117","+165","+1,061","+291"
"220","2233","宇隆","298","-4.5","-1.49","05/12","-7","-7","-96","-175","-294","-405","-871","-898","+687","-933"
"221","4109","加捷生醫","11.45","0","0","05/12","0","-67","-169","-171","-172","-172","-298","-539","-3,075","-410"
"222","5222","全訊","129","-2.5","-1.9","05/12","-142","-143","-157","-171","-205","-391","-133","-777","+850","-283"
"223","2030","彰源","17.95","-0.05","-0.28","05/12","+83","+11","-149","-165","-164","+11","-84","+1,988","+923","+2,112"
"224","6830","汎銓","780","+26","+3.45","05/12","-158","-181","-206","-164","+599","+343","+162","-802","-393","-36"
"225","00917","中信特選金融","21.4","-0.05","-0.23","05/12","0","0","-162","-162","-144","-258","+237","+489","-220","+485"
"226","6234","高僑","55.5","+1.5","+2.78","05/12","0","0","-96","-162","-127","-246","-234","-344","-209","-536"
"227","6168","宏齊","26.85","+0.35","+1.32","05/12","-157","-118","-269","-161","+1,043","+953","+2,833","+1,322","+3,459","+2,076"
"228","00783","富邦中証500","30.67","+0.04","+0.13","05/12","0","0","-160","-160","-165","-165","-165","-215","+3","-165"
"229","8464","億豐","334.5","-0.5","-0.15","05/12","-285","-249","-237","-160","-146","-727","-8,059","-1,617","+1,577","-7,400"
"230","8341","日友","76.2","+0.1","+0.13","05/12","-38","-55","-129","-159","-190","-243","-229","+1,107","+836","+1,059"
"231","3680","家登","602","-14","-2.27","05/12","-78","-77","-129","-156","-474","-357","-1,843","-1,424","+741","-2,174"
"232","00949","復華日本龍頭","19.73","+0.08","+0.41","05/12","0","0","-55","-155","-56","-301","+2,228","+461","-4,825","+1,167"
"233","8085","福華","12.2","+0.05","+0.41","05/12","0","0","-94","-154","-154","-154","-222","+133","-1,680","+96"
"234","1568","倉佑","28.9","+0.1","+0.35","05/12","-23","-35","-48","-149","-125","-7","-4","+34","-437","+110"
"235","6785","昱展新藥","134","-0.5","-0.37","05/12","-10","-86","-98","-149","-217","-176","+13","-57","-682","+36"
"236","6166","凌華","101.5","+8.8","+9.49","05/12","-145","-136","-136","-147","-166","-245","-314","-1,207","-187","-248"
"237","00952","凱基台灣AI50","17.86","+0.17","+0.96","05/12","-31","-71","-71","-146","-59","-25","+119","-382","-4,776","+106"
"238","3265","台星科","178.5","-2","-1.11","05/12","-59","+36","+55","-146","-361","+233","-41","+518","-588","-1,004"
"239","6190","萬泰科","80.6","-0.3","-0.37","05/12","-77","-113","-90","-146","+312","+2,193","+2,906","+2,906","+7,433","+424"
"240","6558","興能高","30.65","+0.45","+1.49","05/12","+7","-105","-150","-144","-101","-36","-988","-1,154","+1,328","-1,189"
"241","00948B","中信優息投資級債","9.42","-0.02","-0.21","05/12","0","0","-141","-141","-141","-368","-774","-898","-12,015","-1,714"
"242","3152","璟德","175.5","0","0","05/12","-21","-35","-108","-141","-252","-403","-1,070","+503","+901","-154"
"243","6187","萬潤","1220","+110","+9.91","05/12","+5","-161","-238","-140","-338","-751","-4,358","-6,838","-3,740","-4,860"
"244","1527","鑽全","32.4","0","0","05/12","-60","-67","-73","-134","-159","-156","+575","-262","+632","+738"
"245","3663","鑫科","68.2","+0.3","+0.44","05/12","+115","-29","-21","-134","-78","+322","-614","-689","+530","-489"
"246","3491","昇達科","1765","-55","-3.02","05/12","+34","+33","+78","-132","+194","+49","-304","-3,538","-329","-612"
"247","3236","千如","35.35","+0.75","+2.17","05/12","-24","-244","-194","-131","-27","+479","+658","+1,099","+2,312","0"
"248","00764B","群益25年美債","27.66","-0.08","-0.29","05/12","0","0","-126","-126","-26","-1,270","-241","+3,208","-562","+99"
"249","1723","中碳","81","+0.2","+0.25","05/12","-142","-113","-102","-125","-67","-3,164","-3,209","-462","+5,616","-3,162"
"250","4729","熒茂","20.45","-0.55","-2.62","05/12","-121","-120","-122","-125","-144","-132","-219","-300","+439","-172"
"251","2431","聯昌","10.7","+0.15","+1.42","05/12","0","-24","-118","-122","-221","-714","-2,175","-2,683","-2,088","-2,336"
"252","3046","建碁","52","-0.4","-0.76","05/12","-5","-9","-67","-122","-120","-110","-201","-51","-378","-60"
"253","00924","復華S&P500成長","31.83","+0.08","+0.25","05/12","-13","-13","-13","-121","-221","-626","+1,096","+4,226","-133","+606"
"254","00951","台新日本半導體","17.07","-0.03","-0.18","05/12","0","-4","-121","-121","+161","-521","-1,652","+420","-9,200","+1,013"
"255","3019","亞光","144","-2.5","-1.71","05/12","-51","+175","-103","-121","-111","+2,738","+1,264","+676","+17,419","+5,596"
"256","8046","南電","900","-8","-0.88","05/12","-150","-100","-134","-121","-480","-439","-213","-9,061","-8,447","-421"
"257","00850","元大臺灣ESG永續","82.75","-0.45","-0.54","05/12","-24","-28","-36","-120","-92","-99","-232","-183","-4,535","-1,152"
"258","4908","前鼎","237","+9.5","+4.18","05/12","0","0","-1","-119","-209","-1,156","-1,708","-1,455","-1,699","-1,487"
"259","8374","羅昇","91.2","+1.7","+1.9","05/12","-8","+8","-111","-118","-51","+104","-117","+11","+1,052","-17"
"260","2387","精元","38.5","-1.5","-3.75","05/12","+281","+171","-72","-116","+19","-1,398","+3,339","+3,700","+4,772","+3,618"
"261","8016","矽創","274","+5.5","+2.05","05/12","-75","-88","-83","-116","-348","-492","-15","-276","-947","-1,115"
"262","00875","國泰網路資安","42.8","-0.15","-0.35","05/12","0","0","-115","-115","-124","-132","-30","-112","-205","-86"
"263","2605","新興","33","-1.1","-3.23","05/12","0","0","0","-115","-453","-1,433","+4,420","+4,606","-6,118","-4,483"
"264","00894","中信小資高價30","48.17","+0.48","+1.01","05/12","-10","-2","-2","-112","-113","+325","+411","-86","-58","+353"
"265","2201","裕隆","27.7","-0.05","-0.18","05/12","+161","-97","-191","-112","+1,158","+1,300","+10,722","+27,402","+20,027","+15,424"
"266","6757","台灣虎航","54","-1.2","-2.17","05/12","+265","+188","+224","-111","+105","+281","+4,347","-1,684","+12,295","+2,368"
"267","3545","敦泰","57.9","+0.3","+0.52","05/12","+129","+102","+275","-110","+191","+455","+4,157","+5,005","+11,311","+7,280"
"268","6243","迅杰","34.35","-0.1","-0.29","05/12","-4","-2","0","-110","-92","+23","-7","+335","+54","-30"
"269","2545","皇翔","38.4","-0.55","-1.41","05/12","-18","-70","-87","-108","-51","-424","-821","+958","+4,594","-422"
"270","6177","達麗","47.25","+0.2","+0.43","05/12","+23","-54","-56","-107","+66","+1,287","+1,057","-689","+560","-306"
"271","6869","雲豹能源","84.9","-2","-2.3","05/12","-44","-68","-68","-103","-190","-513","-866","+830","+3,063","-422"
"272","2059","川湖","5445","-75","-1.36","05/12","-13","+1","-76","-103","+273","+254","0","-152","-352","-1,037"
"273","6414","樺漢","362","+3","+0.84","05/12","-48","-86","-143","-102","-307","-435","+143","+632","+1,273","-389"
"274","6498","久禾光","94.9","-2.5","-2.57","05/12","-3","-3","-103","-102","-100","-155","-268","-319","","-239"
"275","00737","國泰AI機器人","37.22","-0.16","-0.43","05/12","0","0","-100","-100","-100","-100","+53","+28","-311","+48"
"276","2383","台光電","4900","+50","+1.03","05/12","-14","-62","-29","-100","-963","-302","-340","-630","-7,464","-476"
"277","4162","智擎","56.3","+0.2","+0.36","05/12","+13","-97","-102","-100","-279","-205","-714","-755","+836","+55"
"278","2108","南帝","27.75","-1.55","-5.29","05/12","+167","-158","-261","-100","+62","+50","+230","-85","-1,579","+563"
"279","2377","微星","105","-2.5","-2.33","05/12","+1,197","-110","-773","-98","+3,209","+8,167","+8,080","-9,535","+39,094","+28,520"
"280","00635U","期元大S&P黃金","49.45","+0.53","+1.08","05/12","-93","-97","-97","-97","-431","-369","-428","+922","+1,297","+1,355"
"281","6683","雍智科技","2370","+100","+4.41","05/12","-16","-61","-137","-96","-175","-215","-77","-265","+14","+4"
"282","2420","新巨","58","+1.5","+2.65","05/12","-61","-56","-106","-96","-99","-131","-36","+32","-159","+131"
"283","6643","M31","697","+14","+2.05","05/12","-3","-3","-54","-96","-173","-15","+162","+606","+1,134","+436"
"284","2636","台驊控股","68.1","-0.4","-0.58","05/12","0","-25","-86","-95","-163","-161","-64","+596","-176","+57"
"285","6885","全福生技","22","-0.6","-2.65","05/12","+7","+7","+26","-95","-117","-158","-48","-308","","+15"
"286","3213","茂訊","114.5","-2","-1.72","05/12","-33","-108","-126","-92","-84","-219","-232","-80","-522","-444"
"287","3563","牧德","815","+8","+0.99","05/12","+55","+69","-123","-91","-48","+761","-807","+650","+2,156","-161"
"288","6126","信音","33.15","+0.15","+0.45","05/12","+11","-34","-25","-90","-207","-54","-311","+837","+392","+1,047"
"289","00956","中信日經高股息","12.35","+0.1","+0.82","05/12","0","0","-56","-88","-87","-50","+825","+826","+413","+825"
"290","6449","鈺邦","198.5","+18","+9.97","05/12","-59","-67","-102","-88","-120","-272","-341","-606","+102","-377"
"291","00641R","富邦日本反1","3.92","-0.04","-1.01","05/12","0","0","-87","-87","-87","+16","-409","+1,127","+1,063","-797"
"292","2362","藍天","39.7","-0.65","-1.61","05/12","+72","-106","-45","-86","-182","-372","-1,408","-932","-3,409","-440"
"293","6509","聚和","46.65","+2.95","+6.75","05/12","-2","-9","+65","-85","-163","-402","+4,883","+4,949","+2,841","+4,937"
"294","4571","鈞興-KY","194","-3.5","-1.77","05/12","-87","-90","-129","-82","-121","-56","-197","-464","+112","-413"
"295","9802","鈺齊-KY","80.7","-2.4","-2.89","05/12","+102","-266","-510","-80","-546","-612","-328","+4,177","+12,565","+1,063"
"296","00987A","主動台新優勢成長","17.7","+0.23","+1.32","05/12","0","+1","+96","-80","-84","-48","+100","","","+314"
"297","3705","永信","55.4","0","0","05/12","+14","-35","-45","-79","-107","+26","-450","-812","+1,089","-748"
"298","8021","尖點","471.5","+42.5","+9.91","05/12","+18","0","-28","-79","-296","-1,598","-711","-7,716","+1,216","-3,179"
"299","00650L","復華香港正2","18.2","+0.24","+1.34","05/12","0","0","-9","-79","-455","-724","-793","-2,297","-10,812","-2,009"
"300","3031","佰鴻","29.85","-0.15","-0.5","05/12","-36","-61","-71","-78","+675","+2,486","+2,808","+3,019","+2,341","+2,624"
