代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
0050,元大台灣50,103.1,-4.1,-3.82,26W26,06/26,-1,-306756,-35.2,-1.49,21,180940,1.28,0.88,-11,-750695,-10.5,-3.65,-1,-414233,-47.6,-2.01
2327,國巨*,1015.0,-110.0,-9.78,26W26,06/26,-7,-115401,-6.05,-5.57,9,104764,4.47,5.06,-3,-1229,-0.13,-0.06,-1,-6758,-2.44,-0.33
00935,野村臺灣新科技50,58.8,-3.2,-5.16,26W26,06/26,-4,-39143,-10.4,-5.29,8,6545,0.88,0.88,-1,-18450,-18.1,-2.49,-1,-32529,-31.9,-4.4
2542,興富發,42.9,-0.4,-0.92,26W26,06/26,2,2970,2.71,0.14,8,83587,13.4,3.85,-1,-411,-0.73,-0.02,4,30107,8.07,1.39
2376,技嘉,319.5,-14.5,-4.34,26W26,06/26,-2,-8439,-11.9,-1.26,7,18156,3.3,2.71,-1,-95,-0.21,-0.01,-2,-6880,-9.73,-1.03
2492,華新科,540.0,-59.0,-9.85,26W26,06/26,-2,-16658,-10.9,-3.43,7,20386,4.52,4.2,-1,-3500,-5.1,-0.72,-2,-6348,-4.17,-1.31
5536,聖暉*,1305.0,-45.0,-3.33,26W26,06/26,4,3673,15.4,2.96,7,3279,5.51,2.64,-4,-104,-0.44,-0.08,7,8603,14.5,6.93
6770,力積電,78.3,-4.9,-5.89,26W26,06/26,-4,-344126,-8.01,-7.31,7,10985,0.13,0.23,2,5916,0.22,0.13,1,2774,0.14,0.06
1216,統一,74.6,-1.0,-1.32,26W26,06/26,-2,-47076,-33.2,-0.83,6,111625,22.8,1.96,1,927,1.18,0.02,1,9494,12.0,0.17
2351,順德,196.5,-12.5,-5.98,26W26,06/26,-2,-4581,-4.83,-2.51,6,4096,1.68,2.25,-1,-5,-0.01,0.0,-2,-2990,-3.15,-1.64
