代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00931B,統一美債20年,13.49,-0.06,-0.44,06/16,21,53970,48.8,2.51,0,0,0.0,0.0,14,17877,26.0,0.83,21,71136,64.3,3.31
00958B,永豐ESG銀行債15+,9.33,-0.04,-0.43,06/16,18,7685,47.5,6.01,0,0,0.0,0.0,-1,-159,-14.3,-0.12,15,8328,58.8,6.52
7610,聯友金屬-創,1915.0,170.0,9.74,06/16,18,1382,20.5,2.84,0,0,0.0,0.0,0,0,0.0,0.0,18,1354,20.0,2.79
00740B,富邦全球投等債,38.72,-0.17,-0.44,06/16,17,24481,55.8,1.13,0,0,0.0,0.0,-17,-20261,-46.2,-0.94,4,1418,11.4,0.07
1598,岱宇,20.8,-0.2,-0.95,06/16,17,1685,28.0,0.94,0,0,0.0,0.0,4,26,2.77,0.01,17,1717,28.6,0.96
1626,艾美特-KY,10.0,-0.15,-1.48,06/16,17,262,11.6,0.17,0,0,0.0,0.0,1,2,2.89,0.0,4,50,18.9,0.03
00981B,第一金優選非投債,9.23,0.02,0.22,06/16,16,56639,25.4,4.02,0,0,0.0,0.0,-2,-6802,-24.8,-0.48,-1,-5398,-35.7,-0.38
00857B,永豐20年美公債,23.31,-0.1,-0.43,06/16,15,19660,49.9,3.49,0,0,0.0,0.0,12,10167,31.3,1.8,45,60535,57.6,10.7
4306,炎洲,15.95,-0.2,-1.24,06/16,15,11719,24.7,1.73,0,0,0.0,0.0,-1,-5,-0.18,0.0,15,11744,24.7,1.74
4551,智伸科,183.5,16.5,9.88,06/16,15,3413,15.2,2.96,0,0,0.0,0.0,4,131,1.6,0.11,3,1014,14.0,0.88
1722,台肥,48.65,-0.2,-0.41,06/16,14,14044,26.0,1.43,0,0,0.0,0.0,4,118,0.86,0.01,14,14134,26.2,1.44
4536,拓凱,165.5,-0.5,-0.3,06/16,14,805,22.9,0.89,0,0,0.0,0.0,-1,-1,-0.61,0.0,14,820,23.3,0.9
5288,豐祥-KY,183.0,0.5,0.27,06/16,14,1067,19.9,1.53,0,0,0.0,0.0,-1,-1,-0.58,0.0,10,919,20.2,1.32
1307,三芳,37.4,0.35,0.94,06/16,13,7283,27.9,1.83,-1,-5,-0.21,0.0,10,656,3.0,0.17,13,7775,29.8,1.95
2867,三商壽,8.53,0.16,1.91,06/16,13,103096,34.1,1.75,0,0,0.0,0.0,-2,-252,-0.42,0.0,13,125211,41.4,2.12
6121,新普,421.0,8.0,1.94,06/16,13,6763,37.3,3.66,-10,-4819,-31.9,-2.61,-1,-3,-0.21,0.0,-2,-535,-23.7,-0.29
2897,王道銀行,10.5,0.0,0.0,06/16,12,41200,43.3,1.47,0,0,0.0,0.0,-1,-5,-0.07,0.0,12,38964,41.0,1.39
5347,世界,171.5,-3.0,-1.72,06/16,11,81598,21.1,4.37,2,5667,9.11,0.3,2,913,1.47,0.05,3,30706,31.5,1.64
5511,德昌,74.8,0.5,0.67,06/16,11,814,21.0,0.72,0,0,0.0,0.0,0,0,0.0,0.0,11,809,20.8,0.71
3045,台灣大,120.5,1.0,0.84,06/16,10,42596,34.0,1.14,1,288,2.62,0.01,-4,-819,-1.68,-0.02,12,54056,34.0,1.45
4590,富田-創,76.8,0.1,0.13,06/16,10,505,26.0,0.92,0,0,0.0,0.0,1,2,1.06,0.0,10,503,25.9,0.92
4953,緯軟,135.0,-1.0,-0.74,06/16,10,2459,13.4,3.36,0,0,0.0,0.0,-5,-107,-1.94,-0.15,14,2780,12.4,3.8
6657,華安,36.0,1.1,3.15,06/16,10,560,13.0,0.63,0,0,0.0,0.0,-1,-1,-0.44,0.0,10,559,13.0,0.63
8240,華宏,55.3,-1.1,-1.95,06/16,10,1140,16.1,1.14,0,0,0.0,0.0,-1,-1,-0.09,0.0,10,1086,15.3,1.09
00714,群益道瓊美國地產,21.79,-0.25,-1.13,06/16,9,1052,53.6,4.77,0,0,0.0,0.0,-1,-329,-77.0,-1.49,11,528,20.8,2.39
5410,國眾,46.2,-1.8,-3.75,06/16,9,3514,13.2,3.81,0,0,0.0,0.0,2,94,0.76,0.1,9,3541,13.3,3.84
6491,晶碩,311.0,0.0,0.0,06/16,9,1714,37.1,2.2,0,0,0.0,0.0,-4,-37,-1.86,-0.05,9,1666,36.1,2.14
7760,享溫馨,32.3,0.3,0.94,06/16,9,151,20.6,0.23,0,0,0.0,0.0,-13,-230,-17.4,-0.35,1,22,22.5,0.03
8415,大國鋼,35.25,-0.3,-0.84,06/16,9,1549,29.4,0.15,0,0,0.0,0.0,-9,-1066,-20.2,-0.1,-1,-141,-18.6,-0.01
1313,聯成,11.15,0.0,0.0,06/16,8,6487,19.9,0.49,0,0,0.0,0.0,2,25,0.41,0.0,8,6445,19.7,0.48
1530,亞崴,30.55,-0.1,-0.33,06/16,8,121,9.39,0.13,0,0,0.0,0.0,-1,-1,-1.42,0.0,2,14,7.67,0.01
1909,榮成,10.05,0.18,1.82,06/16,8,8711,20.2,0.66,0,0,0.0,0.0,-1,-12,-0.13,0.0,8,8847,20.5,0.67
3546,宇峻,86.6,5.0,6.13,06/16,8,482,12.7,0.82,0,0,0.0,0.0,-2,-120,-13.6,-0.21,1,15,4.38,0.03
5904,寶雅,625.0,-10.0,-1.57,06/16,8,1160,21.8,1.09,-1,-13,-4.13,-0.01,3,149,6.59,0.14,-1,-12,-3.83,-0.01
00939,統一台灣高息動能,21.47,0.2,0.94,06/16,7,12175,28.4,1.0,0,0,0.0,0.0,3,3139,22.7,0.26,52,276147,56.3,22.6
2015,豐興,62.9,-1.1,-1.72,06/16,7,670,20.6,0.12,0,0,0.0,0.0,4,27,1.42,0.0,7,1054,32.5,0.18
2025,千興,14.35,-0.65,-4.33,06/16,7,1046,7.22,0.61,0,0,0.0,0.0,-1,-9,-1.24,-0.01,-1,-1,-0.11,0.0
2248,華勝-KY,56.3,-0.3,-0.53,06/16,7,94,18.8,0.2,0,0,0.0,0.0,0,0,0.0,0.0,7,93,18.6,0.2
2364,倫飛,67.6,-1.0,-1.46,06/16,7,276,9.52,0.53,0,0,0.0,0.0,1,0,0.15,0.0,3,73,8.89,0.14
2395,研華,480.0,-5.0,-1.03,06/16,7,820,3.97,0.09,-1,-245,-14.4,-0.03,2,30,0.83,0.0,-1,-90,-5.27,-0.01
2748,雲品,40.45,-0.25,-0.61,06/16,7,225,23.6,0.21,0,0,0.0,0.0,0,0,0.0,0.0,7,228,23.9,0.22
2892,第一金,31.8,0.5,1.6,06/16,7,166638,41.2,1.16,1,18826,37.0,0.13,5,2468,0.97,0.02,7,189470,46.9,1.32
3581,博磊,149.0,7.5,5.3,06/16,7,579,13.2,1.13,0,0,0.0,0.0,5,116,3.76,0.23,7,691,15.8,1.35
4904,遠傳,112.5,2.5,2.27,06/16,7,15302,21.5,0.42,-3,-3195,-10.0,-0.09,-2,-132,-0.61,0.0,6,11239,18.2,0.31
5278,尚凡*,24.2,-0.65,-2.62,06/16,7,503,17.4,0.17,0,0,0.0,0.0,-4,-3,-0.18,0.0,7,500,17.3,0.17
5285,界霖,87.8,-0.4,-0.45,06/16,7,2507,14.9,2.46,0,0,0.0,0.0,-1,-1,-0.08,0.0,7,2461,14.6,2.41
5292,華懋,224.0,-2.5,-1.1,06/16,7,158,10.8,0.38,0,0,0.0,0.0,-2,-18,-5.43,-0.04,-1,-7,-6.09,-0.02
5302,太欣,12.7,1.15,9.96,06/16,7,949,16.3,0.59,0,0,0.0,0.0,0,0,0.0,0.0,7,969,16.7,0.61
5434,崇越,470.5,2.5,0.53,06/16,7,1948,29.3,1.01,-3,-379,-12.2,-0.2,-1,-1,-0.06,0.0,7,1580,23.8,0.82
6237,驊訊,45.0,-1.2,-2.6,06/16,7,912,13.7,1.15,0,0,0.0,0.0,2,14,1.19,0.02,7,840,12.6,1.05
6277,宏正,72.5,-1.7,-2.29,06/16,7,565,26.3,0.47,0,0,0.0,0.0,2,4,1.05,0.0,7,564,26.3,0.47
6957,裕慶-KY,193.0,0.5,0.26,06/16,7,194,15.6,0.35,0,0,0.0,0.0,0,0,0.0,0.0,7,195,15.6,0.35
8358,金居,632.0,8.0,1.28,06/16,7,3265,18.6,1.29,2,22,0.56,0.01,2,293,7.49,0.12,7,2360,13.4,0.93
00861,元大全球未來通訊,95.6,0.85,0.9,06/16,6,334,17.6,0.49,0,0,0.0,0.0,1,2,1.01,0.0,2,51,15.7,0.08
00876,元大全球5G,100.2,1.35,1.37,06/16,6,760,35.0,1.01,0,0,0.0,0.0,1,36,8.77,0.05,4,395,22.7,0.53
2029,盛餘,20.9,-0.2,-0.95,06/16,6,506,29.7,0.16,0,0,0.0,0.0,2,6,1.05,0.0,6,513,30.1,0.16
2360,致茂,2325.0,60.0,2.65,06/16,6,2611,16.4,0.61,-3,-1043,-16.6,-0.25,2,42,0.94,0.01,1,199,7.98,0.05
2380,虹光,6.6,0.3,4.76,06/16,6,37,0.86,0.02,0,0,0.0,0.0,0,0,0.0,0.0,6,37,0.86,0.02
2618,長榮航,39.75,-0.2,-0.5,06/16,6,87798,27.5,1.63,1,601,1.39,0.01,1,72,0.17,0.0,4,68210,28.5,1.26
2634,漢翔,46.75,-0.5,-1.06,06/16,6,5510,25.1,0.58,-1,-7,-0.26,0.0,-1,-16,-0.6,0.0,6,5493,25.0,0.58
2637,慧洋-KY,78.4,-0.8,-1.01,06/16,6,17096,37.2,2.29,1,27,0.44,0.0,-2,-110,-1.06,-0.01,5,8924,25.0,1.2
2646,星宇航空,21.05,-0.2,-0.94,06/16,6,9155,26.9,0.3,0,0,0.0,0.0,-1,-3,-0.07,0.0,6,9078,26.6,0.3
2801,彰銀,22.8,0.15,0.66,06/16,6,138660,47.8,1.18,1,1294,6.06,0.01,2,570,1.08,0.0,6,139662,48.1,1.19
2887E,台新新光戊特一,50.6,0.1,0.2,06/16,6,108,6.93,0.02,0,0,0.0,0.0,0,0,0.0,0.0,6,108,6.93,0.02
2887I,台新新光辛特,9.44,0.0,0.0,06/16,6,5587,17.9,0.18,0,0,0.0,0.0,0,0,0.0,0.0,6,5587,17.9,0.18
3149,正達,88.0,0.6,0.69,06/16,6,3571,12.1,1.58,0,0,0.0,0.0,-1,-1,-0.03,0.0,6,3571,12.1,1.58
3287,廣寰科,33.8,-1.0,-2.87,06/16,6,191,17.4,0.44,0,0,0.0,0.0,0,0,0.0,0.0,6,192,17.4,0.44
5324,士開,12.15,0.1,0.83,06/16,6,790,36.4,0.35,0,0,0.0,0.0,0,0,0.0,0.0,6,790,36.4,0.35
5546,永固-KY,16.75,-0.05,-0.3,06/16,6,35,17.4,0.04,0,0,0.0,0.0,2,4,8.3,0.0,5,31,21.8,0.04
